// DefragMatchPeriodBonusId,DefragMatchId,BonusType,Param1,Param2,Param3,StartDate,EndDate,Memo
286,5,4,"30","0","0","2020/02/15 7:00:00","2020/02/16 2:00:00","アダプタブル出現率：30%UP"
287,5,0,"20","0","0","2020/02/16 7:00:00","2020/02/17 2:00:00","リーグポイント獲得量：20%UP"
288,5,1,"1","0","0","2020/02/17 7:00:00","2020/02/18 2:00:00","リーグスコア獲得量：1UP"
289,5,1,"1","0","0","2020/02/18 7:00:00","2020/02/19 2:00:00","リーグスコア獲得量：1UP"
290,5,1,"1","0","0","2020/02/19 7:00:00","2020/02/20 2:00:00","リーグスコア獲得量：1UP"
291,5,1,"1","0","0","2020/02/20 7:00:00","2020/02/21 2:00:00","リーグスコア獲得量：1UP"
292,5,1,"1","0","0","2020/02/21 7:00:00","2020/02/22 2:00:00","リーグスコア獲得量：1UP"
293,5,4,"30","0","0","2020/02/22 7:00:00","2020/02/23 2:00:00","アダプタブル出現率：30%UP"
294,5,0,"20","0","0","2020/02/23 7:00:00","2020/02/24 2:00:00","リーグポイント獲得量：20%UP"
295,5,0,"20","0","0","2020/02/24 7:00:00","2020/02/25 2:00:00","リーグポイント獲得量：20%UP"
296,5,3,"20","0","0","2020/02/25 7:00:00","2020/02/26 2:00:00","サポートログクールタイム：20%短縮"
297,5,3,"20","0","0","2020/02/26 7:00:00","2020/02/27 2:00:00","サポートログクールタイム：20%短縮"
298,5,3,"20","0","0","2020/02/27 7:00:00","2020/02/28 2:00:00","サポートログクールタイム：20%短縮"
299,5,3,"20","0","0","2020/02/28 7:00:00","2020/02/29 2:00:00","サポートログクールタイム：20%短縮"
300,5,4,"30","0","0","2020/02/29 7:00:00","2020/03/01 2:00:00","アダプタブル出現率：30%UP"
301,5,0,"20","0","0","2020/03/01 7:00:00","2020/03/02 2:00:00","リーグポイント獲得量：20%UP"
302,5,1,"1","0","0","2020/03/02 7:00:00","2020/03/03 2:00:00","リーグスコア獲得量：1UP"
303,5,1,"1","0","0","2020/03/03 7:00:00","2020/03/04 2:00:00","リーグスコア獲得量：1UP"
304,5,1,"1","0","0","2020/03/04 7:00:00","2020/03/05 2:00:00","リーグスコア獲得量：1UP"
305,5,1,"1","0","0","2020/03/05 7:00:00","2020/03/06 2:00:00","リーグスコア獲得量：1UP"
306,5,1,"1","0","0","2020/03/06 7:00:00","2020/03/07 2:00:00","リーグスコア獲得量：1UP"
307,5,4,"30","0","0","2020/03/07 7:00:00","2020/03/08 2:00:00","アダプタブル出現率：30%UP"
308,5,0,"20","0","0","2020/03/08 7:00:00","2020/03/09 2:00:00","リーグポイント獲得量：20%UP"
309,5,3,"20","0","0","2020/03/09 7:00:00","2020/03/10 2:00:00","サポートログクールタイム：20%短縮"
310,5,3,"20","0","0","2020/03/10 7:00:00","2020/03/11 2:00:00","サポートログクールタイム：20%短縮"
311,5,3,"20","0","0","2020/03/11 7:00:00","2020/03/12 2:00:00","サポートログクールタイム：20%短縮"
312,5,3,"20","0","0","2020/03/12 7:00:00","2020/03/13 2:00:00","サポートログクールタイム：20%短縮"
313,5,3,"20","0","0","2020/03/13 7:00:00","2020/03/14 2:00:00","サポートログクールタイム：20%短縮"
314,5,4,"30","0","0","2020/03/14 7:00:00","2020/03/15 2:00:00","アダプタブル出現率：30%UP"
315,5,0,"20","0","0","2020/03/15 7:00:00","2020/03/16 2:00:00","リーグポイント獲得量：20%UP"
316,5,1,"1","0","0","2020/03/16 7:00:00","2020/03/17 2:00:00","リーグスコア獲得量：1UP"
317,5,1,"1","0","0","2020/03/17 7:00:00","2020/03/18 2:00:00","リーグスコア獲得量：1UP"
318,5,1,"1","0","0","2020/03/18 7:00:00","2020/03/19 2:00:00","リーグスコア獲得量：1UP"
319,5,1,"1","0","0","2020/03/19 7:00:00","2020/03/20 2:00:00","リーグスコア獲得量：1UP"
320,5,4,"30","0","0","2020/03/20 7:00:00","2020/03/21 2:00:00","アダプタブル出現率：30%UP"
321,5,4,"30","0","0","2020/03/21 7:00:00","2020/03/22 2:00:00","アダプタブル出現率：30%UP"
322,5,0,"20","0","0","2020/03/22 7:00:00","2020/03/23 2:00:00","リーグポイント獲得量：20%UP"
323,5,1,"1","0","0","2020/03/23 7:00:00","2020/03/24 2:00:00","リーグスコア獲得量：1UP"
324,5,6,"2","0","0","2020/03/24 7:00:00","2020/03/25 2:00:00","レアドロップ率アップ"
325,5,6,"2","0","0","2020/03/25 7:00:00","2020/03/26 2:00:00","レアドロップ率アップ"
326,5,6,"2","0","0","2020/03/26 7:00:00","2020/03/27 2:00:00","レアドロップ率アップ"
327,5,6,"2","0","0","2020/03/27 7:00:00","2020/03/28 2:00:00","レアドロップ率アップ"
328,5,0,"50","0","0","2020/03/28 7:00:00","2020/03/29 2:00:00","リーグポイント獲得量：50%UP"
329,5,0,"50","0","0","2020/03/29 7:00:00","2020/03/30 2:00:00","リーグポイント獲得量：50%UP"
330,5,6,"2","0","0","2020/03/30 7:00:00","2020/03/31 2:00:00","レアドロップ率アップ"
331,5,6,"2","0","0","2020/03/31 7:00:00","2020/04/01 2:00:00","レアドロップ率アップ"
333,6,6,"2","0","0","2020/02/24 7:00:00","2020/02/25 2:00:00","レアドロップ率アップ"
334,6,0,"50","0","0","2020/02/25 7:00:00","2020/02/26 2:00:00","リーグポイント獲得量：50%UP"
335,6,4,"30","0","0","2020/02/26 7:00:00","2020/02/27 2:00:00","アダプタブル出現率：30%UP"
336,6,1,"1","0","0","2020/02/27 7:00:00","2020/02/28 2:00:00","リーグスコア獲得量：1UP"
337,6,3,"20","0","0","2020/02/28 7:00:00","2020/02/29 2:00:00","サポートログクールタイム：20%短縮"
338,6,4,"30","0","0","2020/02/29 7:00:00","2020/03/01 2:00:00","アダプタブル出現率：30%UP"
339,6,0,"20","0","0","2020/03/01 7:00:00","2020/03/02 2:00:00","リーグポイント獲得量：20%UP"
340,6,6,"2","0","0","2020/03/02 7:00:00","2020/03/03 2:00:00","レアドロップ率アップ"
341,6,0,"50","0","0","2020/03/03 7:00:00","2020/03/04 2:00:00","リーグポイント獲得量：50%UP"
342,6,4,"30","0","0","2020/03/04 7:00:00","2020/03/05 2:00:00","アダプタブル出現率：30%UP"
343,6,1,"1","0","0","2020/03/05 7:00:00","2020/03/06 2:00:00","リーグスコア獲得量：1UP"
344,6,3,"20","0","0","2020/03/06 7:00:00","2020/03/07 2:00:00","サポートログクールタイム：20%短縮"
345,6,6,"2","0","0","2020/03/07 7:00:00","2020/03/08 2:00:00","レアドロップ率アップ"
346,6,0,"50","0","0","2020/03/08 7:00:00","2020/03/09 2:00:00","リーグポイント獲得量：50%UP"
347,6,6,"2","0","0","2020/03/09 7:00:00","2020/03/10 2:00:00","レアドロップ率アップ"
348,6,0,"50","0","0","2020/03/10 7:00:00","2020/03/11 2:00:00","リーグポイント獲得量：50%UP"
349,6,4,"30","0","0","2020/03/11 7:00:00","2020/03/12 2:00:00","アダプタブル出現率：30%UP"
350,6,1,"1","0","0","2020/03/12 7:00:00","2020/03/13 2:00:00","リーグスコア獲得量：1UP"
351,6,3,"20","0","0","2020/03/13 7:00:00","2020/03/14 2:00:00","サポートログクールタイム：20%短縮"
352,6,6,"2","0","0","2020/03/14 7:00:00","2020/03/15 2:00:00","レアドロップ率アップ"
353,6,0,"50","0","0","2020/03/15 7:00:00","2020/03/16 2:00:00","リーグポイント獲得量：50%UP"
354,6,6,"2","0","0","2020/03/16 7:00:00","2020/03/17 2:00:00","レアドロップ率アップ"
355,6,0,"50","0","0","2020/03/17 7:00:00","2020/03/18 2:00:00","リーグポイント獲得量：50%UP"
356,6,4,"30","0","0","2020/03/18 7:00:00","2020/03/19 2:00:00","アダプタブル出現率：30%UP"
357,6,1,"1","0","0","2020/03/19 7:00:00","2020/03/20 2:00:00","リーグスコア獲得量：1UP"
358,6,3,"20","0","0","2020/03/20 7:00:00","2020/03/21 2:00:00","サポートログクールタイム：20%短縮"
360,6,6,"2","0","0","2020/06/09 7:00:00","2020/06/10 2:00:00","レアドロップ率アップ"
361,6,6,"2","0","0","2020/06/10 7:00:00","2020/06/11 2:00:00","レアドロップ率アップ"
362,6,6,"2","0","0","2020/06/11 7:00:00","2020/06/12 2:00:00","レアドロップ率アップ"
363,6,6,"2","0","0","2020/06/12 7:00:00","2020/06/13 2:00:00","レアドロップ率アップ"
364,6,0,"50","0","0","2020/06/13 7:00:00","2020/06/14 2:00:00","リーグポイント獲得量：50%UP"
365,6,0,"50","0","0","2020/06/14 7:00:00","2020/06/15 2:00:00","リーグポイント獲得量：50%UP"
366,6,6,"2","0","0","2020/06/15 7:00:00","2020/06/16 2:00:00","レアドロップ率アップ"
367,6,0,"20","0","0","2020/06/16 7:00:00","2020/06/17 2:00:00","リーグポイント獲得量：20%UP"
368,6,4,"30","0","0","2020/06/17 7:00:00","2020/06/18 2:00:00","アダプタブル出現率：30%UP"
369,6,3,"20","0","0","2020/06/18 7:00:00","2020/06/19 2:00:00","サポートログクールタイム：20%短縮"
370,6,0,"20","0","0","2020/06/19 7:00:00","2020/06/20 2:00:00","リーグポイント獲得量：20%UP"
371,6,4,"30","0","0","2020/06/20 7:00:00","2020/06/21 2:00:00","アダプタブル出現率：30%UP"
372,6,3,"20","0","0","2020/06/21 7:00:00","2020/06/22 2:00:00","サポートログクールタイム：20%短縮"
373,6,0,"20","0","0","2020/06/22 7:00:00","2020/06/23 2:00:00","リーグポイント獲得量：20%UP"
374,6,4,"30","0","0","2020/06/23 7:00:00","2020/06/24 2:00:00","アダプタブル出現率：30%UP"
375,6,3,"20","0","0","2020/06/24 7:00:00","2020/06/25 2:00:00","サポートログクールタイム：20%短縮"
376,6,0,"20","0","0","2020/06/25 7:00:00","2020/06/26 2:00:00","リーグポイント獲得量：20%UP"
377,6,4,"30","0","0","2020/06/26 7:00:00","2020/06/27 2:00:00","アダプタブル出現率：30%UP"
378,6,3,"20","0","0","2020/06/27 7:00:00","2020/06/28 2:00:00","サポートログクールタイム：20%短縮"
379,6,0,"20","0","0","2020/06/28 7:00:00","2020/06/29 2:00:00","リーグポイント獲得量：20%UP"
380,6,4,"30","0","0","2020/06/29 7:00:00","2020/06/30 2:00:00","アダプタブル出現率：30%UP"
381,6,3,"20","0","0","2020/06/30 7:00:00","2020/07/01 2:00:00","サポートログクールタイム：20%短縮"
382,6,0,"20","0","0","2020/07/01 7:00:00","2020/07/02 2:00:00","リーグポイント獲得量：20%UP"
383,6,4,"30","0","0","2020/07/02 7:00:00","2020/07/03 2:00:00","アダプタブル出現率：30%UP"
384,6,3,"20","0","0","2020/07/03 7:00:00","2020/07/04 2:00:00","サポートログクールタイム：20%短縮"
385,6,0,"20","0","0","2020/07/04 7:00:00","2020/07/05 2:00:00","リーグポイント獲得量：20%UP"
386,6,4,"30","0","0","2020/07/05 7:00:00","2020/07/06 2:00:00","アダプタブル出現率：30%UP"
387,6,3,"20","0","0","2020/07/06 7:00:00","2020/07/07 2:00:00","サポートログクールタイム：20%短縮"
388,6,0,"20","0","0","2020/07/07 7:00:00","2020/07/08 2:00:00","リーグポイント獲得量：20%UP"
389,6,4,"30","0","0","2020/07/08 7:00:00","2020/07/09 2:00:00","アダプタブル出現率：30%UP"
390,6,3,"20","0","0","2020/07/09 7:00:00","2020/07/10 2:00:00","サポートログクールタイム：20%短縮"
391,6,0,"20","0","0","2020/07/10 7:00:00","2020/07/11 2:00:00","リーグポイント獲得量：20%UP"
392,6,4,"30","0","0","2020/07/11 7:00:00","2020/07/12 2:00:00","アダプタブル出現率：30%UP"
393,6,3,"20","0","0","2020/07/12 7:00:00","2020/07/13 2:00:00","サポートログクールタイム：20%短縮"
394,6,0,"20","0","0","2020/07/13 7:00:00","2020/07/14 2:00:00","リーグポイント獲得量：20%UP"
395,6,4,"30","0","0","2020/07/14 7:00:00","2020/07/15 2:00:00","アダプタブル出現率：30%UP"
396,6,3,"20","0","0","2020/07/15 7:00:00","2020/07/16 2:00:00","サポートログクールタイム：20%短縮"
397,6,0,"20","0","0","2020/07/16 7:00:00","2020/07/17 2:00:00","リーグポイント獲得量：20%UP"
398,6,4,"30","0","0","2020/07/17 7:00:00","2020/07/18 2:00:00","アダプタブル出現率：30%UP"
399,6,3,"20","0","0","2020/07/18 7:00:00","2020/07/19 2:00:00","サポートログクールタイム：20%短縮"
400,6,0,"20","0","0","2020/07/19 7:00:00","2020/07/20 2:00:00","リーグポイント獲得量：20%UP"
401,6,4,"30","0","0","2020/07/20 7:00:00","2020/07/21 2:00:00","アダプタブル出現率：30%UP"
402,6,3,"20","0","0","2020/07/21 7:00:00","2020/07/22 2:00:00","サポートログクールタイム：20%短縮"
403,6,0,"20","0","0","2020/07/22 7:00:00","2020/07/23 2:00:00","リーグポイント獲得量：20%UP"
404,6,4,"30","0","0","2020/07/23 7:00:00","2020/07/24 2:00:00","アダプタブル出現率：30%UP"
405,6,3,"20","0","0","2020/07/24 7:00:00","2020/07/25 2:00:00","サポートログクールタイム：20%短縮"
406,6,0,"20","0","0","2020/07/25 7:00:00","2020/07/26 2:00:00","リーグポイント獲得量：20%UP"
407,6,4,"30","0","0","2020/07/26 7:00:00","2020/07/27 2:00:00","アダプタブル出現率：30%UP"
408,6,3,"20","0","0","2020/07/27 7:00:00","2020/07/28 2:00:00","サポートログクールタイム：20%短縮"
409,6,6,"2","0","0","2020/07/28 7:00:00","2020/07/29 2:00:00","レアドロップ率アップ"
410,6,6,"2","0","0","2020/07/29 7:00:00","2020/07/30 2:00:00","レアドロップ率アップ"
411,6,6,"2","0","0","2020/07/30 7:00:00","2020/07/31 2:00:00","レアドロップ率アップ"
412,6,6,"2","0","0","2020/07/31 7:00:00","2020/08/01 2:00:00","レアドロップ率アップ"
413,6,0,"50","0","0","2020/08/01 7:00:00","2020/08/02 2:00:00","リーグポイント獲得量：50%UP"
414,6,0,"50","0","0","2020/08/02 7:00:00","2020/08/03 2:00:00","リーグポイント獲得量：50%UP"
415,6,6,"2","0","0","2020/08/03 7:00:00","2020/08/04 2:00:00","レアドロップ率アップ"
416,6,6,"2","0","0","2020/08/04 7:00:00","2020/08/05 2:00:00","レアドロップ率アップ"
417,6,6,"2","0","0","2020/08/05 7:00:00","2020/08/06 2:00:00","レアドロップ率アップ"
418,6,6,"2","0","0","2020/08/06 7:00:00","2020/08/07 2:00:00","レアドロップ率アップ"
419,6,6,"2","0","0","2020/08/07 7:00:00","2020/08/08 2:00:00","レアドロップ率アップ"
420,6,0,"50","0","0","2020/08/08 7:00:00","2020/08/09 2:00:00","リーグポイント獲得量：50%UP"
421,6,0,"50","0","0","2020/08/09 7:00:00","2020/08/10 2:00:00","リーグポイント獲得量：50%UP"
422,6,6,"2","0","0","2020/08/10 7:00:00","2020/08/11 2:00:00","レアドロップ率アップ"
424,7,6,"2","0","0","2020/06/29 7:00:00","2020/06/30 2:00:00","レアドロップ率アップ"
425,7,0,"50","0","0","2020/06/30 7:00:00","2020/07/01 2:00:00","リーグポイント獲得量：50%UP"
426,7,4,"30","0","0","2020/07/01 7:00:00","2020/07/02 2:00:00","アダプタブル出現率：30%UP"
427,7,1,"1","0","0","2020/07/02 7:00:00","2020/07/03 2:00:00","リーグスコア獲得量：1UP"
428,7,3,"20","0","0","2020/07/03 7:00:00","2020/07/04 2:00:00","サポートログクールタイム：20%短縮"
429,7,4,"30","0","0","2020/07/04 7:00:00","2020/07/05 2:00:00","アダプタブル出現率：30%UP"
430,7,0,"20","0","0","2020/07/05 7:00:00","2020/07/06 2:00:00","リーグポイント獲得量：20%UP"
431,7,6,"2","0","0","2020/07/06 7:00:00","2020/07/07 2:00:00","レアドロップ率アップ"
432,7,0,"50","0","0","2020/07/07 7:00:00","2020/07/08 2:00:00","リーグポイント獲得量：50%UP"
433,7,4,"30","0","0","2020/07/08 7:00:00","2020/07/09 2:00:00","アダプタブル出現率：30%UP"
434,7,1,"1","0","0","2020/07/09 7:00:00","2020/07/10 2:00:00","リーグスコア獲得量：1UP"
435,7,3,"20","0","0","2020/07/10 7:00:00","2020/07/11 2:00:00","サポートログクールタイム：20%短縮"
436,7,6,"2","0","0","2020/07/11 7:00:00","2020/07/12 2:00:00","レアドロップ率アップ"
437,7,0,"50","0","0","2020/07/12 7:00:00","2020/07/13 2:00:00","リーグポイント獲得量：50%UP"
438,7,6,"2","0","0","2020/07/13 7:00:00","2020/07/14 2:00:00","レアドロップ率アップ"
439,7,0,"50","0","0","2020/07/14 7:00:00","2020/07/15 2:00:00","リーグポイント獲得量：50%UP"
440,7,4,"30","0","0","2020/07/15 7:00:00","2020/07/16 2:00:00","アダプタブル出現率：30%UP"
441,7,1,"1","0","0","2020/07/16 7:00:00","2020/07/17 2:00:00","リーグスコア獲得量：1UP"
442,7,3,"20","0","0","2020/07/17 7:00:00","2020/07/18 2:00:00","サポートログクールタイム：20%短縮"
443,7,6,"2","0","0","2020/07/18 7:00:00","2020/07/19 2:00:00","レアドロップ率アップ"
444,7,0,"50","0","0","2020/07/19 7:00:00","2020/07/20 2:00:00","リーグポイント獲得量：50%UP"
445,7,6,"2","0","0","2020/07/20 7:00:00","2020/07/21 2:00:00","レアドロップ率アップ"
446,7,0,"50","0","0","2020/07/21 7:00:00","2020/07/22 2:00:00","リーグポイント獲得量：50%UP"
447,7,4,"30","0","0","2020/07/22 7:00:00","2020/07/23 2:00:00","アダプタブル出現率：30%UP"
448,7,1,"1","0","0","2020/07/23 7:00:00","2020/07/24 2:00:00","リーグスコア獲得量：1UP"
449,7,3,"20","0","0","2020/07/24 7:00:00","2020/07/25 2:00:00","サポートログクールタイム：20%短縮"
451,7,6,"2","0","0","2020/08/11 7:00:00","2020/08/12 2:00:00","レアドロップ率アップ"
452,7,6,"2","0","0","2020/08/12 7:00:00","2020/08/13 2:00:00","レアドロップ率アップ"
453,7,6,"2","0","0","2020/08/13 7:00:00","2020/08/14 2:00:00","レアドロップ率アップ"
454,7,6,"2","0","0","2020/08/14 7:00:00","2020/08/15 2:00:00","レアドロップ率アップ"
455,7,0,"50","0","0","2020/08/15 7:00:00","2020/08/16 2:00:00","リーグポイント獲得量：50%UP"
456,7,0,"50","0","0","2020/08/16 7:00:00","2020/08/17 2:00:00","リーグポイント獲得量：50%UP"
457,7,6,"2","0","0","2020/08/17 7:00:00","2020/08/18 2:00:00","レアドロップ率アップ"
458,7,0,"20","0","0","2020/08/18 7:00:00","2020/08/19 2:00:00","リーグポイント獲得量：20%UP"
459,7,4,"30","0","0","2020/08/19 7:00:00","2020/08/20 2:00:00","アダプタブル出現率：30%UP"
460,7,3,"20","0","0","2020/08/20 7:00:00","2020/08/21 2:00:00","サポートログクールタイム：20%短縮"
461,7,0,"20","0","0","2020/08/21 7:00:00","2020/08/22 2:00:00","リーグポイント獲得量：20%UP"
462,7,4,"30","0","0","2020/08/22 7:00:00","2020/08/23 2:00:00","アダプタブル出現率：30%UP"
463,7,3,"20","0","0","2020/08/23 7:00:00","2020/08/24 2:00:00","サポートログクールタイム：20%短縮"
464,7,0,"20","0","0","2020/08/24 7:00:00","2020/08/25 2:00:00","リーグポイント獲得量：20%UP"
465,7,4,"30","0","0","2020/08/25 7:00:00","2020/08/26 2:00:00","アダプタブル出現率：30%UP"
466,7,3,"20","0","0","2020/08/26 7:00:00","2020/08/27 2:00:00","サポートログクールタイム：20%短縮"
467,7,0,"20","0","0","2020/08/27 7:00:00","2020/08/28 2:00:00","リーグポイント獲得量：20%UP"
468,7,4,"30","0","0","2020/08/28 7:00:00","2020/08/29 2:00:00","アダプタブル出現率：30%UP"
469,7,3,"20","0","0","2020/08/29 7:00:00","2020/08/30 2:00:00","サポートログクールタイム：20%短縮"
470,7,0,"20","0","0","2020/08/30 7:00:00","2020/08/31 2:00:00","リーグポイント獲得量：20%UP"
471,7,4,"30","0","0","2020/08/31 7:00:00","2020/09/01 2:00:00","アダプタブル出現率：30%UP"
472,7,3,"20","0","0","2020/09/01 7:00:00","2020/09/02 2:00:00","サポートログクールタイム：20%短縮"
473,7,0,"20","0","0","2020/09/02 7:00:00","2020/09/03 2:00:00","リーグポイント獲得量：20%UP"
474,7,4,"30","0","0","2020/09/03 7:00:00","2020/09/04 2:00:00","アダプタブル出現率：30%UP"
475,7,3,"20","0","0","2020/09/04 7:00:00","2020/09/05 2:00:00","サポートログクールタイム：20%短縮"
476,7,0,"20","0","0","2020/09/05 7:00:00","2020/09/06 2:00:00","リーグポイント獲得量：20%UP"
477,7,4,"30","0","0","2020/09/06 7:00:00","2020/09/07 2:00:00","アダプタブル出現率：30%UP"
478,7,3,"20","0","0","2020/09/07 7:00:00","2020/09/08 2:00:00","サポートログクールタイム：20%短縮"
479,7,0,"20","0","0","2020/09/08 7:00:00","2020/09/09 2:00:00","リーグポイント獲得量：20%UP"
480,7,4,"30","0","0","2020/09/09 7:00:00","2020/09/10 2:00:00","アダプタブル出現率：30%UP"
481,7,3,"20","0","0","2020/09/10 7:00:00","2020/09/11 2:00:00","サポートログクールタイム：20%短縮"
482,7,0,"20","0","0","2020/09/11 7:00:00","2020/09/12 2:00:00","リーグポイント獲得量：20%UP"
483,7,4,"30","0","0","2020/09/12 7:00:00","2020/09/13 2:00:00","アダプタブル出現率：30%UP"
484,7,3,"20","0","0","2020/09/13 7:00:00","2020/09/14 2:00:00","サポートログクールタイム：20%短縮"
485,7,0,"20","0","0","2020/09/14 7:00:00","2020/09/15 2:00:00","リーグポイント獲得量：20%UP"
486,7,6,"2","0","0","2020/09/15 7:00:00","2020/09/16 2:00:00","レアドロップ率アップ"
487,7,6,"2","0","0","2020/09/16 7:00:00","2020/09/17 2:00:00","レアドロップ率アップ"
488,7,6,"2","0","0","2020/09/17 7:00:00","2020/09/18 2:00:00","レアドロップ率アップ"
489,7,6,"2","0","0","2020/09/18 7:00:00","2020/09/19 2:00:00","レアドロップ率アップ"
490,7,0,"50","0","0","2020/09/19 7:00:00","2020/09/20 2:00:00","リーグポイント獲得量：50%UP"
491,7,0,"50","0","0","2020/09/20 7:00:00","2020/09/21 2:00:00","リーグポイント獲得量：50%UP"
492,7,6,"2","0","0","2020/09/21 7:00:00","2020/09/22 2:00:00","レアドロップ率アップ"
493,7,6,"2","0","0","2020/09/22 7:00:00","2020/09/23 2:00:00","レアドロップ率アップ"
494,7,6,"2","0","0","2020/09/23 7:00:00","2020/09/24 2:00:00","レアドロップ率アップ"
495,7,6,"2","0","0","2020/09/24 7:00:00","2020/09/25 2:00:00","レアドロップ率アップ"
496,7,6,"2","0","0","2020/09/25 7:00:00","2020/09/26 2:00:00","レアドロップ率アップ"
497,7,0,"50","0","0","2020/09/26 7:00:00","2020/09/27 2:00:00","リーグポイント獲得量：50%UP"
498,7,0,"50","0","0","2020/09/27 7:00:00","2020/09/28 2:00:00","リーグポイント獲得量：50%UP"
499,7,6,"2","0","0","2020/09/28 7:00:00","2020/09/29 2:00:00","レアドロップ率アップ"
500,7,0,"20","0","0","2020/09/29 7:00:00","2020/09/30 2:00:00","リーグポイント獲得量：20%UP"
501,7,4,"30","0","0","2020/09/30 7:00:00","2020/10/01 2:00:00","アダプタブル出現率：30%UP"
502,7,3,"20","0","0","2020/10/01 7:00:00","2020/10/02 2:00:00","サポートログクールタイム：20%短縮"
503,7,0,"20","0","0","2020/10/02 7:00:00","2020/10/03 2:00:00","リーグポイント獲得量：20%UP"
504,7,4,"30","0","0","2020/10/03 7:00:00","2020/10/04 2:00:00","アダプタブル出現率：30%UP"
505,7,3,"20","0","0","2020/10/04 7:00:00","2020/10/05 2:00:00","サポートログクールタイム：20%短縮"
506,7,0,"20","0","0","2020/10/05 7:00:00","2020/10/06 2:00:00","リーグポイント獲得量：20%UP"
508,8,6,"2","0","0","2020/09/07 7:00:00","2020/09/08 2:00:00","レアドロップ率アップ"
509,8,0,"50","0","0","2020/09/08 7:00:00","2020/09/09 2:00:00","リーグポイント獲得量：50%UP"
510,8,4,"30","0","0","2020/09/09 7:00:00","2020/09/10 2:00:00","アダプタブル出現率：30%UP"
511,8,1,"1","0","0","2020/09/10 7:00:00","2020/09/11 2:00:00","リーグスコア獲得量：1UP"
512,8,3,"20","0","0","2020/09/11 7:00:00","2020/09/12 2:00:00","サポートログクールタイム：20%短縮"
513,8,4,"30","0","0","2020/09/12 7:00:00","2020/09/13 2:00:00","アダプタブル出現率：30%UP"
514,8,0,"20","0","0","2020/09/13 7:00:00","2020/09/14 2:00:00","リーグポイント獲得量：20%UP"
515,8,6,"2","0","0","2020/09/14 7:00:00","2020/09/15 2:00:00","レアドロップ率アップ"
516,8,0,"50","0","0","2020/09/15 7:00:00","2020/09/16 2:00:00","リーグポイント獲得量：50%UP"
517,8,4,"30","0","0","2020/09/16 7:00:00","2020/09/17 2:00:00","アダプタブル出現率：30%UP"
518,8,1,"1","0","0","2020/09/17 7:00:00","2020/09/18 2:00:00","リーグスコア獲得量：1UP"
519,8,3,"20","0","0","2020/09/18 7:00:00","2020/09/19 2:00:00","サポートログクールタイム：20%短縮"
520,8,6,"2","0","0","2020/09/19 7:00:00","2020/09/20 2:00:00","レアドロップ率アップ"
521,8,0,"50","0","0","2020/09/20 7:00:00","2020/09/21 2:00:00","リーグポイント獲得量：50%UP"
522,8,6,"2","0","0","2020/09/21 7:00:00","2020/09/22 2:00:00","レアドロップ率アップ"
523,8,0,"50","0","0","2020/09/22 7:00:00","2020/09/23 2:00:00","リーグポイント獲得量：50%UP"
524,8,4,"30","0","0","2020/09/23 7:00:00","2020/09/24 2:00:00","アダプタブル出現率：30%UP"
525,8,1,"1","0","0","2020/09/24 7:00:00","2020/09/25 2:00:00","リーグスコア獲得量：1UP"
526,8,3,"20","0","0","2020/09/25 7:00:00","2020/09/26 2:00:00","サポートログクールタイム：20%短縮"
527,8,6,"2","0","0","2020/09/26 7:00:00","2020/09/27 2:00:00","レアドロップ率アップ"
528,8,0,"50","0","0","2020/09/27 7:00:00","2020/09/28 2:00:00","リーグポイント獲得量：50%UP"
529,8,6,"2","0","0","2020/09/28 7:00:00","2020/09/29 2:00:00","レアドロップ率アップ"
530,8,0,"50","0","0","2020/09/29 7:00:00","2020/09/30 2:00:00","リーグポイント獲得量：50%UP"
531,8,4,"30","0","0","2020/09/30 7:00:00","2020/10/01 2:00:00","アダプタブル出現率：30%UP"
532,8,1,"1","0","0","2020/10/01 7:00:00","2020/10/02 2:00:00","リーグスコア獲得量：1UP"
533,8,3,"20","0","0","2020/10/02 7:00:00","2020/10/03 2:00:00","サポートログクールタイム：20%短縮"
535,8,6,"2","0","0","2020/10/06 7:00:00","2020/10/07 2:00:00","レアドロップ率アップ"
536,8,6,"2","0","0","2020/10/07 7:00:00","2020/10/08 2:00:00","レアドロップ率アップ"
537,8,6,"2","0","0","2020/10/08 7:00:00","2020/10/09 2:00:00","レアドロップ率アップ"
538,8,6,"2","0","0","2020/10/09 7:00:00","2020/10/10 2:00:00","レアドロップ率アップ"
539,8,0,"50","0","0","2020/10/10 7:00:00","2020/10/11 2:00:00","リーグポイント獲得量：50%UP"
540,8,0,"50","0","0","2020/10/11 7:00:00","2020/10/12 2:00:00","リーグポイント獲得量：50%UP"
541,8,6,"2","0","0","2020/10/12 7:00:00","2020/10/13 2:00:00","レアドロップ率アップ"
542,8,6,"2","0","0","2020/10/13 7:00:00","2020/10/14 2:00:00","レアドロップ率アップ"
543,8,6,"2","0","0","2020/10/14 7:00:00","2020/10/15 2:00:00","レアドロップ率アップ"
544,8,6,"2","0","0","2020/10/15 7:00:00","2020/10/16 2:00:00","レアドロップ率アップ"
545,8,6,"2","0","0","2020/10/16 7:00:00","2020/10/17 2:00:00","レアドロップ率アップ"
546,8,0,"50","0","0","2020/10/17 7:00:00","2020/10/18 2:00:00","リーグポイント獲得量：50%UP"
