// SoundVoiceId,RecordId,QueName,Volume,DecayMin,DecayMax,PriorityIdentifier,SkipTime,IsUsePan
1695,"CH_LIS_BTL_028","ch_lis",1,1000,2000,1,0.1,True
1696,"CH_LIS_BTL_029","ch_lis",1,1000,2000,1,0.1,True
1697,"CH_LIS_BTL_030","ch_lis",1,1000,2000,1,0.1,True
1698,"CH_LIS_BTL_031","ch_lis",1,1000,2000,1,0.1,True
1699,"CH_LIS_BTL_032","ch_lis",1,1000,2000,1,0.1,True
1700,"CH_LIS_BTL_033","ch_lis",1,1000,2000,1,0.1,True
1701,"CH_LIS_BTL_034","ch_lis",1,1000,2000,1,0.1,True
1702,"CH_LIS_BTL_037","ch_lis",1,20,40,1,0.1,True
1703,"CH_LIS_BTL_038","ch_lis",1,20,40,1,0.1,True
1704,"CH_LIS_BTL_042","ch_lis",1,20,40,1,0.1,True
1705,"CH_LIS_BTL_043","ch_lis",1,20,40,1,0.1,True
1706,"CH_LIS_BTL_048","ch_lis",1,20,40,1,0.1,True
1707,"CH_LIS_BTL_049","ch_lis",1,20,40,1,0.1,True
1708,"CH_LIS_BTL_050","ch_lis",1,20,40,1,0.1,True
1709,"CH_LIS_BTL_051","ch_lis",1,20,40,1,0.1,True
1710,"CH_LIS_BTL_052","ch_lis",1,20,40,1,0.1,True
1711,"CH_LIS_BTL_053","ch_lis",1,20,40,1,0.1,True
1712,"CH_LIS_BTL_054","ch_lis",1,20,40,1,0.1,True
1713,"CH_LIS_BTL_055","ch_lis",1,20,40,1,0.1,True
1714,"CH_LIS_BTL_056","ch_lis",1,20,40,1,0.1,True
1715,"CH_LIS_BTL_057","ch_lis",1,20,40,1,0.1,True
1716,"CH_LIS_BTL_058","ch_lis",1,20,40,1,0.1,True
1717,"CH_LIS_BTL_059","ch_lis",1,20,40,1,0.1,True
1718,"CH_LIS_BTL_060","ch_lis",1,20,40,1,0.1,True
1719,"CH_LIS_BTL_061","ch_lis",1,20,40,1,0.1,True
1720,"CH_LIS_BTL_062","ch_lis",1,20,40,1,0.1,True
1721,"CH_LIS_BTL_063","ch_lis",1,20,40,1,0.1,True
1722,"CH_LIS_BTL_064","ch_lis",1,20,40,1,0.1,True
1723,"CH_LIS_BTL_065","ch_lis",1,20,40,1,0.1,True
1724,"CH_LIS_BTL_066","ch_lis",1,20,40,1,0.1,True
1725,"CH_LIS_BTL_067","ch_lis_201909patch_late",1,20,40,1,0.1,True
1726,"CH_LIS_BTL_068","ch_lis",1,20,40,1,0.1,True
1727,"CH_LIS_BTL_069","ch_lis",1,20,40,1,0.1,True
1728,"CH_LIS_BTL_070","ch_lis",1,20,40,1,0.1,True
1729,"CH_LIS_BTL_071","ch_lis",1,20,40,1,0.1,True
1730,"CH_LIS_BTL_072","ch_lis",1,20,40,1,0.1,True
1731,"CH_LIS_BTL_073","ch_lis",1,20,40,1,0.1,True
1732,"CH_LIS_BTL_074","ch_lis",1,20,40,1,0.1,True
1733,"CH_LIS_BTL_075","ch_lis",1,20,40,1,0.1,True
1734,"CH_LIS_BTL_076","ch_lis",1,20,40,1,0.1,True
1735,"CH_LIS_BTL_077","ch_lis",1,20,40,1,0.1,True
1736,"CH_LIS_BTL_078","ch_lis",1,20,40,1,0.1,True
1737,"CH_LIS_BTL_079","ch_lis",1,20,40,1,0.1,True
1738,"CH_LIS_BTL_080","ch_lis",1,20,40,1,0.1,True
1739,"CH_LIS_BTL_081","ch_lis",1,20,40,1,0.1,True
1740,"CH_LIS_BTL_082","ch_lis",1,20,40,1,0.1,True
1741,"CH_LIS_BTL_083","ch_lis",1,20,40,1,0.1,True
1742,"CH_LIS_BTL_084","ch_lis",1,20,40,1,0.1,True
1743,"CH_LIS_BTL_085","ch_lis",1,20,40,1,0.1,True
1744,"CH_LIS_BTL_086","ch_lis",1,20,40,1,0.1,True
1745,"CH_LIS_BTL_087","ch_lis",1,20,40,1,0.1,True
1746,"CH_LIS_BTL_088","ch_lis",1,20,40,1,0.1,True
1747,"CH_LIS_BTL_089","ch_lis",1,1000,2000,1,0.1,True
1748,"CH_LIS_BTL_090","ch_lis",1,1000,2000,1,0.1,True
1749,"CH_LIS_BTL_091","ch_lis",1,1000,2000,1,0.1,True
1750,"CH_LIS_BTL_092","ch_lis",1,1000,2000,1,0.1,True
1751,"CH_LIS_BTL_093","ch_lis",1,1000,2000,1,0.1,True
1752,"CH_LIS_BTL_094","ch_lis",1,1000,2000,1,0.1,True
1753,"CH_LIS_BTL_095","ch_lis",1,1000,2000,1,0.1,True
1754,"CH_LIS_BTL_096","ch_lis",1,1000,2000,1,0.1,True
1755,"CH_LIS_BTL_097","ch_lis",1,1000,2000,1,0.1,True
1756,"CH_LIS_BTL_098","ch_lis",1,1000,2000,1,0.1,True
1757,"CH_LIS_BTL_099","ch_lis",1,1000,2000,1,0.1,True
1758,"CH_LIS_BTL_100","ch_lis",1,1000,2000,1,0.1,True
1759,"CH_LIS_BTL_101","ch_lis",1,1000,2000,1,0.1,True
1760,"CH_LIS_BTL_102","ch_lis",1,1000,2000,1,0.1,True
1761,"CH_LIS_BTL_103","ch_lis",1,1000,2000,1,0.1,True
1762,"CH_LIS_BTL_104","ch_lis",1,1000,2000,1,0.1,True
1763,"CH_LIS_BTL_105","ch_lis",1,1000,2000,1,0.1,True
1764,"CH_LIS_BTL_106","ch_lis",1,1000,2000,1,0.1,True
1765,"CH_LIS_BTL_107","ch_lis",1,1000,2000,1,0.1,True
1766,"CH_LIS_BTL_108","ch_lis",1,1000,2000,1,0.1,True
1767,"CH_LIS_BTL_109","ch_lis",1,1000,2000,1,0.1,True
1768,"CH_LIS_BTL_110","ch_lis",1,1000,2000,1,0.1,True
1769,"CH_LIS_BTL_111","ch_lis",1,1000,2000,1,0.1,True
1770,"CH_LIS_BTL_112","ch_lis",1,1000,2000,1,0.1,True
1771,"CH_LIS_BTL_113","ch_lis",1,1000,2000,1,0.1,True
1772,"CH_LIS_BTL_114","ch_lis",1,1000,2000,1,0.1,True
1773,"CH_LIS_BTL_115","ch_lis",1,1000,2000,1,0.1,True
1774,"CH_LIS_BTL_116","ch_lis",1,1000,2000,1,0.1,True
1775,"CH_LIS_BTL_117","ch_lis",1,1000,2000,1,0.1,True
1776,"CH_LIS_BTL_118","ch_lis",1,1000,2000,1,0.1,True
1777,"CH_LIS_BTL_119","ch_lis",1,1000,2000,1,0.1,True
1778,"CH_LIS_BTL_120","ch_lis",1,1000,2000,1,0.1,True
1779,"CH_LIS_BTL_121","ch_lis",1,1000,2000,1,0.1,True
1780,"CH_LIS_BTL_122","ch_lis",1,1000,2000,1,0.1,True
1781,"CH_LIS_BTL_123","ch_lis",1,1000,2000,1,0.1,True
1782,"CH_LIS_BTL_124","ch_lis",1,1000,2000,1,0.1,True
1783,"CH_LIS_BTL_125","ch_lis",1,1000,2000,1,0.1,True
1784,"CH_LIS_BTL_126","ch_lis",1,1000,2000,1,0.1,True
1785,"CH_LIS_BTL_127","ch_lis",1,1000,2000,1,0.1,True
1786,"CH_LIS_BTL_128","ch_lis",1,1000,2000,1,0.1,True
1787,"CH_LIS_BTL_129","ch_lis",1,1000,2000,1,0.1,True
1788,"CH_LIS_BTL_130","ch_lis",1,1000,2000,1,0.1,True
1789,"CH_LIS_BTL_131","ch_lis",1,20,40,1,0.1,True
1790,"CH_LIS_BTL_132","ch_lis_201909patch_late",1,20,40,1,0.1,True
1791,"CH_LIS_CHAT_001","ch_lis",1,1000,2000,1,0.1,True
1792,"CH_LIS_CHAT_002","ch_lis",1,1000,2000,1,0.1,True
1793,"CH_LIS_CHAT_003","ch_lis",1,1000,2000,1,0.1,True
1794,"CH_LIS_CHAT_004","ch_lis",1,1000,2000,1,0.1,True
1795,"CH_LIS_CHAT_005","ch_lis",1,1000,2000,1,0.1,True
1796,"CH_LIS_CHAT_006","ch_lis",1,1000,2000,1,0.1,True
1797,"CH_LIS_CHAT_007","ch_lis",1,1000,2000,1,0.1,True
1798,"CH_LIS_CHAT_008","ch_lis",1,1000,2000,1,0.1,True
1799,"CH_LIS_CHAT_009","ch_lis",1,1000,2000,1,0.1,True
1800,"CH_LIS_CHAT_010","ch_lis",1,1000,2000,1,0.1,True
1801,"CH_LIS_CHAT_011","ch_lis",1,1000,2000,1,0.1,True
1802,"CH_LIS_CHAT_012","ch_lis",1,1000,2000,1,0.1,True
1803,"CH_LIS_CHAT_013","ch_lis",1,1000,2000,1,0.1,True
1804,"CH_LIS_CHAT_014","ch_lis",1,1000,2000,1,0.1,True
1805,"CH_LIS_CHAT_015","ch_lis",1,1000,2000,1,0.1,True
1806,"CH_LIS_CHAT_016","ch_lis",1,1000,2000,1,0.1,True
1807,"CH_LIS_CHAT_017","ch_lis",1,1000,2000,1,0.1,True
1808,"CH_LIS_CHAT_018","ch_lis",1,1000,2000,1,0.1,True
1809,"CH_LIS_CHAT_019","ch_lis",1,1000,2000,1,0.1,True
1810,"CH_LIS_CHAT_020","ch_lis",1,1000,2000,1,0.1,True
1811,"CH_LIS_CHAT_021","ch_lis",1,1000,2000,1,0.1,True
1812,"CH_LIS_CHAT_022","ch_lis",1,1000,2000,1,0.1,True
1813,"CH_LIS_CHAT_023","ch_lis",1,1000,2000,1,0.1,True
1814,"CH_LIS_CHAT_024","ch_lis",1,1000,2000,1,0.1,True
1815,"CH_LIS_JOI_001","ch_lis",1,1000,2000,1,0.1,True
1816,"CH_LIS_JOI_002","ch_lis",1,1000,2000,1,0.1,True
1817,"CH_LIS_JOI_003","ch_lis",1,1000,2000,1,0.1,True
1818,"CH_LIS_JOI_004","ch_lis",1,1000,2000,1,0.1,True
1819,"CH_LIS_JOI_005","ch_lis",1,1000,2000,1,0.1,True
1820,"CH_LIS_JOI_006","ch_lis",1,1000,2000,1,0.1,True
1821,"CH_LIS_JOI_007","ch_lis",1,1000,2000,1,0.1,True
1822,"CH_LIS_JOI_008","ch_lis",1,1000,2000,1,0.1,True
1823,"CH_LIS_JOI_009","ch_lis",1,1000,2000,1,0.1,True
1824,"CH_LIS_JOI_010","ch_lis",1,1000,2000,1,0.1,True
1825,"CH_LIS_JOI_011","ch_lis",1,1000,2000,1,0.1,True
1826,"CH_LIS_JOI_012","ch_lis",1,1000,2000,1,0.1,True
1827,"CH_LIS_JOI_013","ch_lis",1,1000,2000,1,0.1,True
1828,"CH_LIS_JOI_014","ch_lis",1,1000,2000,1,0.1,True
1829,"CH_LIS_JOI_015","ch_lis",1,1000,2000,1,0.1,True
1830,"CH_LIS_JOI_016","ch_lis",1,1000,2000,1,0.1,True
1831,"CH_LIS_JOI_017","ch_lis",1,1000,2000,1,0.1,True
1832,"CH_LIS_JOI_018","ch_lis",1,1000,2000,1,0.1,True
1833,"CH_LIS_JOI_019","ch_lis",1,1000,2000,1,0.1,True
1834,"CH_LIS_JOI_020","ch_lis",1,1000,2000,1,0.1,True
1835,"CH_LIS_JOI_021","ch_lis",1,1000,2000,1,0.1,True
1836,"CH_LIS_JOI_022","ch_lis",1,1000,2000,1,0.1,True
1837,"CH_LIS_JOI_023","ch_lis",1,1000,2000,1,0.1,True
1838,"CH_LIS_JOI_024","ch_lis",1,1000,2000,1,0.1,True
1839,"CH_LIS_JOI_025","ch_lis",1,1000,2000,1,0.1,True
1840,"CH_LIS_JOI_026","ch_lis",1,1000,2000,1,0.1,True
1841,"CH_LIS_JOI_027","ch_lis",1,1000,2000,1,0.1,True
1842,"CH_LIS_JOI_028","ch_lis",1,1000,2000,1,0.1,True
1843,"CH_LIS_JOI_029","ch_lis",1,1000,2000,1,0.1,True
1844,"CH_LIS_JOI_030","ch_lis",1,1000,2000,1,0.1,True
1845,"CH_LIS_JOI_031","ch_lis",1,1000,2000,1,0.1,True
1846,"CH_LIS_JOI_032","ch_lis",1,1000,2000,1,0.1,True
1847,"CH_LIS_JOI_033","ch_lis",1,1000,2000,1,0.1,True
1848,"CH_LIS_JOI_034","ch_lis",1,1000,2000,1,0.1,True
1849,"CH_LIS_JOI_035","ch_lis",1,1000,2000,1,0.1,True
1850,"CH_LIS_JOI_036","ch_lis",1,1000,2000,1,0.1,True
1851,"CH_LIS_JOI_037","ch_lis",1,1000,2000,1,0.1,True
1852,"CH_LIS_JOI_038","ch_lis",1,1000,2000,1,0.1,True
1853,"CH_LIS_JOI_039","ch_lis",1,1000,2000,1,0.1,True
1854,"CH_LIS_JOI_040","ch_lis",1,1000,2000,1,0.1,True
1855,"CH_LIS_JOI_041","ch_lis",1,1000,2000,1,0.1,True
1856,"CH_LIS_JOI_042","ch_lis",1,1000,2000,1,0.1,True
1857,"CH_LIS_JOI_043","ch_lis",1,1000,2000,1,0.1,True
1858,"CH_LIS_JOI_044","ch_lis",1,1000,2000,1,0.1,True
1859,"CH_LIS_JOI_045","ch_lis",1,1000,2000,1,0.1,True
1860,"CH_LIS_JOI_046","ch_lis",1,1000,2000,1,0.1,True
1861,"CH_LIS_JOI_047","ch_lis",1,1000,2000,1,0.1,True
1862,"CH_LIS_JOI_048","ch_lis",1,1000,2000,1,0.1,True
1863,"CH_LIS_JOI_049","ch_lis",1,1000,2000,1,0.1,True
1864,"CH_LIS_JOI_050","ch_lis",1,1000,2000,1,0.1,True
1865,"CH_LIS_JOI_051","ch_lis",1,1000,2000,1,0.1,True
1866,"CH_LIS_JOI_052","ch_lis",1,1000,2000,1,0.1,True
1867,"CH_LIS_JOI_053","ch_lis",1,1000,2000,1,0.1,True
1868,"CH_LIS_JOI_054","ch_lis",1,1000,2000,1,0.1,True
1869,"CH_LIS_JOI_055","ch_lis",1,1000,2000,1,0.1,True
1870,"CH_LIS_JOI_056","ch_lis",1,1000,2000,1,0.1,True
1871,"CH_LIS_JOI_057","ch_lis",1,1000,2000,1,0.1,True
1872,"CH_LIS_JOI_058","ch_lis",1,1000,2000,1,0.1,True
1873,"CH_LIS_JOI_059","ch_lis",1,1000,2000,1,0.1,True
1874,"CH_LIS_JOI_060","ch_lis",1,1000,2000,1,0.1,True
1875,"CH_LIS_JOI_061","ch_lis",1,1000,2000,1,0.1,True
1876,"CH_LIS_JOI_062","ch_lis",1,1000,2000,1,0.1,True
1877,"CH_LIS_JOI_063","ch_lis",1,1000,2000,1,0.1,True
1878,"CH_LIS_JOI_064","ch_lis",1,1000,2000,1,0.1,True
1879,"CH_LIS_JOI_065","ch_lis",1,1000,2000,1,0.1,True
1880,"CH_LIS_JOI_066","ch_lis",1,1000,2000,1,0.1,True
1881,"CH_LIS_JOI_067","ch_lis",1,1000,2000,1,0.1,True
1882,"CH_LIS_JOI_068","ch_lis",1,1000,2000,1,0.1,True
1883,"CH_LIS_JOI_069","ch_lis",1,1000,2000,1,0.1,True
1884,"CH_LIS_JOI_070","ch_lis",1,1000,2000,1,0.1,True
1885,"CH_LIS_JOI_071","ch_lis",1,1000,2000,1,0.1,True
1886,"CH_LIS_JOI_072","ch_lis",1,1000,2000,1,0.1,True
1887,"CH_LIS_JOI_073","ch_lis",1,1000,2000,1,0.1,True
1888,"CH_LIS_MENU_001","ch_lis",1,1000,2000,1,0.1,True
1889,"CH_LIS_MENU_002","ch_lis",1,1000,2000,1,0.1,True
1890,"CH_LIS_MENU_003","ch_lis",1,1000,2000,1,0.1,True
1891,"CH_LIS_MENU_004","ch_lis",1,1000,2000,1,0.1,True
1892,"CH_LIS_MENU_005","ch_lis",1,1000,2000,1,0.1,True
1893,"CH_LIS_MENU_006","ch_lis",1,1000,2000,1,0.1,True
1894,"CH_LIS_MENU_034","ch_lis",1,1000,2000,1,0.1,True
1895,"CH_LIS_QUE_001","ch_lis",1,1000,2000,1,0.1,True
1896,"CH_LIS_QUE_002","ch_lis",1,1000,2000,1,0.1,True
1897,"CH_LIS_QUE_003","ch_lis",1,1000,2000,1,0.1,True
1898,"CH_LIS_QUE_004","ch_lis",1,1000,2000,1,0.1,True
1899,"CH_LIS_QUE_006","ch_lis",1,1000,2000,1,0.1,True
1900,"CH_LIS_QUE_007","ch_lis",1,1000,2000,1,0.1,True
1901,"CH_LIS_QUE_009","ch_lis",1,1000,2000,1,0.1,True
1902,"CH_LIS_QUE_012","ch_lis",1,1000,2000,1,0.1,True
1903,"CH_LIS_QUE_014","ch_lis",1,1000,2000,1,0.1,True
1904,"CH_LIS_QUE_019","ch_lis",1,1000,2000,1,0.1,True
1905,"CH_LIS_QUE_020","ch_lis",1,1000,2000,1,0.1,True
1906,"CH_LIS_QUE_021","ch_lis",1,1000,2000,1,0.1,True
1907,"CH_LIS_QUE_022","ch_lis",1,1000,2000,1,0.1,True
1908,"CH_LIS_QUE_023","ch_lis",1,1000,2000,1,0.1,True
1909,"CH_LIS_QUE_024","ch_lis",1,1000,2000,1,0.1,True
1910,"CH_LIS_QUE_025","ch_lis",1,1000,2000,1,0.1,True
1911,"CH_LIS_QUE_026","ch_lis",1,1000,2000,1,0.1,True
1912,"CH_LIS_QUE_027","ch_lis",1,1000,2000,1,0.1,True
1913,"CH_LIS_QUE_028","ch_lis",1,1000,2000,1,0.1,True
1914,"CH_LIS_QUE_029","ch_lis",1,1000,2000,1,0.1,True
1915,"CH_LIS_QUE_030","ch_lis",1,1000,2000,1,0.1,True
1916,"CH_LIS_QUE_031","ch_lis",1,1000,2000,1,0.1,True
1917,"CH_LIS_QUE_032","ch_lis",1,1000,2000,1,0.1,True
1918,"CH_LIS_QUE_033","ch_lis",1,1000,2000,1,0.1,True
1919,"CH_LIS_QUE_034","ch_lis",1,1000,2000,1,0.1,True
1920,"CH_LIS_QUE_035","ch_lis",1,1000,2000,1,0.1,True
1921,"CH_LIS_QUE_036","ch_lis",1,1000,2000,1,0.1,True
1922,"CH_LIS_QUE_037","ch_lis",1,1000,2000,1,0.1,True
1923,"CH_LIS_QUE_038","ch_lis",1,1000,2000,1,0.1,True
1924,"CH_LIS_QUE_039","ch_lis",1,1000,2000,1,0.1,True
1925,"CH_LIS_QUE_040","ch_lis",1,1000,2000,1,0.1,True
1926,"CH_LIS_QUE_041","ch_lis",1,1000,2000,1,0.1,True
1927,"CH_LIS_QUE_042","ch_lis",1,1000,2000,1,0.1,True
1928,"CH_LIS_QUE_043","ch_lis",1,1000,2000,1,0.1,True
1929,"CH_LIS_QUE_044","ch_lis",1,1000,2000,1,0.1,True
1930,"CH_LIS_QUE_045","ch_lis",1,1000,2000,1,0.1,True
1931,"CH_LIS_QUE_046","ch_lis",1,1000,2000,1,0.1,True
1932,"CH_LIS_QUE_047","ch_lis",1,1000,2000,1,0.1,True
1933,"CH_LIS_QUE_048","ch_lis",1,1000,2000,1,0.1,True
1934,"CH_LIS_QUE_049","ch_lis",1,1000,2000,1,0.1,True
1935,"CH_LIS_QUE_051","ch_lis",1,1000,2000,1,0.1,True
1936,"CH_LIS_QUE_052","ch_lis",1,1000,2000,1,0.1,True
1937,"CH_LIS_QUE_053","ch_lis",1,1000,2000,1,0.1,True
1938,"CH_LIS_QUE_054","ch_lis",1,1000,2000,1,0.1,True
1939,"CH_LIS_QUE_055","ch_lis",1,1000,2000,1,0.1,True
1940,"CH_LIS_QUE_056","ch_lis",1,1000,2000,1,0.1,True
1941,"CH_LIS_QUE_057","ch_lis",1,1000,2000,1,0.1,True
1942,"CH_LIS_QUE_058","ch_lis",1,1000,2000,1,0.1,True
1943,"CH_LIS_QUE_059","ch_lis",1,1000,2000,1,0.1,True
1944,"CH_LIS_QUE_060","ch_lis",1,1000,2000,1,0.1,True
1945,"CH_LIS_QUE_061","ch_lis",1,1000,2000,1,0.1,True
1946,"CH_LIS_QUE_062","ch_lis",1,1000,2000,1,0.1,True
1947,"CH_LIS_QUE_063","ch_lis",1,1000,2000,1,0.1,True
1948,"CH_LIS_RES_001","ch_lis",1,1000,2000,1,0.1,True
1949,"CH_LIS_RES_002","ch_lis",1,1000,2000,1,0.1,True
1950,"CH_LIS_RES_003","ch_lis",1,1000,2000,1,0.1,True
1952,"CH_PIN_ADV_001","ch_pin",1,1000,2000,1,0.1,True
1953,"CH_PIN_ADV_002","ch_pin",1,1000,2000,1,0.1,True
1954,"CH_PIN_ADV_003","ch_pin",1,1000,2000,1,0.1,True
1955,"CH_PIN_ADV_004","ch_pin",1,1000,2000,1,0.1,True
1956,"CH_PIN_ADV_005","ch_pin",1,1000,2000,1,0.1,True
1957,"CH_PIN_ADV_006","ch_pin",1,1000,2000,1,0.1,True
1958,"CH_PIN_ADV_007","ch_pin",1,1000,2000,1,0.1,True
1959,"CH_PIN_ADV_008","ch_pin",1,1000,2000,1,0.1,True
1960,"CH_PIN_ADV_009","ch_pin",1,1000,2000,1,0.1,True
1961,"CH_PIN_ADV_010","ch_pin",1,1000,2000,1,0.1,True
1962,"CH_PIN_ADV_011","ch_pin",1,1000,2000,1,0.1,True
1963,"CH_PIN_ADV_012","ch_pin",1,1000,2000,1,0.1,True
1964,"CH_PIN_ADV_013","ch_pin",1,1000,2000,1,0.1,True
1965,"CH_PIN_ADV_017","ch_pin",1,1000,2000,1,0.1,True
1966,"CH_PIN_ADV_018","ch_pin",1,1000,2000,1,0.1,True
1967,"CH_PIN_ADV_020","ch_pin",1,1000,2000,1,0.1,True
1968,"CH_PIN_ADV_021","ch_pin",1,1000,2000,1,0.1,True
1969,"CH_PIN_PET_003","ch_pin",1,20,40,1,0.1,True
1970,"CH_PIN_PET_004","ch_pin",1,20,40,1,0.1,True
1971,"CH_PIN_PET_005","ch_pin",1,20,40,1,0.1,True
1972,"CH_PIN_PET_006","ch_pin",1,20,40,1,0.1,True
1973,"CH_PIN_PET_007","ch_pin",1,20,40,1,0.1,True
1974,"CH_PIN_PET_008","ch_pin",1,20,40,1,0.1,True
1975,"CH_PIN_PET_009","ch_pin",1,20,40,1,0.1,True
1976,"CH_PIN_PET_010","ch_pin",1,20,40,1,0.1,True
1977,"CH_PIN_PET_011","ch_pin",1,20,40,1,0.1,True
1979,"CH_REC_ADV_001","ch_rec",1,1000,2000,1,0.1,True
1980,"CH_REC_ADV_002","ch_rec",1,1000,2000,1,0.1,True
1981,"CH_REC_ADV_003","ch_rec",1,1000,2000,1,0.1,True
1982,"CH_REC_ADV_004","ch_rec",1,1000,2000,1,0.1,True
1983,"CH_REC_ADV_005","ch_rec",1,1000,2000,1,0.1,True
1984,"CH_REC_ADV_006","ch_rec",1,1000,2000,1,0.1,True
1985,"CH_REC_ADV_007","ch_rec",1,1000,2000,1,0.1,True
1986,"CH_REC_ADV_008","ch_rec",1,1000,2000,1,0.1,True
1987,"CH_REC_ADV_009","ch_rec",1,1000,2000,1,0.1,True
1988,"CH_REC_ADV_010","ch_rec",1,1000,2000,1,0.1,True
1989,"CH_REC_ADV_011","ch_rec",1,1000,2000,1,0.1,True
1990,"CH_REC_ADV_012","ch_rec",1,1000,2000,1,0.1,True
1991,"CH_REC_ADV_013","ch_rec",1,1000,2000,1,0.1,True
1992,"CH_REC_ADV_014","ch_rec",1,1000,2000,1,0.1,True
1993,"CH_REC_ADV_015","ch_rec",1,1000,2000,1,0.1,True
1994,"CH_REC_ADV_016","ch_rec",1,1000,2000,1,0.1,True
1995,"CH_REC_ADV_017","ch_rec",1,1000,2000,1,0.1,True
1996,"CH_REC_ADV_018","ch_rec",1,1000,2000,1,0.1,True
1997,"CH_REC_ADV_019","ch_rec",1,1000,2000,1,0.1,True
1998,"CH_REC_ADV_020","ch_rec",1,1000,2000,1,0.1,True
1999,"CH_REC_ADV_021","ch_rec",1,1000,2000,1,0.1,True
2000,"CH_REC_ADV_022","ch_rec",1,1000,2000,1,0.1,True
2001,"CH_REC_ADV_023","ch_rec",1,1000,2000,1,0.1,True
2002,"CH_REC_ADV_024","ch_rec",1,1000,2000,1,0.1,True
2003,"CH_REC_ADV_025","ch_rec",1,1000,2000,1,0.1,True
2004,"CH_REC_ADV_026","ch_rec",1,1000,2000,1,0.1,True
2005,"CH_REC_ADV_027","ch_rec",1,1000,2000,1,0.1,True
2006,"CH_REC_ADV_028","ch_rec",1,1000,2000,1,0.1,True
2007,"CH_REC_ADV_029","ch_rec",1,1000,2000,1,0.1,True
2008,"CH_REC_ADV_030","ch_rec",1,1000,2000,1,0.1,True
2009,"CH_REC_MENU_007","ch_rec",1,1000,2000,1,0.1,True
2010,"CH_REC_MENU_008","ch_rec",1,1000,2000,1,0.1,True
2011,"CH_REC_MENU_009","ch_rec",1,1000,2000,1,0.1,True
2012,"CH_REC_MENU_010","ch_rec",1,1000,2000,1,0.1,True
2013,"CH_REC_MENU_011","ch_rec",1,1000,2000,1,0.1,True
2014,"CH_REC_MENU_012","ch_rec",1,1000,2000,1,0.1,True
2015,"CH_REC_MENU_013","ch_rec",1,1000,2000,1,0.1,True
2016,"CH_REC_MENU_014","ch_rec",1,1000,2000,1,0.1,True
2017,"CH_REC_MENU_015","ch_rec",1,1000,2000,1,0.1,True
2018,"CH_REC_MENU_016","ch_rec",1,1000,2000,1,0.1,True
2019,"CH_REC_MENU_017","ch_rec",1,1000,2000,1,0.1,True
2020,"CH_REC_MENU_018","ch_rec",1,1000,2000,1,0.1,True
2021,"CH_REC_MENU_019","ch_rec",1,1000,2000,1,0.1,True
2022,"CH_REC_MENU_020","ch_rec",1,1000,2000,1,0.1,True
2023,"CH_REC_MENU_023","ch_rec",1,1000,2000,1,0.1,True
2024,"CH_REC_MENU_024","ch_rec",1,1000,2000,1,0.1,True
2025,"CH_REC_MENU_025","ch_rec",1,1000,2000,1,0.1,True
2026,"CH_REC_MENU_026","ch_rec",1,1000,2000,1,0.1,True
2027,"CH_REC_MENU_027","ch_rec",1,1000,2000,1,0.1,True
2028,"CH_REC_MENU_028","ch_rec",1,1000,2000,1,0.1,True
2029,"CH_REC_MENU_029","ch_rec",1,1000,2000,1,0.1,True
2030,"CH_REC_MENU_030","ch_rec",1,1000,2000,1,0.1,True
2031,"CH_REC_MENU_034","ch_rec",1,1000,2000,1,0.1,True
2032,"CH_REC_MENU_035","ch_rec",1,1000,2000,1,0.1,True
2033,"CH_REC_MENU_036","ch_rec",1,1000,2000,1,0.1,True
2034,"CH_REC_MENU_037","ch_rec",1,1000,2000,1,0.1,True
2035,"CH_REC_MENU_038","ch_rec",1,1000,2000,1,0.1,True
2036,"CH_REC_MENU_039","ch_rec",1,1000,2000,1,0.1,True
2038,"CH_SIL_ADV_001","ch_sil",1,1000,2000,1,0.1,True
2039,"CH_SIL_ADV_002","ch_sil",1,1000,2000,1,0.1,True
2040,"CH_SIL_ADV_003","ch_sil",1,1000,2000,1,0.1,True
2041,"CH_SIL_ADV_004","ch_sil",1,1000,2000,1,0.1,True
2042,"CH_SIL_ADV_005","ch_sil",1,1000,2000,1,0.1,True
2043,"CH_SIL_ADV_006","ch_sil",1,1000,2000,1,0.1,True
2044,"CH_SIL_ADV_007","ch_sil",1,1000,2000,1,0.1,True
2045,"CH_SIL_ADV_008","ch_sil",1,1000,2000,1,0.1,True
2046,"CH_SIL_ADV_009","ch_sil",1,1000,2000,1,0.1,True
2047,"CH_SIL_ADV_010","ch_sil",1,1000,2000,1,0.1,True
2048,"CH_SIL_ADV_011","ch_sil",1,1000,2000,1,0.1,True
2049,"CH_SIL_ADV_012","ch_sil",1,1000,2000,1,0.1,True
2050,"CH_SIL_ADV_013","ch_sil",1,1000,2000,1,0.1,True
2051,"CH_SIL_ADV_014","ch_sil",1,1000,2000,1,0.1,True
2052,"CH_SIL_ADV_015","ch_sil",1,1000,2000,1,0.1,True
2053,"CH_SIL_ADV_016","ch_sil",1,1000,2000,1,0.1,True
2054,"CH_SIL_ADV_017","ch_sil",1,1000,2000,1,0.1,True
2055,"CH_SIL_ADV_018","ch_sil",1,1000,2000,1,0.1,True
2056,"CH_SIL_ADV_019","ch_sil",1,1000,2000,1,0.1,True
2057,"CH_SIL_ADV_020","ch_sil",1,1000,2000,1,0.1,True
2058,"CH_SIL_ADV_021","ch_sil",1,1000,2000,1,0.1,True
