// Keyword,UnitCollisionId,Name,Bone,Usually,Angry,TypeIndex,BeginX,BeginY,BeginZ,EndX,EndY,EndZ,Radius,SlashCoef,StrikeCoef,ThrustCoef,FireCoef,WaterCoef,AirCoef,EarthCoef,HolyCoef,DarkCoef,PoisonCoef,ParalysisCoef,SealedCoef,QuestionCoef,BlueRoseCoef,CharmCoef,BurningCoef,FlipCoef,DownCoef,KnockBackCoef
"MO_515_04",468,"ハティ（Type2）","Tail_04",False,True,0,0,0,0,0,0,0,4,1.5,1.5,1.5,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,0.2,0,0,0.2,0.2,1
"MO_515_02",469,"ハティパピー","Head",True,False,0,0,0,0,0,0,0,3,1,1,1,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,1,1,0.5
"MO_515_02",470,"ハティパピー","Spine1",True,False,0,0,0,0,0,0,0,4,1,1,1,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,1,1,0.5
"MO_515_02",471,"ハティパピー","Hips",True,False,0,0,0,0,0,0,0,3.5,1.5,1.5,1.5,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,1,1,1
"MO_515_02",472,"ハティパピー","LeftFoot",True,False,0,0,0,0,0,0,0,2,1.5,1.5,1.5,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,1,1,1
"MO_515_02",473,"ハティパピー","RightFoot",True,False,0,0,0,0,0,0,0,2,1.5,1.5,1.5,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,1,1,1
"MO_515_02",474,"ハティパピー","LeftForeArm",True,False,0,0,0,0,0,0,0,2,1,1,1,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,1,1,0.5
"MO_515_02",475,"ハティパピー","RightForeArm",True,False,0,0,0,0,0,0,0,2,1,1,1,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,1,1,0.5
"MO_515_02",476,"ハティパピー","Tail_02",True,False,0,0,0,0,0,0,0,4,1.5,1.5,1.5,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,1,1,1
"MO_515_02",477,"ハティパピー","Tail_04",True,False,0,0,0,0,0,0,0,4,1.5,1.5,1.5,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,1,1,1
"MO_515_03",478,"スコルパピー","Head",True,False,0,0,0,0,0,0,0,3,1,1,1,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,1,0.4,0.5
"MO_515_03",479,"スコルパピー","Spine1",True,False,0,0,0,0,0,0,0,4,1,1,1,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,1,0.4,0.5
"MO_515_03",480,"スコルパピー","Hips",True,False,0,0,0,0,0,0,0,3.5,1.5,1.5,1.5,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,1,0.4,1
"MO_515_03",481,"スコルパピー","LeftFoot",True,False,0,0,0,0,0,0,0,2,1.5,1.5,1.5,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,1,0.4,1
"MO_515_03",482,"スコルパピー","RightFoot",True,False,0,0,0,0,0,0,0,2,1.5,1.5,1.5,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,1,0.4,1
"MO_515_03",483,"スコルパピー","LeftForeArm",True,False,0,0,0,0,0,0,0,2,1,1,1,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,1,0.4,0.5
"MO_515_03",484,"スコルパピー","RightForeArm",True,False,0,0,0,0,0,0,0,2,1,1,1,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,1,0.4,0.5
"MO_515_03",485,"スコルパピー","Tail_02",True,False,0,0,0,0,0,0,0,4,1.5,1.5,1.5,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,1,0.4,1
"MO_515_03",486,"スコルパピー","Tail_04",True,False,0,0,0,0,0,0,0,4,1.5,1.5,1.5,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,1,0.4,1
"MO_515_02",487,"ハティパピー","Head",False,True,0,0,0,0,0,0,0,3,1,1,1,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,0.2,0.2,0.5
"MO_515_02",488,"ハティパピー","Spine1",False,True,0,0,0,0,0,0,0,4,1,1,1,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,0.2,0.2,0.5
"MO_515_02",489,"ハティパピー","Hips",False,True,0,0,0,0,0,0,0,3.5,1.5,1.5,1.5,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,0.2,0.2,1
"MO_515_02",490,"ハティパピー","LeftFoot",False,True,0,0,0,0,0,0,0,2,1.5,1.5,1.5,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,0.2,0.2,1
"MO_515_02",491,"ハティパピー","RightFoot",False,True,0,0,0,0,0,0,0,2,1.5,1.5,1.5,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,0.2,0.2,1
"MO_515_02",492,"ハティパピー","LeftForeArm",False,True,0,0,0,0,0,0,0,2,1,1,1,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,0.2,0.2,0.5
"MO_515_02",493,"ハティパピー","RightForeArm",False,True,0,0,0,0,0,0,0,2,1,1,1,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,0.2,0.2,0.5
"MO_515_02",494,"ハティパピー","Tail_02",False,True,0,0,0,0,0,0,0,4,1.5,1.5,1.5,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,0.2,0.2,1
"MO_515_02",495,"ハティパピー","Tail_04",False,True,0,0,0,0,0,0,0,4,1.5,1.5,1.5,2,1,0.5,2,1,1,0.01,0.05,0.2,0.05,1,1,0,0.2,0.2,1
"MO_515_03",496,"スコルパピー","Head",False,True,0,0,0,0,0,0,0,3,1,1,1,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,0.2,0.1,0.5
"MO_515_03",497,"スコルパピー","Spine1",False,True,0,0,0,0,0,0,0,4,1,1,1,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,0.2,0.1,0.5
"MO_515_03",498,"スコルパピー","Hips",False,True,0,0,0,0,0,0,0,3.5,1.5,1.5,1.5,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,0.2,0.1,1
"MO_515_03",499,"スコルパピー","LeftFoot",False,True,0,0,0,0,0,0,0,2,1.5,1.5,1.5,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,0.2,0.1,1
"MO_515_03",500,"スコルパピー","RightFoot",False,True,0,0,0,0,0,0,0,2,1.5,1.5,1.5,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,0.2,0.1,1
"MO_515_03",501,"スコルパピー","LeftForeArm",False,True,0,0,0,0,0,0,0,2,1,1,1,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,0.2,0.1,0.5
"MO_515_03",502,"スコルパピー","RightForeArm",False,True,0,0,0,0,0,0,0,2,1,1,1,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,0.2,0.1,0.5
"MO_515_03",503,"スコルパピー","Tail_02",False,True,0,0,0,0,0,0,0,4,1.5,1.5,1.5,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,0.2,0.1,1
"MO_515_03",504,"スコルパピー","Tail_04",False,True,0,0,0,0,0,0,0,4,1.5,1.5,1.5,0.5,2,0.5,2,1,1,0.2,0.05,0.05,0.05,1,1,0,0.2,0.1,1
"MO_517_00",505,"ガングレト","Head",True,False,0,0,0,0,0,0,0,2,1.5,1.5,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,1
"MO_517_00",506,"ガングレト","Hips",True,False,0,0,0,0,0,0,0,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_00",507,"ガングレト","Spine1",True,False,0,0,0,0,0,0,0,3,1.5,1.5,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,1
"MO_517_00",508,"ガングレト","RightToeBase",True,False,0,0,0,0,0,0,0,2,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_00",509,"ガングレト","LeftToeBase",True,False,0,0,0,0,0,0,0,2,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_00",510,"ガングレト","LeftWing_02",True,False,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_00",511,"ガングレト","LeftWing_03",True,False,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_00",512,"ガングレト","LeftWing_04",True,False,0,0,0,0,-5,0,-5,4,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_00",513,"ガングレト","RightWing_02",True,False,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_00",514,"ガングレト","RightWing_03",True,False,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_00",515,"ガングレト","RightWing_04",True,False,0,0,0,0,5,0,-5,4,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_00",516,"ガングレト","Tail_03",True,False,0,0,0,0,0,0,0,1,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_01",517,"ガングラティ","Head",True,False,0,0,0,0,0,0,0,2,1.5,1.5,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,1
"MO_517_01",518,"ガングラティ","Hips",True,False,0,0,0,0,0,0,0,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_01",519,"ガングラティ","Spine1",True,False,0,0,0,0,0,0,0,3,1.5,1.5,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,1
"MO_517_01",520,"ガングラティ","RightToeBase",True,False,0,0,0,0,0,0,0,2,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_01",521,"ガングラティ","LeftToeBase",True,False,0,0,0,0,0,0,0,2,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_01",522,"ガングラティ","LeftWing_02",True,False,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_01",523,"ガングラティ","LeftWing_03",True,False,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_01",524,"ガングラティ","LeftWing_04",True,False,0,0,0,0,-5,0,-5,4,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_01",525,"ガングラティ","RightWing_02",True,False,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_01",526,"ガングラティ","RightWing_03",True,False,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_01",527,"ガングラティ","RightWing_04",True,False,0,0,0,0,5,0,-5,4,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_01",528,"ガングラティ","Tail_03",True,False,0,0,0,0,0,0,0,1,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,1,0.5
"MO_517_00",529,"ガングレト","Head",False,True,0,0,0,0,0,0,0,2,1.5,1.5,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,1
"MO_517_00",530,"ガングレト","Hips",False,True,0,0,0,0,0,0,0,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_00",531,"ガングレト","Spine1",False,True,0,0,0,0,0,0,0,3,1.5,1.5,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,1
"MO_517_00",532,"ガングレト","RightToeBase",False,True,0,0,0,0,0,0,0,2,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_00",533,"ガングレト","LeftToeBase",False,True,0,0,0,0,0,0,0,2,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_00",534,"ガングレト","LeftWing_02",False,True,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_00",535,"ガングレト","LeftWing_03",False,True,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_00",536,"ガングレト","LeftWing_04",False,True,0,0,0,0,-5,0,-5,4,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_00",537,"ガングレト","RightWing_02",False,True,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_00",538,"ガングレト","RightWing_03",False,True,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_00",539,"ガングレト","RightWing_04",False,True,0,0,0,0,5,0,-5,4,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_00",540,"ガングレト","Tail_03",False,True,0,0,0,0,0,0,0,1,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_01",541,"ガングラティ","Head",False,True,0,0,0,0,0,0,0,2,1.5,1.5,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,1
"MO_517_01",542,"ガングラティ","Hips",False,True,0,0,0,0,0,0,0,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_01",543,"ガングラティ","Spine1",False,True,0,0,0,0,0,0,0,3,1.5,1.5,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,1
"MO_517_01",544,"ガングラティ","RightToeBase",False,True,0,0,0,0,0,0,0,2,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_01",545,"ガングラティ","LeftToeBase",False,True,0,0,0,0,0,0,0,2,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_01",546,"ガングラティ","LeftWing_02",False,True,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_01",547,"ガングラティ","LeftWing_03",False,True,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_01",548,"ガングラティ","LeftWing_04",False,True,0,0,0,0,-5,0,-5,4,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_01",549,"ガングラティ","RightWing_02",False,True,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_01",550,"ガングラティ","RightWing_03",False,True,0,0,0,0,0,0,-2,3,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_01",551,"ガングラティ","RightWing_04",False,True,0,0,0,0,5,0,-5,4,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_517_01",552,"ガングラティ","Tail_03",False,True,0,0,0,0,0,0,0,1,1,1,1.5,1,1,2,0.5,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_518_00",553,"ジ・アンブレイカブル","Hip",True,False,0,0,0,0,0,0,0,8,0.1,0.1,0.1,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",554,"ジ・アンブレイカブル","Null_Head",True,False,0,0,0,0,0,0,0,3,1,1,1,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0.5
"MO_518_00",555,"ジ・アンブレイカブル","Null_Neck_02",True,False,0,0,0,0,0,0,0,3,1,1,1,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0.5
"MO_518_00",556,"ジ・アンブレイカブル","Null_Neck_03",True,False,0,0,0,0,0,0,0,3,1,1,1,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0.5
"MO_518_00",558,"ジ・アンブレイカブル","L_Arm_02",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",559,"ジ・アンブレイカブル","L_Arm_03",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",560,"ジ・アンブレイカブル","L_Arm_04",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",561,"ジ・アンブレイカブル","L_Arm_05",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",562,"ジ・アンブレイカブル","R_Arm_02",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",563,"ジ・アンブレイカブル","R_Arm_03",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",564,"ジ・アンブレイカブル","R_Arm_04",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",565,"ジ・アンブレイカブル","R_Arm_05",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",566,"ジ・アンブレイカブル","L_Leg_03",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",567,"ジ・アンブレイカブル","L_Leg_04",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",568,"ジ・アンブレイカブル","R_Leg_03",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",569,"ジ・アンブレイカブル","R_Leg_04",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_00",570,"ジ・アンブレイカブル","Hip",True,False,0,0,1,0,0,1,-12,3,2,2,2,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",571,"ジ・アンブレイカブル","Hip",False,True,0,0,0,0,0,0,0,8,0.1,0.1,0.1,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_518_00",572,"ジ・アンブレイカブル","Null_Head",False,True,0,0,0,0,0,0,0,3,1,1,1,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_518_00",573,"ジ・アンブレイカブル","Null_Neck_02",False,True,0,0,0,0,0,0,0,3,1,1,1,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_518_00",574,"ジ・アンブレイカブル","Null_Neck_03",False,True,0,0,0,0,0,0,0,3,1,1,1,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0.5
"MO_518_00",576,"ジ・アンブレイカブル","L_Arm_02",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",577,"ジ・アンブレイカブル","L_Arm_03",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",578,"ジ・アンブレイカブル","L_Arm_04",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",579,"ジ・アンブレイカブル","L_Arm_05",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",580,"ジ・アンブレイカブル","R_Arm_02",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",581,"ジ・アンブレイカブル","R_Arm_03",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",582,"ジ・アンブレイカブル","R_Arm_04",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",583,"ジ・アンブレイカブル","R_Arm_05",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",584,"ジ・アンブレイカブル","L_Leg_03",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",585,"ジ・アンブレイカブル","L_Leg_04",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",586,"ジ・アンブレイカブル","R_Leg_03",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",587,"ジ・アンブレイカブル","R_Leg_04",False,True,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_00",588,"ジ・アンブレイカブル","Hip",False,True,0,0,1,0,0,1,-12,3,2,2,2,1,0.5,0.5,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.2,0
"MO_518_01",589,"ゴッズツローン","Hip",True,False,0,0,0,0,0,0,0,8,0.1,0.1,0.1,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_01",590,"ゴッズツローン","Null_Head",True,False,0,0,0,0,0,0,0,3,1,1,1,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_01",591,"ゴッズツローン","Null_Neck_02",True,False,0,0,0,0,0,0,0,3,1,1,1,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_01",592,"ゴッズツローン","Null_Neck_03",True,False,0,0,0,0,0,0,0,3,1,1,1,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_01",594,"ゴッズツローン","L_Arm_02",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_01",595,"ゴッズツローン","L_Arm_03",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_01",596,"ゴッズツローン","L_Arm_04",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_01",597,"ゴッズツローン","L_Arm_05",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_01",598,"ゴッズツローン","R_Arm_02",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_01",599,"ゴッズツローン","R_Arm_03",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_01",600,"ゴッズツローン","R_Arm_04",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
"MO_518_01",601,"ゴッズツローン","R_Arm_05",True,False,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,0.5,0.5,2,0.5,2,0.2,0.05,0.05,0.05,0.2,0,0,0.5,0.5,0
