// SkillTableId,SkillTableSubId,Level,AwakeningId,SkillId
2072,109000120,1,0,30310
2073,109000120,1,0,1011
2074,109000120,1,0,30112
2075,109000120,3,0,30001
2076,109000120,6,0,1019
2077,109000120,10,0,30006
2078,109000120,13,0,30311
2079,109000120,16,0,30009
2080,109000120,20,0,1003
2081,109000120,25,0,30017
2082,109000120,30,0,1013
2083,109000120,40,0,30045
2084,109000120,50,0,1014
2085,109000120,1,1,1006
2086,109000120,1,2,30062
2087,109000120,1,3,30100
2088,109000120,1,4,30101
2089,109000120,1,5,30121
2090,109000130,1,0,1002
2091,109000130,1,0,30006
2092,109000130,1,0,30008
2093,109000130,3,0,30112
2094,109000130,6,0,1019
2095,109000130,10,0,30060
2096,109000130,13,0,1011
2097,109000130,16,0,30017
2098,109000130,20,0,1013
2099,109000130,25,0,30058
2100,109000130,30,0,1014
2101,109000130,40,0,1012
2102,109000130,50,0,1015
2103,109000130,1,1,1006
2104,109000130,1,2,30062
2105,109000130,1,3,30100
2106,109000130,1,4,30102
2107,109000130,1,5,30121
2108,110000010,1,0,8011
2109,110000010,1,0,8003
2110,110000010,1,0,30000
2111,110000010,3,0,30066
2112,110000010,6,0,8014
2113,110000010,10,0,30107
2114,110000010,13,0,8002
2115,110000010,16,0,30007
2116,110000010,20,0,8004
2117,110000010,25,0,30010
2118,110000010,30,0,8012
2119,110000010,40,0,30112
2120,110000010,50,0,8009
2121,110000010,1,1,30106
2122,110000010,1,2,30054
2123,110000010,1,3,30055
2124,110000010,1,4,30056
2125,110000010,1,5,30063
2126,110000020,1,0,9007
2127,110000020,1,0,9012
2128,110000020,1,0,30066
2129,110000020,3,0,30000
2130,110000020,6,0,9004
2131,110000020,10,0,30107
2132,110000020,13,0,9001
2133,110000020,16,0,30006
2134,110000020,20,0,9005
2135,110000020,25,0,30009
2136,110000020,30,0,9011
2137,110000020,40,0,30108
2138,110000020,50,0,9009
2139,110000020,1,1,30106
2140,110000020,1,2,30100
2141,110000020,1,3,30101
2142,110000020,1,4,30120
2143,110000020,1,5,30121
2144,110000030,1,0,4011
2145,110000030,1,0,4013
2146,110000030,1,0,30066
2147,110000030,3,0,30000
2148,110000030,6,0,4015
2149,110000030,10,0,30001
2150,110000030,13,0,4003
2151,110000030,16,0,30112
2152,110000030,20,0,4004
2153,110000030,25,0,30006
2154,110000030,30,0,4001
2155,110000030,40,0,30009
2156,110000030,50,0,4014
2157,110000030,1,1,30106
2158,110000030,1,2,30062
2159,110000030,1,3,30100
2160,110000030,1,4,30101
2161,110000030,1,5,30056
2162,110000040,1,0,8011
2163,110000040,1,0,30002
2164,110000040,1,0,30000
2165,110000040,3,0,30066
2166,110000040,6,0,8001
2167,110000040,10,0,30304
2168,110000040,13,0,8012
2169,110000040,16,0,30306
2170,110000040,20,0,8004
2171,110000040,25,0,30305
2172,110000040,30,0,8003
2173,110000040,40,0,30307
2174,110000040,50,0,8014
2175,110000040,1,1,30106
2176,110000040,1,2,30063
2177,110000040,1,3,30056
2178,110000040,1,4,30053
2179,110000040,1,5,30065
2180,110000050,1,0,1002
2181,110000050,1,0,30000
2182,110000050,1,0,30066
2183,110000050,3,0,30007
2184,110000050,6,0,1012
2185,110000050,10,0,30010
2186,110000050,13,0,1016
2187,110000050,16,0,30112
2188,110000050,20,0,1015
2189,110000050,25,0,30071
2190,110000050,30,0,1003
2191,110000050,40,0,30072
2192,110000050,50,0,1011
2193,110000050,1,1,30106
2194,110000050,1,2,30056
2195,110000050,1,3,30054
2196,110000050,1,4,30055
2197,110000050,1,5,30063
2198,110000060,1,0,4002
2199,110000060,1,0,30002
2200,110000060,1,0,30066
2201,110000060,3,0,30000
2202,110000060,6,0,4016
2203,110000060,10,0,30021
2204,110000060,13,0,4004
2205,110000060,16,0,30022
2206,110000060,20,0,4017
2207,110000060,25,0,30024
2208,110000060,30,0,4001
2209,110000060,40,0,30005
2210,110000060,50,0,4014
2211,110000060,1,1,30106
2212,110000060,1,2,30063
2213,110000060,1,3,30056
2214,110000060,1,4,30053
2215,110000060,1,5,30065
2216,110000070,1,0,8011
2217,110000070,1,0,8008
2218,110000070,1,0,30000
2219,110000070,3,0,30006
2220,110000070,6,0,8014
2221,110000070,10,0,30008
2222,110000070,13,0,8004
2223,110000070,16,0,30112
2224,110000070,20,0,8001
2225,110000070,25,0,30071
2226,110000070,30,0,8012
2227,110000070,40,0,30072
2228,110000070,50,0,8009
2229,110000070,1,1,30062
2230,110000070,1,2,30100
2231,110000070,1,3,30102
2232,110000070,1,4,30120
2233,110000070,1,5,30121
2234,110000080,1,0,8002
2235,110000080,1,0,8012
2236,110000080,1,0,30000
2237,110000080,3,0,30066
2238,110000080,6,0,8013
2239,110000080,10,0,30107
2240,110000080,13,0,8004
2241,110000080,16,0,30108
2242,110000080,20,0,8008
2243,110000080,25,0,30006
2244,110000080,30,0,8003
2245,110000080,40,0,30009
2246,110000080,50,0,8014
2247,110000080,1,1,30106
2248,110000080,1,2,30100
2249,110000080,1,3,30101
2250,110000080,1,4,30120
2251,110000080,1,5,30121
2252,110000090,1,0,10008
2253,110000090,1,0,30021
2254,110000090,1,0,30002
2255,110000090,3,0,30022
2256,110000090,6,0,10014
2257,110000090,10,0,30024
2258,110000090,13,0,10002
2259,110000090,16,0,30049
2260,110000090,20,0,10005
2261,110000090,25,0,30050
2262,110000090,30,0,10006
2263,110000090,40,0,30052
2264,110000090,50,0,10013
2265,110000090,1,1,10015
2266,110000090,1,2,30056
2267,110000090,1,3,30054
2268,110000090,1,4,30055
2269,110000090,1,5,30065
2270,110000100,1,0,8001
2271,110000100,1,0,8002
2272,110000100,1,0,8011
2273,110000100,3,0,8008
2274,110000100,6,0,8004
2275,110000100,10,0,8012
2276,110000100,13,0,8003
2277,110000100,16,0,8009
2278,110000100,20,0,8013
2279,110000100,25,0,8014
2280,110000100,30,0,30107
2281,110000100,40,0,30006
2282,110000100,50,0,30009
2283,110000100,1,1,8005
2284,110000100,1,2,30100
2285,110000100,1,3,30101
2286,110000100,1,4,30120
2287,110000100,1,5,30121
2288,110000110,1,0,30021
2289,110000110,1,0,30022
2290,110000110,1,0,8004
2291,110000110,3,0,30024
2292,110000110,6,0,8011
2293,110000110,10,0,30002
2294,110000110,13,0,8012
2295,110000110,16,0,30007
2296,110000110,20,0,8014
2297,110000110,25,0,30010
2298,110000110,30,0,30019
2299,110000110,40,0,30020
2300,110000110,50,0,30023
2301,110000110,1,1,8005
2302,110000110,1,2,30056
2303,110000110,1,3,30054
2304,110000110,1,4,30055
2305,110000110,1,5,30053
2306,110000120,1,0,8002
2307,110000120,1,0,30304
2308,110000120,1,0,30306
2309,110000120,3,0,30310
2310,110000120,6,0,8004
2311,110000120,10,0,30001
2312,110000120,13,0,30305
2313,110000120,16,0,30006
2314,110000120,20,0,30307
2315,110000120,25,0,30311
2316,110000120,30,0,8012
2317,110000120,40,0,30009
2318,110000120,50,0,8014
2319,110000120,1,1,8005
2320,110000120,1,2,30062
2321,110000120,1,3,30056
2322,110000120,1,4,30120
2323,110000120,1,5,30121
2324,110000130,1,0,8011
2325,110000130,1,0,8012
2326,110000130,1,0,8009
2327,110000130,3,0,30006
2328,110000130,6,0,8004
2329,110000130,10,0,30008
2330,110000130,13,0,8002
2331,110000130,16,0,30014
2332,110000130,20,0,8014
2333,110000130,25,0,30015
2334,110000130,30,0,8003
2335,110000130,40,0,30017
2336,110000130,50,0,8013
2337,110000130,1,1,8005
2338,110000130,1,2,30100
2339,110000130,1,3,30102
2340,110000130,1,4,30120
2341,110000130,1,5,30121
2342,106000140,1,0,4011
2343,106000140,1,0,30401
2344,106000140,1,0,30067
2345,106000140,3,0,30402
2346,106000140,6,0,4004
2347,106000140,10,0,30403
2348,106000140,13,0,4013
2349,106000140,16,0,30404
2350,106000140,20,0,4014
2351,106000140,25,0,30007
2352,106000140,30,0,30405
2353,106000140,40,0,30010
2354,106000140,50,0,30406
2355,106000140,1,1,4005
2356,106000140,1,2,30104
2357,106000140,1,3,30105
2358,106000140,1,4,30054
2359,106000140,1,5,30055
2360,104000150,1,0,12006
2361,104000150,1,0,12004
2362,104000150,1,0,30007
2363,104000150,3,0,30115
2364,104000150,6,0,12010
2365,104000150,10,0,30010
2366,104000150,13,0,12009
2367,104000150,16,0,30002
2368,104000150,20,0,12008
2369,104000150,25,0,30019
2370,104000150,30,0,12007
2371,104000150,40,0,30021
2372,104000150,50,0,30024
2373,104000150,1,1,12011
2374,104000150,1,2,30111
2375,104000150,1,3,30056
2376,104000150,1,4,30054
2377,104000150,1,5,30055
2378,110000140,1,0,8011
2379,110000140,1,0,8008
2380,110000140,1,0,30007
2381,110000140,3,0,30060
2382,110000140,6,0,8004
2383,110000140,10,0,30010
2384,110000140,13,0,8013
2385,110000140,16,0,30058
2386,110000140,20,0,8001
2387,110000140,25,0,30057
2388,110000140,30,0,8012
2389,110000140,40,0,30059
2390,110000140,50,0,8014
2391,110000140,1,1,8005
2392,110000140,1,2,30104
2393,110000140,1,3,30105
2394,110000140,1,4,30054
2395,110000140,1,5,30055
2396,102000160,1,0,3001
2397,102000160,1,0,30004
2398,102000160,1,0,3005
2399,102000160,3,0,30006
2400,102000160,6,0,3003
2401,102000160,10,0,30009
2402,102000160,13,0,3004
2403,102000160,16,0,30302
2404,102000160,20,0,30308
2405,102000160,25,0,3007
2406,102000160,30,0,30112
2407,102000160,40,0,30303
2408,102000160,50,0,30309
2409,102000160,1,1,3006
2410,102000160,1,2,30062
2411,102000160,1,3,30056
2412,102000160,1,4,30114
2413,102000160,1,5,30065
2414,109000140,1,0,1011
2415,109000140,1,0,30007
2416,109000140,1,0,1019
2417,109000140,3,0,30010
2418,109000140,6,0,1014
2419,109000140,10,0,30002
2420,109000140,13,0,30310
2421,109000140,16,0,30071
2422,109000140,20,0,1013
2423,109000140,25,0,30024
2424,109000140,30,0,30072
2425,109000140,40,0,30052
2426,109000140,50,0,30311
2427,109000140,1,1,1006
2428,109000140,1,2,30056
2429,109000140,1,3,30063
2430,109000140,1,4,30054
2431,109000140,1,5,30055
2432,104000140,1,0,14001
2433,104000140,1,0,14004
2434,104000140,1,0,30134
2435,104000140,3,0,30115
2436,104000140,6,0,14008
2437,104000140,10,0,30006
2438,104000140,13,0,14002
2439,104000140,16,0,30000
2440,104000140,20,0,14003
2441,104000140,25,0,30009
2442,104000140,30,0,14005
2443,104000140,40,0,30060
2444,104000140,50,0,14006
2445,104000140,1,1,14009
2446,104000140,1,2,30111
2447,104000140,1,3,30120
2448,104000140,1,4,30121
2449,104000140,1,5,30114
2450,102000170,1,0,3018
2451,102000170,1,0,30013
2452,102000170,1,0,3017
2453,102000170,3,0,30112
2454,102000170,6,0,3003
2455,102000170,10,0,30107
2456,102000170,13,0,3007
2457,102000170,16,0,30006
2458,102000170,20,0,3013
2459,102000170,25,0,30041
2460,102000170,30,0,3004
2461,102000170,40,0,30009
2462,102000170,50,0,30108
2463,102000170,1,1,3019
2464,102000170,1,2,30056
2465,102000170,1,3,30120
2466,102000170,1,4,30121
2467,102000170,1,5,30114
2468,103000150,1,0,1021
2469,103000150,1,0,1003
2470,103000150,1,0,1020
2471,103000150,3,0,30302
2472,103000150,6,0,30303
2473,103000150,10,0,30001
2474,103000150,13,0,30013
2475,103000150,16,0,30041
2476,103000150,20,0,30304
2477,103000150,25,0,30306
2478,103000150,30,0,30305
2479,103000150,40,0,30307
2480,103000150,50,0,1014
2481,103000150,1,1,1022
2482,103000150,1,2,30062
2483,103000150,1,3,30056
2484,103000150,1,4,30120
2485,103000150,1,5,30121
2486,104000160,1,0,14010
2487,104000160,1,0,14002
2488,104000160,1,0,14007
2489,104000160,3,0,30134
2490,104000160,6,0,14004
2491,104000160,10,0,30115
2492,104000160,13,0,30013
2493,104000160,16,0,14003
2494,104000160,20,0,30006
2495,104000160,25,0,14005
2496,104000160,30,0,30041
2497,104000160,40,0,14001
2498,104000160,50,0,30009
2499,104000160,1,1,14011
2500,104000160,1,2,30111
2501,104000160,1,3,30120
2502,104000160,1,4,30121
2503,104000160,1,5,30114
2504,101000160,1,0,1017
2505,101000160,1,0,1018
2506,101000160,1,0,1016
2507,101000160,3,0,30006
2508,101000160,6,0,1014
2509,101000160,10,0,30008
2510,101000160,13,0,1012
2511,101000160,16,0,1011
2512,101000160,20,0,1003
2513,101000160,25,0,30054
2514,101000160,30,0,1002
2515,101000160,40,0,30055
2516,101000160,50,0,1015
2517,101000160,1,1,1005
2518,101000160,1,2,30100
2519,101000160,1,3,30102
2520,101000160,1,4,30120
2521,101000160,1,5,30121
2522,102000180,1,0,30302
2523,102000180,1,0,30303
2524,102000180,1,0,3005
2525,102000180,3,0,30308
2526,102000180,6,0,30309
2527,102000180,10,0,30300
2528,102000180,13,0,30304
2529,102000180,16,0,30306
2530,102000180,20,0,30310
2531,102000180,25,0,30301
2532,102000180,30,0,30305
2533,102000180,40,0,30307
2534,102000180,50,0,30311
2535,102000180,1,1,3006
2536,102000180,1,2,30062
2537,102000180,1,3,30114
2538,102000180,1,4,30120
2539,102000180,1,5,30121
2540,101000150,1,0,1009
2541,101000150,1,0,30107
2542,101000150,1,0,1003
2543,101000150,3,0,30112
2544,101000150,6,0,1016
2545,101000150,10,0,30006
2546,101000150,13,0,1014
2547,101000150,16,0,30009
2548,101000150,20,0,1001
2549,101000150,25,0,30108
2550,101000150,30,0,1011
2551,101000150,40,0,1012
2552,101000150,50,0,1015
2553,101000150,1,1,1005
2554,101000150,1,2,30100
2555,101000150,1,3,30101
2556,101000150,1,4,30120
2557,101000150,1,5,30121
2558,103000140,1,0,1002
2559,103000140,1,0,30002
2560,103000140,1,0,1013
2561,103000140,3,0,30007
2562,103000140,6,0,1019
2563,103000140,10,0,30010
2564,103000140,13,0,30304
2565,103000140,16,0,30021
2566,103000140,20,0,30306
2567,103000140,25,0,30022
2568,103000140,30,0,30305
2569,103000140,40,0,30307
2570,103000140,50,0,1014
2571,103000140,1,1,1005
2572,103000140,1,2,30063
2573,103000140,1,3,30056
2574,103000140,1,4,30065
2575,103000140,1,5,30053
2576,102000150,1,0,3001
2577,102000150,1,0,30112
2578,102000150,1,0,3003
2579,102000150,3,0,30107
2580,102000150,6,0,3005
2581,102000150,10,0,30006
2582,102000150,13,0,3004
2583,102000150,16,0,30009
2584,102000150,20,0,3011
2585,102000150,25,0,3002
2586,102000150,30,0,3014
2587,102000150,40,0,3007
2588,102000150,50,0,30108
2589,102000150,1,1,3015
2590,102000150,1,2,30056
2591,102000150,1,3,30120
2592,102000150,1,4,30121
2593,102000150,1,5,30114
2594,106000150,1,0,30400
2595,106000150,1,0,30407
2596,106000150,1,0,4004
2597,106000150,3,0,30006
2598,106000150,6,0,4015
2599,106000150,10,0,30008
2600,106000150,13,0,4011
2601,106000150,16,0,30069
2602,106000150,20,0,4013
2603,106000150,25,0,30057
2604,106000150,30,0,30405
2605,106000150,40,0,30058
2606,106000150,50,0,30406
2607,106000150,1,1,4005
2608,106000150,1,2,30100
2609,106000150,1,3,30102
2610,106000150,1,4,30120
2611,106000150,1,5,30121
2612,101000170,1,0,2002
2613,101000170,1,0,2015
2614,101000170,1,0,2004
2615,101000170,3,0,30006
2616,101000170,6,0,2001
2617,101000170,10,0,30009
2618,101000170,13,0,2010
2619,101000170,16,0,30107
2620,101000170,20,0,2011
2621,101000170,25,0,30112
2622,101000170,30,0,2013
2623,101000170,40,0,30108
2624,101000170,50,0,2014
2625,101000170,1,1,2005
2626,101000170,1,2,30100
2627,101000170,1,3,30101
2628,101000170,1,4,30120
2629,101000170,1,5,30121
2630,101000180,1,0,2012
2631,101000180,1,0,30110
2632,101000180,1,0,2004
2633,101000180,3,0,30107
2634,101000180,6,0,2002
2635,101000180,10,0,30112
2636,101000180,13,0,2001
2637,101000180,16,0,30108
2638,101000180,20,0,2015
2639,101000180,25,0,30009
2640,101000180,30,0,2013
2641,101000180,40,0,30011
2642,101000180,50,0,2014
2643,101000180,1,1,2005
2644,101000180,1,2,30062
2645,101000180,1,3,30101
2646,101000180,1,4,30103
2647,101000180,1,5,30109
2648,104000170,1,0,14001
2649,104000170,1,0,30000
2650,104000170,1,0,14003
2651,104000170,3,0,30115
2652,104000170,6,0,14002
2653,104000170,10,0,30134
2654,104000170,13,0,14008
2655,104000170,16,0,30006
2656,104000170,20,0,14004
2657,104000170,25,0,30008
2658,104000170,30,0,14005
2659,104000170,40,0,30315
2660,104000170,50,0,14006
2661,104000170,1,1,30100
2662,104000170,1,2,30102
2663,104000170,1,3,30120
2664,104000170,1,4,30121
2665,104000170,1,5,30114
2666,104000180,1,0,14002
2667,104000180,1,0,14012
2668,104000180,1,0,14005
2669,104000180,3,0,30134
2670,104000180,6,0,14008
2671,104000180,10,0,30315
2672,104000180,13,0,14004
2673,104000180,16,0,30115
2674,104000180,20,0,14001
2675,104000180,25,0,14003
2676,104000180,30,0,14013
2677,104000180,40,0,30316
2678,104000180,50,0,14006
2679,104000180,1,1,14009
2680,104000180,1,2,30111
2681,104000180,1,3,30120
2682,104000180,1,4,30121
2683,104000180,1,5,30114
2684,104000190,1,0,30134
2685,104000190,1,0,14003
2686,104000190,1,0,14008
2687,104000190,3,0,30315
2688,104000190,6,0,14002
2689,104000190,10,0,30115
2690,104000190,13,0,14001
2691,104000190,16,0,30006
2692,104000190,20,0,14004
2693,104000190,25,0,30008
2694,104000190,30,0,14006
2695,104000190,40,0,14013
2696,104000190,50,0,14005
2697,104000190,1,1,14009
2698,104000190,1,2,30111
2699,104000190,1,3,30120
2700,104000190,1,4,30121
2701,104000190,1,5,30114
2702,103000160,1,0,30006
2703,103000160,1,0,30008
2704,103000160,1,0,1019
2705,103000160,3,0,30014
2706,103000160,6,0,1009
2707,103000160,10,0,30015
2708,103000160,13,0,1003
2709,103000160,16,0,30316
2710,103000160,20,0,1014
2711,103000160,25,0,30112
2712,103000160,30,0,1011
2713,103000160,40,0,1015
2714,103000160,50,0,1013
2715,103000160,1,1,1005
2716,103000160,1,2,30100
2717,103000160,1,3,30102
2718,103000160,1,4,30120
2719,103000160,1,5,30121
2720,105000140,1,0,10008
2721,105000140,1,0,10016
2722,105000140,1,0,10014
2723,105000140,3,0,30006
2724,105000140,6,0,10006
2725,105000140,10,0,10003
2726,105000140,13,0,10002
2727,105000140,16,0,30008
2728,105000140,20,0,10001
2729,105000140,25,0,10005
2730,105000140,30,0,10012
2731,105000140,40,0,10004
2732,105000140,50,0,10017
2733,105000140,1,1,10015
2734,105000140,1,2,30100
2735,105000140,1,3,30102
2736,105000140,1,4,30120
2737,105000140,1,5,30121
2738,102000190,1,0,1011
2739,102000190,1,0,30024
2740,102000190,1,0,1019
2741,102000190,3,0,30004
2742,102000190,6,0,1014
2743,102000190,10,0,30020
2744,102000190,13,0,1002
2745,102000190,16,0,30023
2746,102000190,20,0,1003
2747,102000190,25,0,30310
2748,102000190,30,0,1013
2749,102000190,40,0,30303
2750,102000190,50,0,30309
2751,102000190,1,1,1006
2752,102000190,1,2,30056
2753,102000190,1,3,30053
2754,102000190,1,4,30063
2755,102000190,1,5,30065
2756,109000150,1,0,3011
2757,109000150,1,0,30013
2758,109000150,1,0,3005
2759,109000150,3,0,30017
2760,109000150,6,0,3002
2761,109000150,10,0,30016
2762,109000150,13,0,3004
2763,109000150,16,0,30310
2764,109000150,20,0,3007
2765,109000150,25,0,3003
2766,109000150,30,0,30303
2767,109000150,40,0,3013
2768,109000150,50,0,30309
2769,109000150,1,1,3006
2770,109000150,1,2,30062
2771,109000150,1,3,30120
2772,109000150,1,4,30121
2773,109000150,1,5,30114
2774,101000190,1,0,1009
2775,101000190,1,0,30316
2776,101000190,1,0,1016
2777,101000190,3,0,30112
2778,101000190,6,0,1014
2779,101000190,10,0,30107
2780,101000190,13,0,1012
2781,101000190,16,0,1003
2782,101000190,20,0,1001
2783,101000190,25,0,30108
2784,101000190,30,0,1002
2785,101000190,40,0,1011
2786,101000190,50,0,1015
2787,101000190,1,1,1005
2788,101000190,1,2,30062
2789,101000190,1,3,30106
2790,101000190,1,4,30120
2791,101000190,1,5,30121
2792,110000150,1,0,8012
2793,110000150,1,0,30057
2794,110000150,1,0,8004
2795,110000150,3,0,30059
2796,110000150,6,0,8011
2797,110000150,10,0,30107
2798,110000150,13,0,8014
2799,110000150,16,0,30060
2800,110000150,20,0,8009
2801,110000150,25,0,30058
2802,110000150,30,0,8013
2803,110000150,40,0,30108
2804,110000150,50,0,30112
2805,110000150,1,1,8005
2806,110000150,1,2,30056
2807,110000150,1,3,30062
2808,110000150,1,4,30120
2809,110000150,1,5,30121
2810,111000010,1,0,1031
2811,111000010,1,0,1029
2812,111000010,1,0,1036
2813,111000010,3,0,30006
2814,111000010,6,0,1032
2815,111000010,10,0,30015
2816,111000010,13,0,1027
2817,111000010,16,0,30016
2818,111000010,20,0,1030
2819,111000010,25,0,30012
2820,111000010,30,0,1034
2821,111000010,40,0,30008
2822,111000010,50,0,1035
2823,111000010,1,1,30062
2824,111000010,1,2,30100
2825,111000010,1,3,30102
2826,111000010,1,4,30120
2827,111000010,1,5,30121
2828,111000020,1,0,30112
2829,111000020,1,0,30002
2830,111000020,1,0,1036
2831,111000020,3,0,30007
2832,111000020,6,0,1029
2833,111000020,10,0,30010
2834,111000020,13,0,1027
2835,111000020,16,0,30005
2836,111000020,20,0,1033
2837,111000020,25,0,30022
2838,111000020,30,0,1030
2839,111000020,40,0,30023
2840,111000020,50,0,30019
2841,111000020,1,1,30063
2842,111000020,1,2,30104
2843,111000020,1,3,30105
2844,111000020,1,4,30056
2845,111000020,1,5,30065
2846,111000030,1,0,1029
2847,111000030,1,0,30112
2848,111000030,1,0,1034
2849,111000030,3,0,30323
2850,111000030,6,0,1031
2851,111000030,10,0,30006
2852,111000030,13,0,1027
2853,111000030,16,0,30329
2854,111000030,20,0,1032
2855,111000030,25,0,30009
2856,111000030,30,0,1030
2857,111000030,40,0,30001
2858,111000030,50,0,1035
2859,111000030,1,1,30062
2860,111000030,1,2,30100
2861,111000030,1,3,30101
2862,111000030,1,4,30120
2863,111000030,1,5,30121
2864,111000040,1,0,1031
2865,111000040,1,0,30110
2866,111000040,1,0,1036
2867,111000040,3,0,30001
2868,111000040,6,0,1027
2869,111000040,10,0,30112
2870,111000040,13,0,1029
2871,111000040,16,0,30009
2872,111000040,20,0,1033
2873,111000040,25,0,30011
2874,111000040,30,0,1032
2875,111000040,40,0,1030
2876,111000040,50,0,1034
2877,111000040,1,1,1028
2878,111000040,1,2,30062
2879,111000040,1,3,30064
2880,111000040,1,4,30101
2881,111000040,1,5,30103
2882,111000050,1,0,1029
2883,111000050,1,0,1033
2884,111000050,1,0,1034
2885,111000050,3,0,1031
2886,111000050,6,0,1027
2887,111000050,10,0,1032
2888,111000050,13,0,1035
2889,111000050,16,0,1030
2890,111000050,20,0,30006
2891,111000050,25,0,30008
2892,111000050,30,0,1036
2893,111000050,40,0,30015
2894,111000050,50,0,30016
2895,111000050,1,1,1028
2896,111000050,1,2,30100
2897,111000050,1,3,30102
2898,111000050,1,4,30120
2899,111000050,1,5,30121
2900,111000060,1,0,1029
2901,111000060,1,0,1031
2902,111000060,1,0,1027
2903,111000060,3,0,30001
2904,111000060,6,0,1036
2905,111000060,10,0,30112
2906,111000060,13,0,1032
2907,111000060,16,0,30329
2908,111000060,20,0,1030
2909,111000060,25,0,30330
2910,111000060,30,0,1035
2911,111000060,40,0,30326
2912,111000060,50,0,1034
2913,111000060,1,1,1028
2914,111000060,1,2,30062
2915,111000060,1,3,30056
2916,111000060,1,4,30120
2917,111000060,1,5,30121
2918,111000070,1,0,1031
2919,111000070,1,0,1036
2920,111000070,1,0,30323
2921,111000070,3,0,30329
2922,111000070,6,0,1027
2923,111000070,10,0,30324
2924,111000070,13,0,30330
2925,111000070,16,0,1032
2926,111000070,20,0,30320
2927,111000070,25,0,30326
2928,111000070,30,0,1035
2929,111000070,40,0,30001
2930,111000070,50,0,1030
2931,111000070,1,1,1028
2932,111000070,1,2,30062
2933,111000070,1,3,30056
2934,111000070,1,4,30120
2935,111000070,1,5,30121
2936,111000080,1,0,1029
2937,111000080,1,0,1034
2938,111000080,1,0,1027
2939,111000080,3,0,30015
2940,111000080,6,0,1036
2941,111000080,10,0,30016
2942,111000080,13,0,1035
2943,111000080,16,0,30012
2944,111000080,20,0,30006
2945,111000080,25,0,30013
2946,111000080,30,0,30008
2947,111000080,40,0,30014
2948,111000080,50,0,30017
2949,111000080,1,1,1028
2950,111000080,1,2,30100
2951,111000080,1,3,30101
2952,111000080,1,4,30120
2953,111000080,1,5,30121
2954,112000010,1,0,9001
2955,112000010,1,0,9011
2956,112000010,1,0,9009
2957,112000010,3,0,30013
2958,112000010,6,0,9007
2959,112000010,10,0,30001
2960,112000010,13,0,9005
2961,112000010,16,0,30014
2962,112000010,20,0,9012
2963,112000010,25,0,30006
2964,112000010,30,0,9003
2965,112000010,40,0,30009
2966,112000010,50,0,9004
2967,112000010,1,1,30056
2968,112000010,1,2,30100
2969,112000010,1,3,30101
2970,112000010,1,4,30120
2971,112000010,1,5,30121
2972,112000020,1,0,1026
2973,112000020,1,0,30327
2974,112000020,1,0,30013
2975,112000020,3,0,30014
2976,112000020,6,0,1025
2977,112000020,10,0,30017
2978,112000020,13,0,1023
2979,112000020,16,0,30006
2980,112000020,20,0,1033
2981,112000020,25,0,30008
2982,112000020,30,0,1011
2983,112000020,40,0,1014
2984,112000020,50,0,30328
2985,112000020,1,1,30062
2986,112000020,1,2,30100
2987,112000020,1,3,30102
2988,112000020,1,4,30120
2989,112000020,1,5,30121
2990,112000030,1,0,1026
2991,112000030,1,0,1009
2992,112000030,1,0,1025
2993,112000030,3,0,30112
2994,112000030,6,0,1002
2995,112000030,10,0,30321
2996,112000030,13,0,1023
2997,112000030,16,0,30001
2998,112000030,20,0,1033
2999,112000030,25,0,30322
3000,112000030,30,0,30006
3001,112000030,40,0,30009
3002,112000030,50,0,1015
3003,112000030,1,1,30056
3004,112000030,1,2,30100
3005,112000030,1,3,30101
3006,112000030,1,4,30120
3007,112000030,1,5,30121
3008,112000040,1,0,1026
3009,112000040,1,0,30112
3010,112000040,1,0,30327
3011,112000040,3,0,1025
3012,112000040,6,0,1023
3013,112000040,10,0,30006
3014,112000040,13,0,1033
3015,112000040,16,0,30009
3016,112000040,20,0,30328
3017,112000040,25,0,30001
3018,112000040,30,0,30331
3019,112000040,40,0,30013
3020,112000040,50,0,1014
3021,112000040,1,1,1024
3022,112000040,1,2,30062
3023,112000040,1,3,30056
3024,112000040,1,4,30120
3025,112000040,1,5,30121
3026,112000050,1,0,1026
3027,112000050,1,0,30112
3028,112000050,1,0,1025
3029,112000050,3,0,30006
3030,112000050,6,0,1023
3031,112000050,10,0,30321
3032,112000050,13,0,1002
3033,112000050,16,0,30322
3034,112000050,20,0,1033
3035,112000050,25,0,30325
3036,112000050,30,0,1011
3037,112000050,40,0,30008
3038,112000050,50,0,1014
3039,112000050,1,1,1024
3040,112000050,1,2,30100
3041,112000050,1,3,30102
3042,112000050,1,4,30120
3043,112000050,1,5,30121
3044,112000060,1,0,1025
3045,112000060,1,0,30327
3046,112000060,1,0,1023
3047,112000060,3,0,30020
3048,112000060,6,0,1026
3049,112000060,10,0,30021
3050,112000060,13,0,1014
3051,112000060,16,0,30024
3052,112000060,20,0,1033
3053,112000060,25,0,30002
3054,112000060,30,0,30328
3055,112000060,40,0,30007
3056,112000060,50,0,30010
3057,112000060,1,1,1024
3058,112000060,1,2,30056
3059,112000060,1,3,30053
3060,112000060,1,4,30054
3061,112000060,1,5,30055
3062,112000070,1,0,30112
3063,112000070,1,0,1025
3064,112000070,1,0,1033
3065,112000070,3,0,30321
3066,112000070,6,0,1023
3067,112000070,10,0,30322
3068,112000070,13,0,1026
