// MonsterActionId,Name,UnitId,Slot,UsableLv,UseCount,NotAngry,IsAngry,CanSealed,MultiPlayOnly,AngleMin,AngleMax,RangeMin,RangeMax,AttackTime,DelayTime,CoolTime,State,SubState
1026,"スコル攻撃6_遠吠え",15150100,7,1,-1,True,False,True,False,0,360,8,40,0.1,0,10,"Action.08","MO_515_01_ACT_06"
1027,"スコル攻撃8_左前足引っ掻き2",15150100,8,1,-1,False,True,True,False,-5,90,0,12,0.1,2,12,"Action.09","MO_515_01_ACT_08"
1028,"スコル_攻撃10_バックステップ",15150100,9,1,-1,True,False,False,False,-30,30,0,10,0.1,0,2,"Action.10","MO_515_01_ACT_10"
1029,"スコル攻撃11_左前足引っ掻き",15150100,10,1,-1,True,False,True,False,-90,5,0,12,0.1,0,6,"Action.11","MO_515_01_ACT_11"
1030,"スコル_攻撃12_バックステップ2",15150100,11,1,-1,False,True,False,False,-90,90,0,10,0.1,1,2,"Action.12","MO_515_01_ACT_12"
1031,"スコル攻撃13_噛みつき逆",15150100,12,1,-1,True,False,True,False,-90,5,0,12,0.1,0,14,"Action.13","MO_515_01_ACT_13"
1032,"スコル_攻撃14_右旋回",15150100,13,1,-1,True,False,False,False,30,180,0,10,0.1,0,5,"Action.14","MO_515_01_ACT_14"
1033,"スコル_攻撃15_左旋回",15150100,14,1,-1,True,False,False,False,-180,-30,0,10,0.1,0,5,"Action.15","MO_515_01_ACT_15"
1035,"スコル攻撃17_噛みつき毒",15150100,16,1,-1,False,True,True,False,-90,5,0,12,0.1,2,12,"Action.17","MO_515_01_ACT_17"
1036,"スコル攻撃18_噛みつき逆毒",15150100,17,1,-1,False,True,True,False,-180,-30,0,10,0.1,4,14,"Action.18","MO_515_01_ACT_18"
1037,"スコル_攻撃19_右旋回",15150100,18,1,-1,False,True,False,False,30,180,0,12,0.1,2,12,"Action.19","MO_515_01_ACT_19"
1038,"スコル_攻撃20_左旋回",15150100,19,1,-1,False,True,False,False,-180,-30,0,10,0.1,4,14,"Action.20","MO_515_01_ACT_20"
1039,"スコル攻撃21_召喚",15150100,20,10,5,False,True,True,False,0,360,0,8,0,0,30,"Action.21","MO_515_01_ACT_21"
1040,"スコル攻撃22_突進（ショート）",15150100,21,1,-1,True,True,False,False,-20,20,8,80,0.1,0,10,"Action.22","MO_515_01_ACT_22"
1041,"スコル攻撃23_毒吐き",15150100,22,1,-1,True,True,True,False,-90,90,0,15,0.05,0,5,"Action.23","MO_515_01_ACT_23"
1042,"スコル攻撃24_反転",15150100,23,1,-1,True,True,False,False,0,360,10,100,0,0,2,"Action.24","MO_515_01_ACT_24"
1043,"スコル攻撃25_マルチ吹き飛ばし",15150100,24,1,-1,True,True,False,True,0,360,0,10,0,10,30,"Action.25","MO_515_01_ACT_25"
1044,"スコル攻撃26_弾幕始動用",15150100,25,1,-1,True,True,True,False,-90,90,10,40,0,0,10,"Action.26","MO_515_01_ACT_26"
1045,"スコル攻撃27_弾幕発射",15150100,26,1,-1,True,True,True,False,0,0,0,0,0,0,0,"Action.27","MO_515_01_ACT_27"
1046,"スコル攻撃28_弾幕発射2",15150100,27,1,-1,True,True,True,False,0,0,0,0,0,0,0,"Action.28","MO_515_01_ACT_28"
1048,"ハティパピー攻撃2_右前足引っ掻き",15150200,1,1,-1,True,True,False,False,-5,90,0,12,0.1,6,6,"Action.02","MO_515_02_ACT_02"
1049,"ハティパピー攻撃3_噛みつき",15150200,2,1,-1,True,True,False,False,-5,90,0,12,0.1,4,4,"Action.03","MO_515_02_ACT_03"
1056,"ハティパピー_攻撃10_バックステップ",15150200,9,1,-1,True,True,False,False,-30,30,0,10,0.1,10,2,"Action.10","MO_515_02_ACT_10"
1057,"ハティパピー攻撃11_左前足引っ掻き",15150200,10,1,-1,True,True,False,False,-90,5,0,12,0.1,6,6,"Action.11","MO_515_02_ACT_11"
1060,"ハティパピー_攻撃14_右旋回",15150200,13,1,-1,True,True,False,False,30,180,0,10,0.1,5,5,"Action.14","MO_515_02_ACT_14"
1061,"ハティパピー_攻撃15_左旋回",15150200,14,1,-1,True,True,False,False,-180,-30,0,10,0.1,5,5,"Action.15","MO_515_02_ACT_15"
1062,"ハティパピー攻撃16_遠吠え2（バフ付き）",15150200,15,1,-1,True,True,True,False,0,360,0,10,0.1,5,15,"Action.16","MO_515_02_ACT_16"
1068,"ハティパピー攻撃22_突進（ショート）",15150200,21,1,-1,True,True,False,False,-20,20,8,30,0.1,0,10,"Action.22","MO_515_02_ACT_22"
1070,"スコルパピー攻撃2_右前足引っ掻き",15150300,1,1,-1,True,True,False,False,-5,90,0,12,0.1,6,6,"Action.02","MO_515_03_ACT_02"
1071,"スコルパピー攻撃3_噛みつき",15150300,2,1,-1,True,True,False,False,-5,90,0,12,0.1,4,4,"Action.03","MO_515_03_ACT_03"
1078,"スコルパピー_攻撃10_バックステップ",15150300,9,1,-1,True,True,False,False,-30,30,0,10,0.1,10,2,"Action.10","MO_515_03_ACT_10"
1079,"スコルパピー攻撃11_左前足引っ掻き",15150300,10,1,-1,True,True,False,False,-90,5,0,12,0.1,6,6,"Action.11","MO_515_03_ACT_11"
1082,"スコルパピー_攻撃14_右旋回",15150300,13,1,-1,True,True,False,False,30,180,0,10,0.1,5,5,"Action.14","MO_515_03_ACT_14"
1083,"スコルパピー_攻撃15_左旋回",15150300,14,1,-1,True,True,False,False,-180,-30,0,10,0.1,5,5,"Action.15","MO_515_03_ACT_15"
1090,"スコルパピー攻撃22_突進（ショート）",15150300,21,1,-1,True,True,False,False,-20,20,8,30,0.1,0,10,"Action.22","MO_515_03_ACT_22"
1091,"ガングレト攻撃1_滑空",15170000,0,1,-1,False,True,False,False,-25,25,15,30,0.1,8,16,"Action.01","MO_517_00_ACT_01"
1092,"ガングレト攻撃2_キック突進",15170000,1,1,-1,False,True,False,False,-20,20,12,30,0.1,5,13,"Action.02","MO_517_00_ACT_02"
1093,"ガングレト攻撃3_羽ばたきキック",15170000,2,1,-1,True,False,False,False,-60,60,0,8,0.1,0,4,"Action.03","MO_517_00_ACT_03"
1094,"ガングレト攻撃4_後方宙返り1",15170000,3,1,-1,True,True,True,False,-90,90,6,50,0.1,20,4,"Action.04","MO_517_00_ACT_04"
1095,"ガングレト攻撃6_風攻撃",15170000,5,70,-1,False,True,True,False,-60,60,0,20,0.01,0,10,"Action.06","MO_517_00_ACT_06"
1096,"ガングレト攻撃7_羽ばたき水晶散弾",15170000,6,1,-1,False,True,True,False,-20,20,1,20,0.1,15,15,"Action.07","MO_517_00_ACT_07"
1097,"ガングレト攻撃8_爆発",15170000,7,1,-1,False,True,True,False,0,360,0,5,0.5,25,30,"Action.08","MO_517_00_ACT_08"
1098,"ガングレト攻撃9_バック",15170000,8,1,-1,True,True,False,False,-60,60,0,50,0.3,3,11,"Action.09","MO_517_00_ACT_09"
1099,"ガングレト攻撃10_滑空2（ショート）",15170000,9,1,-1,False,True,True,False,-25,25,3,10,0.5,3,11,"Action.10","MO_517_00_ACT_10"
1100,"ガングレト攻撃11_キック突進2（ショート）",15170000,10,1,-1,True,True,True,False,-20,20,0,10,0.1,3,2,"Action.11","MO_517_00_ACT_11"
1101,"ガングレト攻撃12_羽ばたきキック_ロング",15170000,11,1,-1,False,True,False,False,-20,20,8,15,0.1,1,10,"Action.12","MO_517_00_ACT_12"
1102,"ガングレト攻撃13_羽ばたきキック2",15170000,12,1,-1,False,True,False,False,-60,60,0,8,0.1,2,10,"Action.13","MO_517_00_ACT_13"
1103,"ガングレト攻撃14_自己回復",15170000,13,1,1,False,True,False,False,0,360,0,10,0,120,120,"Action.14","MO_517_00_ACT_14"
1105,"ガングレト攻撃16_左旋回",15170000,15,1,-1,True,True,False,False,-180,20,0,50,0.3,0,4,"Action.16","MO_517_00_ACT_16"
1106,"ガングレト攻撃17_右旋回",15170000,16,1,-1,True,True,False,False,-20,180,0,50,0.3,0,4,"Action.17","MO_517_00_ACT_17"
1107,"ガングレト攻撃18_マルチ吹き飛ばし",15170000,17,1,-1,True,True,False,True,0,360,0,10,0,10,30,"Action.18","MO_517_00_ACT_18"
1108,"ガングラティ攻撃1_滑空",15170100,0,1,-1,False,True,False,False,-25,25,15,30,0.1,8,16,"Action.01","MO_517_01_ACT_01"
1109,"ガングラティ攻撃2_キック突進",15170100,1,1,-1,False,True,False,False,-20,20,12,30,0.1,5,13,"Action.02","MO_517_01_ACT_02"
1110,"ガングラティ攻撃3_羽ばたきキック",15170100,2,1,-1,True,False,False,False,-60,60,0,8,0.1,0,4,"Action.03","MO_517_01_ACT_03"
1111,"ガングラティ攻撃4_後方宙返り1",15170100,3,1,-1,True,True,True,False,-90,90,6,50,0.1,20,4,"Action.04","MO_517_01_ACT_04"
1112,"ガングラティ攻撃7_羽ばたき水晶散弾",15170100,6,1,-1,True,True,True,False,-20,20,1,20,0.1,15,15,"Action.07","MO_517_01_ACT_07"
1113,"ガングラティ攻撃8_爆発",15170100,7,1,-1,False,True,True,False,0,360,0,5,0.5,25,30,"Action.08","MO_517_01_ACT_08"
1114,"ガングラティ攻撃9_バック",15170100,8,1,-1,True,True,False,False,-60,60,0,50,0.3,3,11,"Action.09","MO_517_01_ACT_09"
1115,"ガングラティ攻撃10_滑空2（ショート）",15170100,9,1,-1,False,True,True,False,-25,25,3,10,0.5,3,11,"Action.10","MO_517_01_ACT_10"
1116,"ガングラティ攻撃11_キック突進2（ショート）",15170100,10,1,-1,True,True,True,False,-20,20,0,10,0.1,3,2,"Action.11","MO_517_01_ACT_11"
1117,"ガングラティ攻撃12_羽ばたきキック_ロング",15170100,11,1,-1,False,True,False,False,-20,20,8,15,0.1,1,10,"Action.12","MO_517_01_ACT_12"
1118,"ガングラティ攻撃13_羽ばたきキック2",15170100,12,1,-1,False,True,False,False,-60,60,0,8,0.1,2,10,"Action.13","MO_517_01_ACT_13"
1119,"ガングラティ攻撃14_自己回復",15170100,13,1,-1,False,True,False,False,0,360,0,10,0,120,120,"Action.14","MO_517_01_ACT_14"
1120,"ガングラティ攻撃15_羽ばたき誘導弾",15170100,14,1,-1,False,True,True,False,-45,45,4,25,0.1,60,20,"Action.15","MO_517_01_ACT_15"
1121,"ガングラティ攻撃16_左旋回",15170100,15,1,-1,True,True,False,False,-180,20,0,50,0.3,0,4,"Action.16","MO_517_01_ACT_16"
1122,"ガングラティ攻撃17_右旋回",15170100,16,1,-1,True,True,False,False,-20,180,0,50,0.3,0,4,"Action.17","MO_517_01_ACT_17"
1123,"ガングラティ攻撃18_マルチ吹き飛ばし",15170100,17,1,-1,True,True,False,True,0,360,0,10,0,10,30,"Action.18","MO_517_01_ACT_18"
1124,"ジ・アンブレイカブル_攻撃１_首出し攻撃",15180000,0,1,-1,True,True,False,False,-30,30,0,10,0.1,0,3,"Action.01","MO_518_00_ACT_01"
1125,"ジ・アンブレイカブル_攻撃２a_右手はたき",15180000,1,1,-1,True,True,False,False,-90,-30,0,10,0.1,0,3,"Action.02","MO_518_00_ACT_02a"
1126,"ジ・アンブレイカブル_攻撃２b_左手はたき",15180000,2,1,-1,True,True,False,False,30,90,0,10,0.1,0,3,"Action.03","MO_518_00_ACT_02b"
1127,"ジ・アンブレイカブル_攻撃３_回転攻撃1",15180000,3,1,-1,True,True,False,False,0,360,0,10,0.1,0,20,"Action.04","MO_518_00_ACT_03"
1128,"ジ・アンブレイカブル_攻撃４_回転ジャンププレス攻撃",15180000,4,1,-1,False,True,True,False,60,300,0,15,0.3,0,5,"Action.05","MO_518_00_ACT_04"
1129,"ジ・アンブレイカブル_攻撃５_突進",15180000,5,1,-1,True,True,True,False,-20,20,8,40,0.1,0,5,"Action.06","MO_518_00_ACT_05"
1130,"ジ・アンブレイカブル_攻撃６_回転攻撃2",15180000,6,1,-1,True,False,True,False,60,300,0,15,0.3,0,5,"Action.07","MO_518_00_ACT_06"
1136,"ジ・アンブレイカブル_攻撃１０_ブレス",15180000,9,1,-1,True,True,False,False,-25,25,0,20,0.2,60,4,"Action.10","MO_518_00_ACT_10"
1137,"ジ・アンブレイカブル_攻撃１３_ガードと召喚",15180000,12,1,-1,True,True,True,False,-30,30,0,15,0.1,0,20,"Action.13","MO_518_00_ACT_13"
1138,"ジ・アンブレイカブル_攻撃１４_バックステップ",15180000,13,1,-1,True,True,False,False,-30,30,0,8,0.1,0,2,"Action.14","MO_518_00_ACT_14"
1139,"ジ・アンブレイカブル_攻撃１５_左ステップ",15180000,14,1,-1,True,True,False,False,-120,20,0,8,0.1,0,2,"Action.15","MO_518_00_ACT_15"
1140,"ジ・アンブレイカブル_攻撃１６_右ステップ",15180000,15,1,-1,True,True,False,False,-20,120,0,8,0.1,0,2,"Action.16","MO_518_00_ACT_16"
1141,"ゴッズツローン_攻撃１_首出し攻撃",15180100,0,1,-1,True,True,False,False,-30,30,0,20,0.1,0,3,"Action.01","MO_518_01_ACT_01"
1142,"ゴッズツローン_攻撃２a_右手はたき",15180100,1,1,-1,True,True,False,False,30,90,0,20,0.1,0,3,"Action.02","MO_518_01_ACT_02a"
1143,"ゴッズツローン_攻撃２b_左手はたき",15180100,2,1,-1,True,True,False,False,-90,-30,0,20,0.1,0,3,"Action.03","MO_518_01_ACT_02b"
1144,"ゴッズツローン_攻撃３_回転攻撃1",15180100,3,1,-1,True,True,False,False,0,360,0,30,0.1,0,20,"Action.04","MO_518_01_ACT_03"
1145,"ゴッズツローン_攻撃４_回転ジャンププレス攻撃",15180100,4,1,-1,False,True,True,False,60,300,0,25,0.3,0,5,"Action.05","MO_518_01_ACT_04"
1146,"ゴッズツローン_攻撃５_突進",15180100,5,1,-1,True,True,True,False,-20,20,10,40,0.1,0,5,"Action.06","MO_518_01_ACT_05"
1147,"ゴッズツローン_攻撃６_回転攻撃2",15180100,6,1,-1,True,False,True,False,60,300,0,16,0.3,0,5,"Action.07","MO_518_01_ACT_06"
1153,"ゴッズツローン_攻撃１０_ブレス",15180100,9,1,-1,True,True,False,False,-25,25,0,30,0.2,60,4,"Action.10","MO_518_01_ACT_10"
1154,"ゴッズツローン_攻撃１３_ガードと召喚",15180100,12,1,-1,True,True,True,False,-30,30,0,25,0.1,0,20,"Action.13","MO_518_01_ACT_13"
1155,"ゴッズツローン_攻撃１４_バックステップ",15180100,13,1,-1,True,True,False,False,110,250,0,8,0.3,0,2,"Action.14","MO_518_01_ACT_14"
1156,"ゴッズツローン_攻撃１５_左ステップ",15180100,14,1,-1,True,True,False,False,-180,20,0,8,0.3,0,2,"Action.15","MO_518_01_ACT_15"
1157,"ゴッズツローン_攻撃１６_右ステップ",15180100,15,1,-1,True,True,False,False,-20,180,0,8,0.3,0,2,"Action.16","MO_518_01_ACT_16"
1158,"ジ・アンブレイカブルベビー_攻撃１_首出し攻撃",15180200,0,1,-1,True,True,False,False,-30,30,0,10,0.1,0,3,"Action.01","MO_518_02_ACT_01"
1159,"ジ・アンブレイカブルベビー_攻撃２a_右手はたき",15180200,1,1,-1,True,True,False,False,-90,-30,0,10,0.1,0,3,"Action.02","MO_518_02_ACT_02a"
1160,"ジ・アンブレイカブルベビー_攻撃２b_左手はたき",15180200,2,1,-1,True,True,False,False,30,90,0,10,0.1,0,3,"Action.03","MO_518_02_ACT_02b"
1163,"ジ・アンブレイカブルベビー_攻撃５_突進",15180200,5,1,-1,True,True,False,False,-20,20,8,30,0.1,0,5,"Action.06","MO_518_02_ACT_05"
1170,"ジ・アンブレイカブルベビー_攻撃１２_回復",15180200,11,1,-1,True,True,True,False,-30,30,0,40,0.1,0,10,"Action.12","MO_518_02_ACT_12"
1172,"ジ・アンブレイカブルベビー_攻撃１４_バックステップ",15180200,13,1,-1,True,True,False,False,-30,30,0,10,0.1,0,2,"Action.14","MO_518_02_ACT_14"
1173,"ジ・アンブレイカブルベビー_攻撃１５_左ステップ",15180200,14,1,-1,True,True,False,False,-120,20,0,30,0.1,0,2,"Action.15","MO_518_02_ACT_15"
1174,"ジ・アンブレイカブルベビー_攻撃１６_右ステップ",15180200,15,1,-1,True,True,False,False,-20,120,0,30,0.1,0,2,"Action.16","MO_518_02_ACT_16"
1175,"カローン攻撃1_鎌の横なぎ",15200000,0,1,-1,True,False,False,False,-90,90,0,7,1,6,6,"Action.01","MO_520_00_ACT_01"
1176,"カローン攻撃2_横なぎ連続切り",15200000,1,1,-1,True,False,False,False,-45,45,0,7,1,10,10,"Action.02","MO_520_00_ACT_02"
1177,"カローン攻撃4_弾幕1",15200000,3,1,-1,True,False,True,False,0,360,10,20,0.5,30,30,"Action.04","MO_520_00_ACT_04"
1178,"カローン攻撃5_突進鎌の横なぎ",15200000,4,1,-1,True,False,False,False,-45,45,0,15,0.1,8,8,"Action.05","MO_520_00_ACT_05"
1179,"カローン攻撃6_突進横なぎ連続切り",15200000,5,1,-1,True,False,False,False,-45,45,0,20,0.1,10,10,"Action.06","MO_520_00_ACT_06"
1180,"カローン攻撃7_突進鎌の横なぎ2",15200000,6,1,-1,False,True,False,False,-45,45,0,15,0.1,8,8,"Action.07","MO_520_00_ACT_07"
1181,"カローン攻撃8_突進横なぎ連続切り2",15200000,7,1,-1,False,True,False,False,-45,45,0,20,0.1,10,10,"Action.08","MO_520_00_ACT_08"
1182,"カローン攻撃9_弾幕2",15200000,8,1,-1,False,True,True,False,0,360,4,20,0.5,4,4,"Action.09","MO_520_00_ACT_09"
1183,"カローン攻撃15_火柱",15200000,14,1,-1,True,False,True,False,-90,90,0,6,0.1,6,6,"Action.15","MO_520_00_ACT_14"
1184,"カローン攻撃16_火柱",15200000,15,1,-1,False,True,True,False,-90,90,0,6,0.1,6,6,"Action.16","MO_520_00_ACT_15"
1185,"カローン攻撃17_鎌の横なぎ",15200000,16,1,-1,False,True,False,False,-90,90,0,7,1,6,6,"Action.17","MO_520_00_ACT_16"
1186,"カローン攻撃18_横なぎ連続切り",15200000,17,1,-1,False,True,False,False,-45,45,0,7,1,10,10,"Action.18","MO_520_00_ACT_17"
1187,"カローン攻撃19_召喚",15200000,18,1,-1,False,True,True,False,0,360,0,30,0,0,30,"Action.19","MO_520_00_ACT_18"
1191,"カローン攻撃24_マルチ吹き飛ばし",15200000,23,1,-1,True,True,False,True,0,360,0,8,0,10,30,"Action.24","MO_520_00_ACT_23"
1192,"カローン攻撃25_ニュートラル（連携用）",15200000,24,1,-1,True,True,False,False,0,0,0,0,0,0,0,"Action.25","MO_520_00_ACT_24"
1193,"カローン攻撃26_ニュートラルロング（連携用）",15200000,25,1,-1,True,True,False,False,0,0,0,0,0,0,0,"Action.26","MO_520_00_ACT_25"
1197,"カローン攻撃29_左ダッシュ",15200000,29,1,-1,True,True,True,False,-180,0,0,50,0.01,0,2,"Action.30","MO_520_00_ACT_29"
1198,"カローン攻撃30_右ダッシュ",15200000,30,1,-1,True,True,True,False,0,180,0,50,0.01,0,2,"Action.31","MO_520_00_ACT_30"
1199,"デス攻撃1_鎌の横なぎ",15200100,0,1,-1,True,False,False,False,-90,90,0,7,0.2,0,6,"Action.01","MO_520_01_ACT_01"
1200,"デス攻撃2_横なぎ連続切り",15200100,1,1,-1,True,False,False,False,-45,45,0,7,0.2,0,10,"Action.02","MO_520_01_ACT_02"
1201,"デス攻撃4_弾幕1",15200100,3,1,-1,True,False,True,False,0,360,10,20,0.5,10,30,"Action.04","MO_520_01_ACT_04"
1202,"デス攻撃5_突進鎌の横なぎ",15200100,4,1,-1,True,False,False,False,-45,45,0,15,0.1,6,8,"Action.05","MO_520_01_ACT_05"
1203,"デス攻撃6_突進横なぎ連続切り",15200100,5,1,-1,True,False,False,False,-45,45,0,20,0.1,6,8,"Action.06","MO_520_01_ACT_06"
1204,"デス攻撃7_突進鎌の横なぎ2",15200100,6,1,-1,False,True,False,False,-45,45,0,15,0.1,0,8,"Action.07","MO_520_01_ACT_07"
1205,"デス攻撃8_突進横なぎ連続切り2",15200100,7,1,-1,False,True,False,False,-45,45,0,20,0.1,0,8,"Action.08","MO_520_01_ACT_08"
1206,"デス攻撃9_弾幕2",15200100,8,1,-1,False,True,True,False,0,360,4,20,0.3,10,4,"Action.09","MO_520_01_ACT_09"
1207,"デス攻撃15_火柱",15200100,14,1,-1,True,False,True,False,-90,90,0,6,0.1,6,6,"Action.15","MO_520_01_ACT_14"
1208,"デス攻撃16_火柱",15200100,15,1,-1,False,True,True,False,-90,90,0,6,0.03,6,6,"Action.16","MO_520_01_ACT_15"
1209,"デス攻撃17_鎌の横なぎ",15200100,16,1,-1,False,True,False,False,-90,90,0,7,0.2,6,6,"Action.17","MO_520_01_ACT_16"
1210,"デス攻撃18_横なぎ連続切り",15200100,17,1,-1,False,True,False,False,-45,45,0,7,0.2,10,10,"Action.18","MO_520_01_ACT_17"
1211,"デス攻撃19_召喚",15200100,18,1,4,False,True,True,False,0,360,0,30,0,0,60,"Action.19","MO_520_01_ACT_18"
1213,"デス攻撃22_魔法２発動",15200100,21,1,-1,False,True,True,False,0,0,0,0,0,0,0,"Action.22","MO_520_01_ACT_21"
1214,"デス攻撃23_魔法２始動（移動のみ）",15200100,22,1,-1,False,True,True,False,-90,90,0,15,0.03,0,10,"Action.23","MO_520_01_ACT_22"
1215,"デス攻撃24_マルチ吹き飛ばし",15200100,23,1,-1,True,True,False,True,0,360,0,8,0,10,30,"Action.24","MO_520_01_ACT_23"
1216,"デス攻撃25_ニュートラル（連携用）",15200100,24,1,-1,True,True,False,False,0,0,0,0,0,0,0,"Action.25","MO_520_01_ACT_24"
1217,"デス攻撃26_ニュートラルロング（連携用）",15200100,25,1,-1,True,True,False,False,0,0,0,0,0,0,0,"Action.26","MO_520_01_ACT_25"
1218,"デス攻撃27_魔法３",15200100,26,1,-1,False,True,True,False,-90,90,0,15,0.02,0,12,"Action.27","MO_520_01_ACT_26"
1219,"デス攻撃28_鎌切り上げ攻撃1",15200100,27,1,-1,False,True,True,False,-60,60,5,20,0.01,0,10,"Action.28","MO_520_01_ACT_27"
1220,"デス攻撃28_鎌切り上げ攻撃2",15200100,28,1,-1,True,True,True,False,0,0,0,0,0,0,0,"Action.29","MO_520_01_ACT_28"
1221,"デス攻撃29_左ダッシュ",15200100,29,1,-1,True,True,True,False,-180,0,0,50,0.01,0,2,"Action.30","MO_520_01_ACT_29"
1222,"デス攻撃30_右ダッシュ",15200100,30,1,-1,True,True,True,False,0,180,0,50,0.01,0,2,"Action.31","MO_520_01_ACT_30"
1223,"ヒルディスヴィーニ攻撃1_叩き潰す",15020000,0,1,-1,True,True,False,False,-45,45,0,12,0.1,0,6,"Action.01","MO_502_00_ACT_01"
1224,"ヒルディスヴィーニ攻撃2_ロケットパンチ（左＞右）",15020000,1,1,-1,True,True,True,False,-30,30,5,20,0.1,5,6,"Action.02","MO_502_00_ACT_02"
1225,"ヒルディスヴィーニ攻撃3_回転攻撃",15020000,2,1,-1,True,False,True,False,-60,60,8,20,0.2,5,10,"Action.03","MO_502_00_ACT_03"
1226,"ヒルディスヴィーニ攻撃4_岩石落とし",15020000,3,1,-1,True,False,True,False,0,360,0,8,0.1,45,45,"Action.04","MO_502_00_ACT_04"
1227,"ヒルディスヴィーニ攻撃5_アースブレス",15020000,4,1,-1,False,True,True,False,-60,60,8,15,0.1,0,4,"Action.05","MO_502_00_ACT_05"
1228,"ヒルディスヴィーニ攻撃6a_目の前にパンチ（左＞右）",15020000,5,1,-1,True,False,True,False,-45,45,0,12,0.1,5,6,"Action.06","MO_502_00_ACT_06a"
1229,"ヒルディスヴィーニ攻撃6b_目の前にパンチ乱打",15020000,6,1,-1,False,True,True,False,0,0,0,0,0.1,0,0,"Action.07","MO_502_00_ACT_06b"
1230,"ヒルディスヴィーニ攻撃8_岩石落とし2",15020000,7,1,-1,False,True,True,False,0,360,0,8,0,0,20,"Action.08","MO_502_00_ACT_08"
1231,"ヒルディスヴィーニ攻撃9_パンチコンボ始動",15020000,8,1,-1,False,True,True,False,-45,45,0,10,0,0,4,"Action.09","MO_502_00_ACT_09"
1232,"ヒルディスヴィーニ攻撃10_左ステップ",15020000,9,1,-1,True,True,False,False,-120,-20,0,8,0.1,0,4,"Action.10","MO_502_00_ACT_10"
1233,"ヒルディスヴィーニ攻撃11_右ステップ",15020000,10,1,-1,True,True,False,False,20,120,0,8,0.1,0,4,"Action.11","MO_502_00_ACT_11"
1234,"ヒルディスヴィーニ攻撃12_召喚",15020000,11,1,-1,False,True,False,False,0,360,0,20,0,0,40,"Action.12","MO_502_00_ACT_12"
1235,"ヒルディスヴィーニ攻撃13_バックステップ",15020000,12,1,-1,True,True,False,False,-45,45,0,8,0.1,0,4,"Action.13","MO_502_00_ACT_13"
1236,"ヒルディスヴィーニ攻撃14_目の前にパンチ（左＞右）",15020000,13,1,-1,True,True,True,False,-150,-40,0,8,0.1,0,4,"Action.14","MO_502_00_ACT_14"
1237,"ヒルディスヴィーニ攻撃15_目の前にパンチ（左＞右）",15020000,14,1,-1,True,True,True,False,40,150,0,8,0.1,0,4,"Action.15","MO_502_00_ACT_15"
1238,"ヒルディスヴィーニ攻撃16_回転攻撃2",15020000,15,1,-1,False,True,True,False,-60,60,8,20,0.1,0,10,"Action.16","MO_502_00_ACT_16"
1239,"ヒルディスヴィーニ攻撃17_マルチ吹き飛ばし",15020000,16,1,-1,True,True,False,True,0,360,0,8,0,10,30,"Action.17","MO_502_00_ACT_17"
1240,"グリンブルスティ攻撃1_叩き潰す",15020100,0,1,-1,True,True,False,False,-45,45,0,12,0.1,0,6,"Action.01","MO_502_01_ACT_01"
1241,"グリンブルスティ攻撃2_ロケットパンチ（左＞右）",15020100,1,1,-1,True,True,True,False,-30,30,5,20,0.1,5,6,"Action.02","MO_502_01_ACT_02"
1242,"グリンブルスティ攻撃3_回転攻撃",15020100,2,1,-1,True,False,True,False,-60,60,8,20,0.2,5,10,"Action.03","MO_502_01_ACT_03"
1243,"グリンブルスティ攻撃4_岩石落とし",15020100,3,1,-1,True,False,True,False,0,360,0,8,0.1,45,45,"Action.04","MO_502_01_ACT_04"
1244,"グリンブルスティ攻撃5_アースブレス",15020100,4,1,-1,False,True,True,False,-60,60,8,15,0.1,0,4,"Action.05","MO_502_01_ACT_05"
1245,"グリンブルスティ攻撃6a_目の前にパンチ（左＞右）",15020100,5,1,-1,True,False,True,False,-45,45,0,12,0.1,5,6,"Action.06","MO_502_01_ACT_06a"
1246,"グリンブルスティ攻撃6b_目の前にパンチ乱打",15020100,6,1,-1,False,True,True,False,0,0,0,0,0.1,0,0,"Action.07","MO_502_01_ACT_06b"
1247,"グリンブルスティ攻撃8_岩石落とし2",15020100,7,1,-1,False,True,True,False,0,360,0,8,0,0,20,"Action.08","MO_502_01_ACT_08"
1248,"グリンブルスティ攻撃9_パンチコンボ始動",15020100,8,1,-1,False,True,True,False,-45,45,0,10,0,0,4,"Action.09","MO_502_01_ACT_09"
1249,"グリンブルスティ攻撃10_左ステップ",15020100,9,1,-1,True,True,False,False,-120,-20,0,8,0.1,0,4,"Action.10","MO_502_01_ACT_10"
1250,"グリンブルスティ攻撃11_右ステップ",15020100,10,1,-1,True,True,False,False,20,120,0,8,0.1,0,4,"Action.11","MO_502_01_ACT_11"
1251,"グリンブルスティ攻撃12_召喚",15020100,11,1,-1,False,True,False,False,0,360,0,20,0,0,40,"Action.12","MO_502_01_ACT_12"
1252,"グリンブルスティ攻撃13_バックステップ",15020100,12,1,-1,True,True,False,False,-45,45,0,8,0.1,0,4,"Action.13","MO_502_01_ACT_13"
1253,"グリンブルスティ攻撃14_目の前にパンチ（左＞右）",15020100,13,1,-1,True,True,True,False,-150,-40,0,8,0.1,0,4,"Action.14","MO_502_01_ACT_14"
1254,"グリンブルスティ攻撃15_目の前にパンチ（左＞右）",15020100,14,1,-1,True,True,True,False,40,150,0,8,0.1,0,4,"Action.15","MO_502_01_ACT_15"
