// MonsterAttackId,Name,AttackCoef,FlipDamage,DownDamage,PoisonIncidence,SealedIncidence,QuestionIncidence,ReduceMaxHpIncidence,BurningIncidence,Quake,CanParry,KnockBack,KnockBackG,ForwardKnockBack,AttackType,PhysicsAttr,MagicAttr,SpellBlast,HitSe,WeakSe,ResistSe
140,"フロストスタチュー攻撃4　氷の爆発",1,250,300,0,0,0,0,0,False,False,3,1,False,0,2,2,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
141,"フロストスタチュー攻撃5（自爆）",2,250,25,0,0,0,0,0,False,False,2,1,False,1,0,2,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
142,"ホーリー・ロックドール攻撃１",1,250,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
143,"ホーリー・ロックドール攻撃２回転",0.6,250,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
144,"キャノンドール射撃１",0.8,250,25,0,0,0,0,0,False,False,2,1,False,1,0,3,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
145,"キャノンドール射撃２",0.8,250,25,0,0,0,0,0,False,False,2,1,False,1,0,3,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
146,"キャノンドール近接",0.6,250,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
147,"スコーピオ攻撃1_ハサミ2回",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
148,"スコーピオ攻撃2_踏み込み尻尾",1,100,25,50,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
149,"ブライトスティンガー攻撃1_ハサミ2回",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
150,"ブライトスティンガー攻撃2_踏み込み尻尾",1,100,25,25,25,25,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
151,"デス・ストーカー攻撃1_ハサミ2回",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
152,"デス・ストーカー攻撃2_踏み込み尻尾",1,100,25,50,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
153,"ポイズンシューター攻撃1_ハサミ2回",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
154,"ポイズンシューター攻撃2_踏み込み尻尾",1,100,25,50,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
155,"ポイズンシューター_ハサミ射撃",0.6,250,25,0,0,0,0,0,False,False,2,1,False,1,0,3,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
156,"ポイズンシューター_しっぽ射撃",1.2,250,25,0,0,0,0,0,False,False,2,1,False,1,0,3,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
157,"レッサーデーモン攻撃１",1,250,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
158,"レッサーデーモン攻撃２",1,250,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
159,"レッサーデーモン攻撃３",1,250,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
160,"デーモン攻撃１",1,250,25,0,0,0,0,0,False,False,2,1,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
161,"デーモン攻撃２",1,250,25,0,0,0,0,0,False,False,2,1,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
162,"アークデーモン攻撃１",1,250,25,0,25,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
163,"アークデーモン攻撃２",1,250,25,0,25,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
164,"アークデーモン攻撃３",1,250,25,0,25,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
165,"グリフォン攻撃１",1,250,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
166,"グリフォン攻撃２",1,250,500,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
167,"グリフォン攻撃３",1,250,1000,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
168,"デュオグリフォン攻撃１",1,250,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
169,"デュオグリフォン攻撃２",1,250,500,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
170,"デュオグリフォン攻撃３",1,250,1000,0,0,25,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
171,"ダブルブラッド攻撃１",1,250,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
172,"ダブルブラッド攻撃２",1,250,500,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
173,"ダブルブラッド攻撃２",1,250,1000,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
174,"ブライトグリフォン攻撃１",1,250,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
175,"ブライトグリフォン攻撃２",1,250,500,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
176,"ブライトグリフォン攻撃３",1,250,1000,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
177,"ハーピー攻撃1_射撃",0.5,100,25,0,0,0,0,0,False,False,2,1,False,1,0,3,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
178,"強ハーピー攻撃2_射撃",0.5,100,25,0,0,0,0,0,False,False,2,1,False,1,0,3,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
179,"バイオレットフェザー攻撃1_射撃",0.5,100,25,0,25,0,0,0,False,False,2,1,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
180,"バイオレットフェザー攻撃2_射撃",0.5,100,25,0,25,0,0,0,False,False,2,1,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
181,"ブレイズクイーン攻撃1_射撃",0.5,100,25,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
182,"ブレイズクイーン攻撃2_射撃",0.5,100,25,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
183,"サイレーン攻撃1_射撃",0.5,100,25,0,0,0,0,0,False,False,2,1,False,1,0,2,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
184,"サイレーン攻撃2_射撃",0.5,100,25,0,0,0,0,0,False,False,2,1,False,1,0,2,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
185,"ザ・セイクリッドフェザー攻撃1_射撃",0.5,100,25,0,0,0,0,0,False,False,2,1,False,1,0,5,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
186,"ザ・セイクリッドフェザー攻撃2_射撃",0.5,100,25,0,0,0,0,0,False,False,2,1,False,1,0,5,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
187,"ワイバーン攻撃1_滑空体当たり",1,100,500,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
188,"ワイバーン攻撃2_ブレス",1,100,25,0,0,0,0,0,False,False,2,1,False,1,0,3,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
189,"ワイバーングロウル攻撃1_滑空体当たり",1,100,500,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
190,"ワイバーングロウル攻撃2_ブレス",1,100,25,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
191,"ホワイトドレイク攻撃1_滑空体当たり",1,100,500,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
192,"ホワイトドレイク攻撃2_ブレス",1,100,25,0,50,0,0,0,False,False,2,1,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
193,"フロストドレイク攻撃1_滑空体当たり",1,100,500,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
194,"フロストドレイク攻撃2_ブレス",1,100,25,0,0,0,0,0,False,False,2,1,False,1,0,2,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
195,"ワイバーン・ルナライト攻撃1_滑空体当たり",1,100,500,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
196,"ワイバーン・ルナライト攻撃2_ブレス",1,100,25,0,0,25,0,0,False,False,2,1,False,1,0,5,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
197,"フライングサイズ攻撃1_ブレス？",1,100,25,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
198,"フライングサイズ攻撃2_回転体当たり",1,100,100,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
199,"ブラッディサイズ攻撃1_ブレス？",1,100,25,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
200,"ブラッディサイズ攻撃2_回転体当たり",1,100,100,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
201,"デスサイズレ攻撃1_ブレス？",1,100,25,0,0,0,0,0,False,False,2,1,False,1,0,2,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
202,"デスサイズレ攻撃2_回転体当たり",1,100,100,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
203,"ブルースライム攻撃1",0.5,250,0,0,0,0,0,0,False,True,0,0,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
204,"ブルースライム攻撃2",0.5,250,0,0,0,0,0,0,False,True,0,0,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
205,"ブラッドスライム攻撃1",0.5,250,0,20,0,0,0,0,False,True,0,0,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
206,"ブラッドスライム攻撃2",0.5,250,0,20,0,0,0,0,False,True,0,0,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
207,"ハニースライム攻撃1",0.5,250,0,0,0,0,0,0,False,True,0,0,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
208,"ハニースライム攻撃2",0.5,250,0,0,0,0,0,0,False,True,0,0,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
209,"デモンブロブ攻撃１",0.5,250,0,25,0,0,0,0,False,False,0,0,False,1,2,2,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
210,"デモンブロブ攻撃２",0.5,250,0,25,0,0,0,0,False,False,0,0,False,1,2,2,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
211,"ミミック攻撃1",0.5,250,100,0,0,0,0,0,False,True,0,0,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
212,"ミミック攻撃2",1.5,500,500,20,20,20,0,0,False,False,0,0,False,0,0,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
213,"ルーンナイト攻撃１",0.5,250,0,0,0,0,0,0,False,True,0,0,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
214,"ルーンナイト攻撃１の２",1,250,0,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
215,"ルーンナイト攻撃２火の玉",1,250,25,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
216,"ホムンクルス攻撃１の１",0.5,250,0,0,0,0,0,0,False,True,0,0,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
217,"ホムンクルス攻撃１の２",1,250,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
218,"ホムンクルス光の弾",1,250,25,0,0,0,0,0,False,False,2,1,False,1,0,5,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
219,"スカイクリーパー攻撃1_かみつき",1,100,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
220,"スカイクリーパー攻撃2_前進かみつき",1,100,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
221,"エア・ドレイク攻撃1_かみつき",1,100,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
222,"エア・ドレイク攻撃2_前進かみつき",1,100,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
223,"エア・ドレイク攻撃3_火の玉",1,250,25,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
224,"ファントム攻撃1_踏み込み鎌",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
225,"ファントム攻撃2_火の玉",1,100,25,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
226,"ワイト攻撃1_踏み込み鎌",1,100,25,10,5,10,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
227,"ワイト攻撃2_鎌2回斬り",1,100,25,5,10,5,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
228,"ホーンビースト攻撃１角",1,250,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
229,"ホーンビースト攻撃２ジャンプ",1,300,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
230,"ホーンビースト攻撃３突進",1,250,300,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
231,"ホーンビースト攻撃４飛び道具",1,250,25,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
232,"モノケロス攻撃１角",1,250,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
233,"モノケロス攻撃２ジャンプ",1,300,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
234,"モノケロス攻撃３突進",1,250,300,0,0,25,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
235,"モノケロス攻撃４飛び道具",1,250,25,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
236,"アクアロア攻撃１",1,250,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
237,"アクアロア攻撃２",1,300,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
238,"アクアロア攻撃３突進",1,250,300,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
239,"アクアロア攻撃４飛び道具",1,250,25,0,0,0,0,0,False,False,2,1,False,1,0,2,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
240,"ホーリービースト攻撃１",1,250,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
241,"ホーリービースト攻撃２",1,300,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
242,"ホーリービースト攻撃３突進",1,250,300,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
243,"ホーリービースト攻撃４飛び道具",1,250,25,0,0,0,0,0,False,False,2,1,False,1,0,5,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
244,"フーア攻撃1",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
245,"フーア攻撃2",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
246,"ピアレイ攻撃1",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
247,"ピアレイ水の弾",1,100,25,0,0,0,0,0,False,False,2,1,False,1,0,2,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
248,"ブッカブー攻撃1_踏み込み殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
249,"ブッカブー攻撃2_回転殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
250,"ブッカドゥー攻撃1_踏み込み殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
251,"ブッカドゥー攻撃2_回転殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
252,"フレンジー・ボア攻撃1",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
