// CharaCommentId,Name,Hud,Multiplay,IsToPlayer,Priority,TextId,VoiceId,Forward,Backward,Once,CoolTime,WaitTime
10039,"怒りモードで行動が大きく変わるボス用",True,False,True,14,"TXT_CH_COM_BTL_095_{0}","{0}_BTL_095",True,False,True,20,4
10040,"怒りモードで行動が大きく変わるボス用（例、怒りモードで火属性を多用する場合など）",True,False,True,14,"TXT_CH_COM_BTL_096_{0}","{0}_BTL_096",True,False,True,20,4
10041,"仲間を呼ぶボス用",True,False,True,14,"TXT_CH_COM_BTL_097_{0}","{0}_BTL_097",True,False,True,20,4
10042,"回復やドレインするボス用",True,False,True,14,"TXT_CH_COM_BTL_098_{0}","{0}_BTL_098",True,False,True,20,4
10043,"動きが速いボス用",True,False,True,14,"TXT_CH_COM_BTL_099_{0}","{0}_BTL_099",True,False,True,20,4
10044,"テレポートするボス用",True,False,True,14,"TXT_CH_COM_BTL_100_{0}","{0}_BTL_100",True,False,True,20,4
10045,"残りHPを見て使用",True,False,True,14,"TXT_CH_COM_BTL_101_{0}","{0}_BTL_101",True,False,True,20,4
10046,"弱点が無いボス用",True,False,True,13,"TXT_CH_COM_BTL_102_{0}","{0}_BTL_102",True,False,True,20,4
10047,"頭が弱点のボス",True,False,True,13,"TXT_CH_COM_BTL_103_{0}","{0}_BTL_103",True,False,True,20,4
10048,"体が弱点のボス",True,False,True,13,"TXT_CH_COM_BTL_104_{0}","{0}_BTL_104",True,False,True,20,4
10049,"足が弱点のボス",True,False,True,13,"TXT_CH_COM_BTL_105_{0}","{0}_BTL_105",True,False,True,20,4
10050,"尻尾が弱点のボス",True,False,True,13,"TXT_CH_COM_BTL_106_{0}","{0}_BTL_106",True,False,True,20,4
10051,"火属性が弱点のボス",True,False,True,13,"TXT_CH_COM_BTL_107_{0}","{0}_BTL_107",True,False,True,20,4
10052,"水属性が弱点のボス",True,False,True,13,"TXT_CH_COM_BTL_108_{0}","{0}_BTL_108",True,False,True,20,4
10053,"土属性が弱点のボス",True,False,True,13,"TXT_CH_COM_BTL_109_{0}","{0}_BTL_109",True,False,True,20,4
10054,"風属性が弱点のボス",True,False,True,13,"TXT_CH_COM_BTL_110_{0}","{0}_BTL_110",True,False,True,20,4
10055,"聖属性が弱点のボス",True,False,True,13,"TXT_CH_COM_BTL_111_{0}","{0}_BTL_111",True,False,True,20,4
10056,"闇属性が弱点のボス",True,False,True,13,"TXT_CH_COM_BTL_112_{0}","{0}_BTL_112",True,False,True,20,4
10057,"防御が高いボス",True,False,True,14,"TXT_CH_COM_BTL_113_{0}","{0}_BTL_113",True,False,True,20,4
10058,"飛行タイプのボス用",True,False,True,14,"TXT_CH_COM_BTL_114_{0}","{0}_BTL_114",True,False,True,20,4
10059,"接近距離が得意なボス用",True,False,True,14,"TXT_CH_COM_BTL_115_{0}","{0}_BTL_115",True,False,True,20,4
10060,"遠距離攻撃が得意なボス用",True,False,True,14,"TXT_CH_COM_BTL_116_{0}","{0}_BTL_116",True,False,True,20,4
10061,"隙のある攻撃を持っているボス用",True,False,True,14,"TXT_CH_COM_BTL_117_{0}","{0}_BTL_117",True,False,True,20,4
10062,"範囲の多い攻撃をしてくる場合に使用",True,False,True,14,"TXT_CH_COM_BTL_118_{0}","{0}_BTL_118",True,False,True,20,4
10063,"正面に立つとヤバい",True,False,True,14,"TXT_CH_COM_BTL_119_{0}","{0}_BTL_119",True,False,True,20,4
10064,"突進がウリのボス",True,False,True,14,"TXT_CH_COM_BTL_120_{0}","{0}_BTL_120",True,False,True,20,4
10065,"ボス部屋に複数のボスが設置されたマップ用",True,False,True,14,"TXT_CH_COM_BTL_121_{0}","{0}_BTL_121",True,False,True,20,4
10066,"マップに複数のボスが設置されたマップ用",True,False,True,14,"TXT_CH_COM_BTL_122_{0}","{0}_BTL_122",True,False,True,20,4
10067,"ボスが強力な場合",True,False,True,14,"TXT_CH_COM_BTL_123_{0}","{0}_BTL_123",True,False,True,20,4
10068,"イルファング・ザ・コボルドロード登場",True,False,True,12,"TXT_CH_COM_BTL_124_{0}","{0}_BTL_124",True,False,True,20,4
10069,"グリームアイズ登場",True,False,True,12,"TXT_CH_COM_BTL_125_{0}","{0}_BTL_125",True,False,True,20,4
10070,"スカルリーパー登場",True,False,True,12,"TXT_CH_COM_BTL_126_{0}","{0}_BTL_126",True,False,True,20,4
10071,"スリュム登場",True,False,True,12,"TXT_CH_COM_BTL_127_{0}","{0}_BTL_127",True,False,True,20,4
10072,"カガチ・ザ・サムライロード登場",True,False,True,12,"TXT_CH_COM_BTL_128_{0}","{0}_BTL_128",True,False,True,20,4
10073,"名称不明のGGOボス登場",True,False,True,12,"TXT_CH_COM_BTL_129_{0}","{0}_BTL_129",True,False,True,20,4
10074,"背教者ニコラス登場",True,False,True,12,"TXT_CH_COM_BTL_130_{0}","{0}_BTL_130",True,False,True,20,4
20000,"戦術提案１",True,False,True,98,"TXT_CH_COM_JOI_006_{0}","{0}_JOI_006",True,True,False,100,4
20001,"戦術提案２",True,False,True,98,"TXT_CH_COM_JOI_007_{0}","{0}_JOI_007",True,True,False,100,4
20002,"MVP獲得",False,False,False,10,,"{0}_RES_007",True,True,False,5,0
20003,"MVPを逃した",False,False,False,10,,"{0}_RES_008",True,True,False,5,0
20004,"フィールド雑談（ALO・海）",True,False,True,98,"TXT_CH_COM_JOI_074_{0}","{0}_JOI_074",True,True,True,30,4
20005,"フィールド雑談（GGO・グロッケン地下）",True,False,True,98,"TXT_CH_COM_JOI_075_{0}","{0}_JOI_075",True,True,True,30,4
20006,"フィールド雑談（メインメモリルーム）",True,False,True,98,"TXT_CH_COM_JOI_076_{0}","{0}_JOI_076",True,True,True,30,4
20007,"Unknown所感（3章）",True,False,True,98,"TXT_CH_COM_JOI_077_{0}","{0}_JOI_077",True,True,True,30,4
20008,"リコ所感（4章）",True,False,True,98,"TXT_CH_COM_JOI_078_{0}","{0}_JOI_078",True,True,True,30,4
20009,"リコ所感（失踪時）",True,False,True,98,"TXT_CH_COM_JOI_079_{0}","{0}_JOI_079",True,True,True,30,4
20010,"リコ所感（1部クリア後）",True,False,True,98,"TXT_CH_COM_JOI_080_{0}","{0}_JOI_080",True,True,True,30,4
20011,"ラフコフと遭遇",True,False,True,83,"TXT_CH_COM_JOI_081_{0}","{0}_JOI_081",True,False,False,20,4
20012,"触手研究員と遭遇",True,False,True,83,"TXT_CH_COM_JOI_082_{0}","{0}_JOI_082",True,False,False,20,4
20013,"死銃と対峙",True,False,True,83,"TXT_CH_COM_JOI_083_{0}","{0}_JOI_083",True,False,False,20,4
20014,"バレットラインが見える",True,False,True,83,"TXT_CH_COM_JOI_084_{0}","{0}_JOI_084",True,False,False,20,4
20015,"Mob発見時汎用",True,False,True,83,"TXT_CH_COM_JOI_085_{0}","{0}_JOI_085",True,False,False,20,4
20016,"攻撃をすり抜けるボス",True,False,True,14,"TXT_CH_COM_JOI_086_{0}","{0}_JOI_086",True,False,True,20,4
20017,"地震攻撃をするボス",True,False,True,14,"TXT_CH_COM_JOI_087_{0}","{0}_JOI_087",True,False,True,20,4
20018,"状態異常攻撃をするボス",True,False,True,14,"TXT_CH_COM_JOI_088_{0}","{0}_JOI_088",True,False,True,20,4
20019,"地底に隠れるボス",True,False,True,14,"TXT_CH_COM_JOI_089_{0}","{0}_JOI_089",True,False,True,20,4
20020,"ダメージを反射するボス",True,False,True,14,"TXT_CH_COM_JOI_090_{0}","{0}_JOI_090",True,False,True,20,4
20021,"デフラグマッチ用　アダプタブル発見",True,True,True,13,"TXT_CH_COM_JOI_091_{0}","{0}_JOI_091",True,False,True,20,4
20022,"デフラグマッチ用　パニッシャー発見",True,True,True,13,"TXT_CH_COM_JOI_092_{0}","{0}_JOI_092",True,False,True,20,4
20023,"デフラグマッチ提案1",True,True,True,98,"TXT_CH_COM_JOI_093_{0}","{0}_JOI_093",True,True,False,100,4
20025,"デフラグマッチ優勢",True,True,True,100,"TXT_CH_COM_JOI_095_{0}","{0}_JOI_095",True,True,False,20,2
20026,"デフラグマッチ劣勢",True,True,True,100,"TXT_CH_COM_JOI_096_{0}","{0}_JOI_096",True,True,False,20,2
20027,"デフラグマッチ開始デモ",False,False,False,10,,"{0}_QUE_064",True,True,False,5,0
20028,"デフラグマッチ　ハイタッチ誘導",False,False,False,10,,"{0}_QUE_065",True,True,False,5,0
20029,"デフラグマッチスタート",True,True,True,10,"TXT_CH_COM_QUE_066_{0}","{0}_QUE_066",True,True,False,5,3
20030,"戦績アイテム発見",True,True,True,41,"TXT_CH_COM_QUE_067_{0}","{0}_QUE_067",True,True,False,30,3
20031,"戦績アイテム獲得",True,True,True,41,"TXT_CH_COM_QUE_068_{0}","{0}_QUE_068",True,True,False,60,3
20032,"特大戦績アイテム獲得",True,True,True,41,"TXT_CH_COM_QUE_069_{0}","{0}_QUE_069",True,True,False,40,3
20033,"スキルEXP発見",True,True,True,41,"TXT_CH_COM_QUE_070_{0}","{0}_QUE_070",True,True,False,30,3
20034,"スキルEXP獲得",True,True,True,41,"TXT_CH_COM_QUE_071_{0}","{0}_QUE_071",True,True,False,60,3
20035,"特大スキルEXP獲得",True,True,True,41,"TXT_CH_COM_QUE_072_{0}","{0}_QUE_072",True,True,False,40,3
20046,"自分が全損した（デフラグマッチ）",True,True,False,21,"TXT_CH_COM_BTL_140_{0}","{0}_BTL_140",True,True,False,30,2
20047,"仲間が全損した（デフラグマッチ）",True,True,False,21,"TXT_CH_COM_BTL_141_{0}","{0}_BTL_141",True,True,False,30,3
20048,"全キャラが全損した（デフラグマッチ）",True,True,False,21,"TXT_CH_COM_BTL_142_{0}","{0}_BTL_142",True,True,False,30,2
20049,"全損待機中",True,True,False,21,"TXT_CH_COM_BTL_143_{0}","{0}_BTL_143",True,True,False,30,4
20050,"全損後再スタート",True,True,False,20,"TXT_CH_COM_BTL_144_{0}","{0}_BTL_144",True,True,False,30,4
20051,"ボスを倒した",True,True,False,90,"TXT_CH_COM_BTL_149_{0}","{0}_BTL_149",True,True,False,30,3
20052,"感染個体・パニッシャーを倒した",True,True,False,50,"TXT_CH_COM_BTL_150_{0}","{0}_BTL_150",True,True,False,30,3
20053,"ラストアタック獲得",True,True,True,20,"TXT_CH_COM_BTL_151_{0}","{0}_BTL_151",True,True,False,30,3
20054,"ユージオLV5青薔薇スキル用アクションボイス",False,False,False,32,,"{0}_BTL_134",True,False,False,0.1,0
20055,"お弁当スキル使用",True,True,False,70,"TXT_CH_COM_BTL_068_{0}","{0}_BTL_068",True,True,False,0.1,0.3
20056,"宙づりシリカ　プラント召喚ボイス",True,True,False,32,"TXT_CH_COM_BTL_018_{0}","{0}_BTL_018",True,False,False,0.1,0.3
20057,"クエスト開始デモ（ネコミミ）",False,False,False,10,,"{0}_SEA_007",True,True,False,5,0
20058,"アリス　反射凝集光線術　カットイン用HUD抜き",False,False,False,32,,"{0}_BTL_138",True,False,False,0.1,0.3
20059,"アリス　反射凝集光線術　発射",True,True,False,32,"TXT_CH_COM_BTL_133_{0}","{0}_BTL_133",True,False,False,0.1,0.3
20060,"クエスト開始デモ（制服）",False,False,False,10,,"{0}_SEA_003",True,True,False,5,0
