// CharaAttackId,Name,AttackCoef,FlipDamage,DownDamage,PoisonIncidence,ParalysisIncidence,SealedIncidence,QuestionIncidence,BlueRoseIncidence,CharmIncidence,KnockBack,ForwardKnockBack,BreakInterval,WeaponSlot,AttackType,PhysicsAttr,MagicAttr,SpellBlast,HitSe,WeakSe,ResistSe
121,"片手剣一段目",1,100,0,0,0,0,0,0,0,1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
122,"片手剣二段目",1,100,0,0,0,0,0,0,0,1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
123,"片手剣三段目",1,100,0,0,0,0,0,0,0,1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
124,"片手剣四段目",1,100,0,0,0,0,0,0,0,1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
125,"片手剣五段目",1.5,100,1000,0,0,0,0,0,0,1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
126,"片手剣ステップ攻撃1",0.8,500,0,0,0,0,0,0,0,2,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
127,"片手剣ステップ攻撃2",1,300,1000,0,0,0,0,0,0,1.5,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
128,"片手剣ガードアタック",1,1000,1000,0,0,0,0,0,0,1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
129,"片手剣チャージアタック",2,1000,0,0,0,0,0,0,0,0,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
130,"両手斧一段目",1,1500,0,0,0,0,0,0,0,1.5,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
131,"両手斧二段目",1,1700,0,0,0,0,0,0,0,1.5,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
132,"両手斧三段目",1.5,2000,3000,0,0,0,0,0,0,1.5,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
133,"両手斧ステップ攻撃1",0.6,1000,0,0,0,0,0,0,0,2,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
134,"両手斧ステップ攻撃2",0.6,300,1000,0,0,0,0,0,0,2,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
135,"両手斧ガード攻撃",0.9,1000,1000,0,0,0,0,0,0,1,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
136,"両手斧チャージアタック",2,1000,0,0,0,0,0,0,0,0,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
137,"刀一段目",1,500,0,0,0,0,0,0,0,1.1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
138,"刀二段目",1,500,0,0,0,0,0,0,0,1.1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
139,"刀三段目",1,500,1000,0,0,0,0,0,0,1.1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
140,"刀四段目",1.5,500,1000,0,0,0,0,0,0,1.1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
141,"刀ガードアタック",0.9,1000,1000,0,0,0,0,0,0,1,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
142,"刀ステップアタック1",0.8,500,0,0,0,0,0,0,0,2,True,0,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
143,"刀ステップアタック2",1,500,500,0,0,0,0,0,0,1.5,True,0,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
144,"刀チャージアタック",2,1000,0,0,0,0,0,0,0,0,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
145,"弓一段目",1,500,100,0,0,0,0,0,0,1,True,0,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
146,"弓二段目",1,500,100,0,0,0,0,0,0,1,True,0,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
147,"弓三段目",1.5,1000,100,0,0,0,0,0,0,1,True,0,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
148,"弓ガードアタック",1.7,1000,100,0,0,0,0,0,0,1,True,0,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
149,"弓ステップアタック1",1,500,100,0,0,0,0,0,0,1,True,0,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
150,"弓ステップアタック2",1,500,100,0,0,0,0,0,0,1,True,0,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
151,"弓チャージアタック",2,1000,100,0,0,0,0,0,0,3,True,0,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
152,"【二刀流４】ダブルサーキュラー(LV1：単発）",2,10000,5000,0,0,0,0,0,0,2,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
153,"【二刀流４】ダブルサーキュラー(LV1：単発）左",2,10000,5000,0,0,0,0,0,0,2,True,0,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
154,"【細剣１】スティンガー（LV1：突進）1",1,3000,500,0,0,0,0,0,0,0.5,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
155,"【細剣１】スティンガー（LV1：突進）2",1.5,3000,3000,0,0,0,0,0,0,1,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
156,"【細剣３】ピアース・テリトリー（LV2：範囲）",2.5,600,100,0,0,0,0,0,0,1.5,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
157,"【細剣４】ペネトレイト（LV3：単発）",12,10000,5000,0,0,0,0,0,0,2,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
158,"【細剣５】スター・スプラッシュ（LV4：連撃）1",3,100,500,0,0,0,0,0,0,0.2,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
159,"【細剣５】スター・スプラッシュ（LV4：連撃）2",3.5,150,520,0,0,0,0,0,0,0.2,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
160,"【細剣５】スター・スプラッシュ（LV4：連撃）3",3.5,200,540,0,0,0,0,0,0,0.2,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
161,"【細剣５】スター・スプラッシュ（LV4：連撃）4",4,250,560,0,0,0,0,0,0,0.2,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
162,"【細剣５】スター・スプラッシュ（LV4：連撃）5",4,300,580,0,0,0,0,0,0,0.2,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
163,"【細剣５】スター・スプラッシュ（LV4：連撃）6",4.5,350,600,0,0,0,0,0,0,0.2,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
164,"【細剣５】スター・スプラッシュ（LV4：連撃）7",4.5,400,620,0,0,0,0,0,0,0.5,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
165,"【細剣５】スター・スプラッシュ（LV4：連撃）8",5,450,640,0,0,0,0,0,0,1,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
166,"【刀１】辻風（LV1：単発）",4,10000,5000,0,0,0,0,0,0,1.1,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
167,"【刀２】緋扇（LV1：連撃）1",1.3,500,500,0,0,0,0,0,0,0.2,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
168,"【刀２】緋扇（LV1：連撃）2",1.7,500,700,0,0,0,0,0,0,0.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
169,"【刀２】緋扇（LV1：連撃）3",2,500,1000,0,0,0,0,0,0,1,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
170,"【刀３】朧月夜（LV3：連撃）1",2,500,500,0,0,0,0,0,0,0.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
171,"【刀３】朧月夜（LV3：連撃）2",3,500,500,0,0,0,0,0,0,0.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
172,"【刀３】朧月夜（LV3：連撃）3",4,500,500,0,0,0,0,0,0,0.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
173,"【刀３】朧月夜（LV3：連撃）4",4,500,500,0,0,0,0,0,0,0.7,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
174,"【刀３】朧月夜（LV3：連撃）5",5,1000,1000,0,0,0,0,0,0,1,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
175,"【刀４】残月（LV2：遠距離）",6,5000,1000,0,0,0,0,0,0,0.8,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
176,"【刀５】羅生門（LV4：連撃）1",4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
177,"【刀５】羅生門（LV4：連撃）2",4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
178,"【刀５】羅生門（LV4：連撃）3",4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
179,"【刀５】羅生門（LV4：連撃）4",4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
180,"【刀５】羅生門（LV4：連撃）5",4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
181,"【刀５】羅生門（LV4：連撃）6",4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
182,"【刀５】羅生門（LV4：連撃）7",4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
183,"【刀５】羅生門（LV4：連撃）8",4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
184,"【刀５】羅生門（LV4：連撃）9",4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
185,"【刀５】羅生門（LV4：連撃）10",4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
186,"【刀５】羅生門（LV4：連撃）11",5,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
187,"【刀５】羅生門（LV4：連撃）12",5,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
188,"【刀５】羅生門（LV4：連撃）13",12,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
189,"【刀7】窮奇（LV2：連撃）1",1,500,1000,0,0,0,0,0,0,0.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
190,"【刀7】窮奇（LV2：連撃）2",1.5,500,1000,0,0,0,0,0,0,0.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
191,"【刀7】窮奇（LV2：連撃）3",1.5,500,1000,0,0,0,0,0,0,0.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
192,"【刀7】窮奇（LV2：連撃）4",2,1000,1000,0,0,0,0,0,0,0.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
193,"【刀7】窮奇（LV2：連撃）5",3,1000,1000,0,0,0,0,0,0,0.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
194,"【刀7】窮奇（LV2：連撃）6",4,1000,1000,0,0,0,0,0,0,1,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
195,"【刀9】禊椿（LV2：単発）",9,10000,15000,0,0,0,0,0,0,1.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
196,"【刀10】紅結（LV1：突進）",1.5,1000,3000,0,0,0,0,0,0,1.3,True,0.3,0,0,1,1,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
197,"【両手斧１】ワールウィンド（LV1：範囲）",2,1000,1000,0,0,0,0,0,0,1.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
198,"【両手斧3】ラウンドトリプル・スラッシュ（LV2：連撃）1",3,500,1000,0,0,0,0,0,0,0.5,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
199,"【両手斧3】ラウンドトリプル・スラッシュ（LV2：連撃）2",4,1000,3000,0,0,0,0,0,0,0.7,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
200,"【両手斧3】ラウンドトリプル・スラッシュ（LV2：連撃）3",5,1500,5000,0,0,0,0,0,0,1,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
201,"【両手斧4】カタパルト・トマホーク（LV3：遠距離）",10,5000,2000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
202,"【両手斧5】グラビティ・インパクト（LV4：単発）",9,10000,10000,0,0,0,0,0,0,3,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
203,"【両手斧6】ヴァイオレント・スパイク（LV1：連撃）1",2.5,1000,3000,0,0,0,0,0,0,0.3,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
204,"【両手斧6】ヴァイオレント・スパイク（LV1：連撃）2",3,2000,4000,0,0,0,0,0,0,1,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
205,"【両手斧7】フラット（LV1：単発）",4,10000,5000,0,0,0,0,0,0,0.3,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
206,"【両手斧9】シャマル・ブルータル（LV3：連撃）1",2,5000,1000,0,0,0,0,0,0,0.3,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
207,"【両手斧9】シャマル・ブルータル（LV3：連撃）1",4,5000,1000,0,0,0,0,0,0,0.3,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
208,"【両手斧9】シャマル・ブルータル（LV3：連撃）1",5,5000,1000,0,0,0,0,0,0,0.3,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
209,"【両手斧9】シャマル・ブルータル（LV3：連撃）1",6,2000,15000,0,0,0,0,0,0,0.3,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
210,"【片手棍３】アサルト・ダイブ（LV2：突進）1",2,500,1000,0,0,0,0,0,0,0.5,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
211,"【片手棍３】アサルト・ダイブ（LV2：突進）2",6,1000,3000,0,0,0,0,0,0,2,True,0.3,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
212,"【片手棍４】ライオット・スマッシュ（LV2：連撃）1",1,1000,1000,0,0,0,0,0,0,0.5,True,0.3,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
213,"【片手棍４】ライオット・スマッシュ（LV2：連撃）2",1.5,1000,1000,0,0,0,0,0,0,0.5,True,0.3,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
214,"【片手棍４】ライオット・スマッシュ（LV2：連撃）3",1.5,1000,1000,0,0,0,0,0,0,0.5,True,0.3,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
215,"【片手棍４】ライオット・スマッシュ（LV2：連撃）4",2,1000,1000,0,0,0,0,0,0,0.5,True,0.3,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
216,"【片手棍４】ライオット・スマッシュ（LV2：連撃）5",3,1000,1000,0,0,0,0,0,0,0.5,True,0.3,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
217,"【片手棍４】ライオット・スマッシュ（LV2：連撃）6",4,1000,5000,0,0,0,0,0,0,2,True,0.3,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
218,"【片手棍５】殴り（LV1：単発）",4,1000,5000,0,0,0,0,0,0,5,True,0.3,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
219,"【片手棍６】スピリット・ボンバー（LV3：範囲+バフ）",5.5,1000,5000,0,0,0,0,0,0,3,True,0.3,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
220,"【細剣7】ソニック・インパルス（LV2：遠距離）",6,5000,1000,0,0,0,0,0,0,0.8,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
221,"【弓１】ホーネット（LV1：毒矢）",2,500,1000,100,0,0,0,0,0,2,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
222,"【弓２】エレクトリック・レイ（LV2：麻痺矢）",4,500,1000,0,100,0,0,0,0,0,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
223,"【弓３】ヘイル・バレット（LV1：貫通矢）",3,5000,500,0,0,0,0,0,0,2,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
224,"【弓４】ワイドショット（LV1：5WAYショット）",1.2,1000,2500,0,0,0,0,0,0,1,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
225,"【弓４】ワイドショット（LV1：5WAYショット）",1.4,1200,3000,0,0,0,0,0,0,1,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
226,"【弓４】ワイドショット（LV1：5WAYショット）",1.6,1500,4000,0,0,0,0,0,0,2,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
227,"【弓４】ワイドショット（LV1：5WAYショット）",1.4,1200,3000,0,0,0,0,0,0,1,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
228,"【弓４】ワイドショット（LV1：5WAYショット）",1.2,1000,2500,0,0,0,0,0,0,1,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
229,"【弓5】エイムシュート（LV2：貫通矢）",6,5000,500,0,0,0,0,0,0,3,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
