// QuestRareDropId,QuestSceneId,UnitId,CommonRewardType,CommonRewardId,CommonRewardNum,StrengthMin,StrengthMax,PropertyTableSubId,DropRate
531,3069,10190100,3,180006,1,0,0,0,0.325
532,3069,10190100,3,220002,1,0,0,0,0.05
533,3070,10190100,3,170006,1,0,0,0,0.325
534,3070,10190100,3,180006,1,0,0,0,0.325
535,3070,10190100,3,220002,1,0,0,0,0.05
536,3071,10190100,3,170006,1,0,0,0,0.325
537,3071,10190100,3,180006,1,0,0,0,0.325
538,3071,10190100,3,220002,1,0,0,0,0.05
539,3072,10190100,3,170006,1,0,0,0,0.325
540,3072,10190100,3,180006,1,0,0,0,0.325
541,3072,10190100,3,220002,1,0,0,0,0.05
542,3073,10190100,3,170006,1,0,0,0,0.325
543,3073,10190100,3,180006,1,0,0,0,0.325
544,3073,10190100,3,220002,1,0,0,0,0.05
545,3074,10190100,3,170006,1,0,0,0,0.325
546,3074,10190100,3,180006,1,0,0,0,0.325
547,3074,10190100,3,220002,1,0,0,0,0.05
548,3075,10190100,3,170006,1,0,0,0,0.325
549,3075,10190100,3,180006,1,0,0,0,0.325
550,3075,10190100,3,220002,1,0,0,0,0.05
551,3076,10190100,3,170006,1,0,0,0,0.325
552,3076,10190100,3,180006,1,0,0,0,0.325
553,3076,10190100,3,220002,1,0,0,0,0.05
554,3077,10190100,3,170006,1,0,0,0,0.325
555,3077,10190100,3,180006,1,0,0,0,0.325
556,3077,10190100,3,220002,1,0,0,0,0.05
557,3078,10190100,3,170006,1,0,0,0,0.325
558,3078,10190100,3,180006,1,0,0,0,0.325
559,3078,10190100,3,220002,1,0,0,0,0.05
560,3079,10190100,3,170006,1,0,0,0,0.325
561,3079,10190100,3,180006,1,0,0,0,0.325
562,3079,10190100,3,220002,1,0,0,0,0.05
563,3080,10190100,3,170006,1,0,0,0,0.325
564,3080,10190100,3,180006,1,0,0,0,0.325
565,3080,10190100,3,220002,1,0,0,0,0.05
566,3081,10190100,3,170006,1,0,0,0,0.325
567,3081,10190100,3,180006,1,0,0,0,0.325
568,3081,10190100,3,220002,1,0,0,0,0.05
569,3082,10190100,3,170006,1,0,0,0,0.325
570,3082,10190100,3,180006,1,0,0,0,0.325
571,3082,10190100,3,220002,1,0,0,0,0.05
572,3083,10190100,3,170006,1,0,0,0,0.325
573,3083,10190100,3,180006,1,0,0,0,0.325
574,3083,10190100,3,220002,1,0,0,0,0.05
575,3084,10190100,3,170006,1,0,0,0,0.325
576,3084,10190100,3,180006,1,0,0,0,0.325
577,3084,10190100,3,220002,1,0,0,0,0.05
578,3085,10190100,3,170006,1,0,0,0,0.325
579,3085,10190100,3,180006,1,0,0,0,0.325
580,3085,10190100,3,220002,1,0,0,0,0.05
581,3086,10190100,3,170006,1,0,0,0,0.325
582,3086,10190100,3,180006,1,0,0,0,0.325
583,3086,10190100,3,220002,1,0,0,0,0.05
584,3087,10190100,3,170006,1,0,0,0,0.325
585,3087,10190100,3,180006,1,0,0,0,0.325
586,3087,10190100,3,220002,1,0,0,0,0.05
587,3088,10190100,3,170006,1,0,0,0,0.325
588,3088,10190100,3,180006,1,0,0,0,0.325
589,3088,10190100,3,220002,1,0,0,0,0.05
590,3089,10190100,3,170006,1,0,0,0,0.325
591,3089,10190100,3,180006,1,0,0,0,0.325
592,3089,10190100,3,220002,1,0,0,0,0.05
593,3090,10190100,3,170006,1,0,0,0,0.325
594,3090,10190100,3,180006,1,0,0,0,0.325
595,3090,10190100,3,220002,1,0,0,0,0.05
596,3091,10190100,3,170006,1,0,0,0,0.325
597,3091,10190100,3,180006,1,0,0,0,0.325
598,3091,10190100,3,220002,1,0,0,0,0.05
599,3092,10190100,3,170006,1,0,0,0,0.325
600,3092,10190100,3,180006,1,0,0,0,0.325
601,3092,10190100,3,220002,1,0,0,0,0.05
602,3093,10190100,3,170006,1,0,0,0,0.325
603,3093,10190100,3,180006,1,0,0,0,0.325
604,3093,10190100,3,220002,1,0,0,0,0.05
605,3094,10190100,3,170006,1,0,0,0,0.325
606,3094,10190100,3,180006,1,0,0,0,0.325
607,3094,10190100,3,220002,1,0,0,0,0.05
608,3095,10190100,3,170006,1,0,0,0,0.325
609,3095,10190100,3,180006,1,0,0,0,0.325
610,3095,10190100,3,220002,1,0,0,0,0.05
611,3096,10190100,3,170006,1,0,0,0,0.325
612,3096,10190100,3,180006,1,0,0,0,0.325
613,3096,10190100,3,220002,1,0,0,0,0.05
614,3097,10190100,3,170006,1,0,0,0,0.325
615,3097,10190100,3,180006,1,0,0,0,0.325
616,3097,10190100,3,220002,1,0,0,0,0.05
617,3098,10190100,3,170006,1,0,0,0,0.325
618,3098,10190100,3,180006,1,0,0,0,0.325
619,3098,10190100,3,220002,1,0,0,0,0.05
620,3099,10190100,3,170006,1,0,0,0,0.325
621,3099,10190100,3,180006,1,0,0,0,0.325
622,3099,10190100,3,220002,1,0,0,0,0.05
623,3100,10190100,3,170006,1,0,0,0,0.325
624,3100,10190100,3,180006,1,0,0,0,0.325
625,3100,10190100,3,220002,1,0,0,0,0.05
626,4901,15040900,1,104000270,1,0,0,210020,0.8
627,4902,15050400,1,110000160,1,0,0,210150,0.8
628,4903,15090000,3,130790,1,0,0,0,0.8
629,4904,15040600,3,130800,1,0,0,0,0.8
630,4903,15511000,1,112000100,1,0,0,10240,0.8
631,4905,15300002,3,170005,1,0,0,0,1
632,4906,15041001,1,103000240,1,0,0,10250,0.8
633,4907,15050501,3,120271,1,0,0,0,0.8
634,4908,15450004,3,120420,1,0,0,0,0.8
635,4907,15312000,1,106000220,1,0,0,10260,0.8
636,4909,15180002,3,170005,1,0,0,0,1
637,4910,15020102,1,111000190,1,0,0,10270,0.8
638,4911,15560003,3,131130,1,0,0,0,0.8
639,4912,15050002,3,130531,1,0,0,0,0.8
640,4911,15030000,1,118000110,1,0,0,10280,0.8
641,4913,15200001,3,170005,1,0,0,0,1
642,4914,15430001,1,101000290,1,0,0,10290,0.42
643,4915,15140001,1,102000350,1,0,0,210020,0.8
644,4916,15212001,3,120262,1,0,0,0,0.8
645,4915,15160000,1,104000360,1,0,0,10300,0.8
646,4913,15220001,2,101000019,1,60,60,20000,0.8
647,4917,15200102,3,170005,1,0,0,0,1
648,4918,15010101,1,107000170,1,0,0,10320,0.8
649,4919,15420002,3,121100,1,0,0,0,0.8
650,4920,15550001,3,120731,1,0,0,0,0.8
651,4919,15131000,1,103000330,1,0,0,10310,0.8
652,4921,15050101,3,170005,1,0,0,0,1
653,4922,15040301,1,110000210,1,0,0,10340,0.8
654,4923,15040102,3,110191,1,0,0,0,0.8
655,4924,15530001,1,104000410,1,0,0,10360,0.8
656,4923,15212200,1,109000330,1,0,0,10350,0.8
657,4925,15200001,3,170005,1,0,0,0,1
658,4926,15140001,1,105000310,1,0,0,10380,0.8
659,4927,15020102,3,130700,1,0,0,0,0.8
660,4928,15100210,1,103000370,1,0,0,10400,0.8
661,4927,15502000,1,102000460,1,0,0,10390,0.8
662,4929,15090000,3,110790,1,0,0,0,0.8
663,4930,15440001,1,112000180,1,0,0,10420,0.8
664,4931,15010202,3,130790,1,0,0,0,0.8
665,4932,15212101,1,109000380,1,0,0,10440,0.8
666,4931,15511001,1,111000270,1,0,0,10430,0.8
667,4929,15511000,3,110800,1,0,0,0,0.3
668,4929,15511000,3,110261,1,0,0,0,0.3
669,4929,15511000,3,110271,1,0,0,0,0.3
670,4933,15050501,3,110680,1,0,0,0,0.8
671,4934,15040702,1,106000350,1,0,0,10460,0.8
672,4935,15040400,3,110221,1,0,0,0,0.8
673,4936,15520001,1,102000490,1,0,0,10480,0.8
674,4935,15312001,1,118000190,1,0,0,10470,0.8
675,4933,15312000,3,110241,1,0,0,0,0.3
676,4933,15312000,3,110251,1,0,0,0,0.3
677,4933,15312000,3,110730,1,0,0,0,0.3
678,4937,15560003,3,110540,1,0,0,0,0.8
679,4938,15550001,1,105000360,1,0,0,10530,0.8
680,4939,15041100,3,131130,1,0,0,0,0.8
681,4940,15040203,1,112000190,1,0,0,10540,0.8
682,4939,15030001,1,104000500,1,0,0,10520,0.8
683,4937,15030000,3,110055,1,0,0,0,0.3
684,4937,15030000,3,111100,1,0,0,0,0.3
685,4937,15030000,3,120551,1,0,0,0,0.3
686,4941,15140001,3,120440,1,0,0,0,0.8
687,4942,15301002,1,103000470,1,0,0,10560,0.8
688,4943,15050400,2,101000019,1,60,60,20000,0.8
689,4944,15040002,1,111000340,1,0,0,10580,0.8
690,4943,15160003,1,109000420,1,0,0,10570,0.8
691,4941,15160000,3,111020,1,0,0,0,0.3
692,4941,15160000,3,111160,1,0,0,0,0.3
693,4941,15160000,3,121160,1,0,0,0,0.3
694,4942,15220002,1,110000300,1,0,0,10590,0.8
695,4945,15590004,3,121140,1,0,0,0,0.8
696,4901,10190100,3,190000,1,0,0,0,0.15
697,4901,10190100,3,200000,1,0,0,0,0.075
698,4901,10190100,3,210000,1,0,0,0,0.075
699,4901,10190100,3,170007,1,0,0,0,0.325
700,4901,10190100,3,180007,1,0,0,0,0.325
701,4901,10190100,3,220002,1,0,0,0,0.05
702,4902,10190100,3,190000,1,0,0,0,0.15
703,4902,10190100,3,200000,1,0,0,0,0.075
704,4902,10190100,3,210000,1,0,0,0,0.075
705,4902,10190100,3,170007,1,0,0,0,0.325
706,4902,10190100,3,180007,1,0,0,0,0.325
707,4902,10190100,3,220002,1,0,0,0,0.05
708,4903,10190100,3,190000,1,0,0,0,0.15
709,4903,10190100,3,200000,1,0,0,0,0.075
710,4903,10190100,3,210000,1,0,0,0,0.075
711,4903,10190100,3,170007,1,0,0,0,0.325
712,4903,10190100,3,180007,1,0,0,0,0.325
713,4903,10190100,3,220002,1,0,0,0,0.05
714,4904,10190100,3,190000,1,0,0,0,0.15
715,4904,10190100,3,200000,1,0,0,0,0.075
716,4904,10190100,3,210000,1,0,0,0,0.075
717,4904,10190100,3,170007,1,0,0,0,0.325
718,4904,10190100,3,180007,1,0,0,0,0.325
719,4904,10190100,3,220002,1,0,0,0,0.05
720,4905,10190100,3,190000,1,0,0,0,0.15
721,4905,10190100,3,200000,1,0,0,0,0.075
722,4905,10190100,3,210000,1,0,0,0,0.075
723,4905,10190100,3,170007,1,0,0,0,0.325
724,4905,10190100,3,180007,1,0,0,0,0.325
725,4905,10190100,3,220002,1,0,0,0,0.05
726,4906,10190100,3,190000,1,0,0,0,0.15
727,4906,10190100,3,200000,1,0,0,0,0.075
728,4906,10190100,3,210000,1,0,0,0,0.075
729,4906,10190100,3,170007,1,0,0,0,0.325
730,4906,10190100,3,180007,1,0,0,0,0.325
731,4906,10190100,3,220002,1,0,0,0,0.05
732,4907,10190100,3,190000,1,0,0,0,0.15
733,4907,10190100,3,200000,1,0,0,0,0.075
734,4907,10190100,3,210000,1,0,0,0,0.075
735,4907,10190100,3,170007,1,0,0,0,0.325
736,4907,10190100,3,180007,1,0,0,0,0.325
737,4907,10190100,3,220002,1,0,0,0,0.05
738,4908,10190100,3,190000,1,0,0,0,0.15
739,4908,10190100,3,200000,1,0,0,0,0.075
740,4908,10190100,3,210000,1,0,0,0,0.075
741,4908,10190100,3,170007,1,0,0,0,0.325
742,4908,10190100,3,180007,1,0,0,0,0.325
743,4908,10190100,3,220002,1,0,0,0,0.05
744,4909,10190100,3,190000,1,0,0,0,0.15
745,4909,10190100,3,200000,1,0,0,0,0.075
746,4909,10190100,3,210000,1,0,0,0,0.075
747,4909,10190100,3,170007,1,0,0,0,0.325
748,4909,10190100,3,180007,1,0,0,0,0.325
749,4909,10190100,3,220002,1,0,0,0,0.05
750,4910,10190100,3,190000,1,0,0,0,0.15
751,4910,10190100,3,200000,1,0,0,0,0.075
752,4910,10190100,3,210000,1,0,0,0,0.075
753,4910,10190100,3,170007,1,0,0,0,0.325
754,4910,10190100,3,180007,1,0,0,0,0.325
755,4910,10190100,3,220002,1,0,0,0,0.05
756,4911,10190100,3,190000,1,0,0,0,0.15
757,4911,10190100,3,200000,1,0,0,0,0.075
758,4911,10190100,3,210000,1,0,0,0,0.075
759,4911,10190100,3,170007,1,0,0,0,0.325
760,4911,10190100,3,180007,1,0,0,0,0.325
761,4911,10190100,3,220002,1,0,0,0,0.05
762,4912,10190100,3,190000,1,0,0,0,0.15
763,4912,10190100,3,200000,1,0,0,0,0.075
764,4912,10190100,3,210000,1,0,0,0,0.075
765,4912,10190100,3,170007,1,0,0,0,0.325
766,4912,10190100,3,180007,1,0,0,0,0.325
767,4912,10190100,3,220002,1,0,0,0,0.05
768,4913,10190100,3,190000,1,0,0,0,0.15
769,4913,10190100,3,200000,1,0,0,0,0.075
770,4913,10190100,3,210000,1,0,0,0,0.075
771,4913,10190100,3,170007,1,0,0,0,0.325
772,4913,10190100,3,180007,1,0,0,0,0.325
773,4913,10190100,3,220002,1,0,0,0,0.05
774,4914,10190100,3,190000,1,0,0,0,0.15
775,4914,10190100,3,200000,1,0,0,0,0.075
776,4914,10190100,3,210000,1,0,0,0,0.075
777,4914,10190100,3,170007,1,0,0,0,0.325
778,4914,10190100,3,180007,1,0,0,0,0.325
779,4914,10190100,3,220002,1,0,0,0,0.05
780,4915,10190100,3,190000,1,0,0,0,0.15
781,4915,10190100,3,200000,1,0,0,0,0.075
782,4915,10190100,3,210000,1,0,0,0,0.075
783,4915,10190100,3,170007,1,0,0,0,0.325
784,4915,10190100,3,180007,1,0,0,0,0.325
785,4915,10190100,3,220002,1,0,0,0,0.05
786,4916,10190100,3,190000,1,0,0,0,0.15
787,4916,10190100,3,200000,1,0,0,0,0.075
788,4916,10190100,3,210000,1,0,0,0,0.075
789,4916,10190100,3,170007,1,0,0,0,0.325
790,4916,10190100,3,180007,1,0,0,0,0.325
791,4916,10190100,3,220002,1,0,0,0,0.05
792,4917,10190100,3,190000,1,0,0,0,0.15
793,4917,10190100,3,200000,1,0,0,0,0.075
794,4917,10190100,3,210000,1,0,0,0,0.075
795,4917,10190100,3,170007,1,0,0,0,0.325
796,4917,10190100,3,180007,1,0,0,0,0.325
797,4917,10190100,3,220002,1,0,0,0,0.05
798,4918,10190100,3,190000,1,0,0,0,0.15
799,4918,10190100,3,200000,1,0,0,0,0.075
800,4918,10190100,3,210000,1,0,0,0,0.075
801,4918,10190100,3,170007,1,0,0,0,0.325
802,4918,10190100,3,180007,1,0,0,0,0.325
803,4918,10190100,3,220002,1,0,0,0,0.05
804,4919,10190100,3,190000,1,0,0,0,0.15
805,4919,10190100,3,200000,1,0,0,0,0.075
806,4919,10190100,3,210000,1,0,0,0,0.075
807,4919,10190100,3,170007,1,0,0,0,0.325
808,4919,10190100,3,180007,1,0,0,0,0.325
809,4919,10190100,3,220002,1,0,0,0,0.05
810,4920,10190100,3,190000,1,0,0,0,0.15
811,4920,10190100,3,200000,1,0,0,0,0.075
812,4920,10190100,3,210000,1,0,0,0,0.075
813,4920,10190100,3,170007,1,0,0,0,0.325
814,4920,10190100,3,180007,1,0,0,0,0.325
815,4920,10190100,3,220002,1,0,0,0,0.05
816,4921,10190100,3,190000,1,0,0,0,0.15
817,4921,10190100,3,200000,1,0,0,0,0.075
818,4921,10190100,3,210000,1,0,0,0,0.075
819,4921,10190100,3,170007,1,0,0,0,0.325
820,4921,10190100,3,180007,1,0,0,0,0.325
821,4921,10190100,3,220002,1,0,0,0,0.05
822,4922,10190100,3,190000,1,0,0,0,0.15
823,4922,10190100,3,200000,1,0,0,0,0.075
824,4922,10190100,3,210000,1,0,0,0,0.075
825,4922,10190100,3,170007,1,0,0,0,0.325
826,4922,10190100,3,180007,1,0,0,0,0.325
827,4922,10190100,3,220002,1,0,0,0,0.05
828,4923,10190100,3,190000,1,0,0,0,0.15
829,4923,10190100,3,200000,1,0,0,0,0.075
830,4923,10190100,3,210000,1,0,0,0,0.075
831,4923,10190100,3,170007,1,0,0,0,0.325
832,4923,10190100,3,180007,1,0,0,0,0.325
833,4923,10190100,3,220002,1,0,0,0,0.05
834,4924,10190100,3,190000,1,0,0,0,0.15
835,4924,10190100,3,200000,1,0,0,0,0.075
836,4924,10190100,3,210000,1,0,0,0,0.075
837,4924,10190100,3,170007,1,0,0,0,0.325
838,4924,10190100,3,180007,1,0,0,0,0.325
839,4924,10190100,3,220002,1,0,0,0,0.05
840,4925,10190100,3,190000,1,0,0,0,0.15
841,4925,10190100,3,200000,1,0,0,0,0.075
842,4925,10190100,3,210000,1,0,0,0,0.075
843,4925,10190100,3,170007,1,0,0,0,0.325
844,4925,10190100,3,180007,1,0,0,0,0.325
845,4925,10190100,3,220002,1,0,0,0,0.05
846,4926,10190100,3,190000,1,0,0,0,0.15
847,4926,10190100,3,200000,1,0,0,0,0.075
848,4926,10190100,3,210000,1,0,0,0,0.075
849,4926,10190100,3,170007,1,0,0,0,0.325
850,4926,10190100,3,180007,1,0,0,0,0.325
851,4926,10190100,3,220002,1,0,0,0,0.05
852,4927,10190100,3,190000,1,0,0,0,0.15
853,4927,10190100,3,200000,1,0,0,0,0.075
854,4927,10190100,3,210000,1,0,0,0,0.075
855,4927,10190100,3,170007,1,0,0,0,0.325
856,4927,10190100,3,180007,1,0,0,0,0.325
857,4927,10190100,3,220002,1,0,0,0,0.05
858,4928,10190100,3,190000,1,0,0,0,0.15
859,4928,10190100,3,200000,1,0,0,0,0.075
860,4928,10190100,3,210000,1,0,0,0,0.075
861,4928,10190100,3,170007,1,0,0,0,0.325
862,4928,10190100,3,180007,1,0,0,0,0.325
863,4928,10190100,3,220002,1,0,0,0,0.05
864,4929,10190100,3,190000,1,0,0,0,0.15
865,4929,10190100,3,200000,1,0,0,0,0.075
866,4929,10190100,3,210000,1,0,0,0,0.075
867,4929,10190100,3,170007,1,0,0,0,0.325
868,4929,10190100,3,180007,1,0,0,0,0.325
869,4929,10190100,3,220002,1,0,0,0,0.05
870,4930,10190100,3,190000,1,0,0,0,0.15
871,4930,10190100,3,200000,1,0,0,0,0.075
872,4930,10190100,3,210000,1,0,0,0,0.075
873,4930,10190100,3,170007,1,0,0,0,0.325
874,4930,10190100,3,180007,1,0,0,0,0.325
875,4930,10190100,3,220002,1,0,0,0,0.05
876,4931,10190100,3,190000,1,0,0,0,0.15
877,4931,10190100,3,200000,1,0,0,0,0.075
878,4931,10190100,3,210000,1,0,0,0,0.075
879,4931,10190100,3,170007,1,0,0,0,0.325
880,4931,10190100,3,180007,1,0,0,0,0.325
881,4931,10190100,3,220002,1,0,0,0,0.05
882,4932,10190100,3,190000,1,0,0,0,0.15
883,4932,10190100,3,200000,1,0,0,0,0.075
884,4932,10190100,3,210000,1,0,0,0,0.075
885,4932,10190100,3,170007,1,0,0,0,0.325
886,4932,10190100,3,180007,1,0,0,0,0.325
887,4932,10190100,3,220002,1,0,0,0,0.05
888,4933,10190100,3,190000,1,0,0,0,0.15
889,4933,10190100,3,200000,1,0,0,0,0.075
890,4933,10190100,3,210000,1,0,0,0,0.075
891,4933,10190100,3,170007,1,0,0,0,0.325
892,4933,10190100,3,180007,1,0,0,0,0.325
893,4933,10190100,3,220002,1,0,0,0,0.05
894,4934,10190100,3,190000,1,0,0,0,0.15
895,4934,10190100,3,200000,1,0,0,0,0.075
896,4934,10190100,3,210000,1,0,0,0,0.075
897,4934,10190100,3,170007,1,0,0,0,0.325
898,4934,10190100,3,180007,1,0,0,0,0.325
899,4934,10190100,3,220002,1,0,0,0,0.05
900,4935,10190100,3,190000,1,0,0,0,0.15
901,4935,10190100,3,200000,1,0,0,0,0.075
902,4935,10190100,3,210000,1,0,0,0,0.075
903,4935,10190100,3,170007,1,0,0,0,0.325
904,4935,10190100,3,180007,1,0,0,0,0.325
905,4935,10190100,3,220002,1,0,0,0,0.05
906,4936,10190100,3,190000,1,0,0,0,0.15
907,4936,10190100,3,200000,1,0,0,0,0.075
908,4936,10190100,3,210000,1,0,0,0,0.075
909,4936,10190100,3,170007,1,0,0,0,0.325
910,4936,10190100,3,180007,1,0,0,0,0.325
911,4936,10190100,3,220002,1,0,0,0,0.05
912,4937,10190100,3,190000,1,0,0,0,0.15
913,4937,10190100,3,200000,1,0,0,0,0.075
914,4937,10190100,3,210000,1,0,0,0,0.075
915,4937,10190100,3,170007,1,0,0,0,0.325
916,4937,10190100,3,180007,1,0,0,0,0.325
917,4937,10190100,3,220002,1,0,0,0,0.05
918,4938,10190100,3,190000,1,0,0,0,0.15
919,4938,10190100,3,200000,1,0,0,0,0.075
920,4938,10190100,3,210000,1,0,0,0,0.075
921,4938,10190100,3,170007,1,0,0,0,0.325
922,4938,10190100,3,180007,1,0,0,0,0.325
923,4938,10190100,3,220002,1,0,0,0,0.05
924,4939,10190100,3,190000,1,0,0,0,0.15
925,4939,10190100,3,200000,1,0,0,0,0.075
926,4939,10190100,3,210000,1,0,0,0,0.075
927,4939,10190100,3,170007,1,0,0,0,0.325
928,4939,10190100,3,180007,1,0,0,0,0.325
929,4939,10190100,3,220002,1,0,0,0,0.05
930,4940,10190100,3,190000,1,0,0,0,0.15
931,4940,10190100,3,200000,1,0,0,0,0.075
932,4940,10190100,3,210000,1,0,0,0,0.075
933,4940,10190100,3,170007,1,0,0,0,0.325
934,4940,10190100,3,180007,1,0,0,0,0.325
935,4940,10190100,3,220002,1,0,0,0,0.05
936,4941,10190100,3,190000,1,0,0,0,0.15
937,4941,10190100,3,200000,1,0,0,0,0.075
938,4941,10190100,3,210000,1,0,0,0,0.075
939,4941,10190100,3,170007,1,0,0,0,0.325
940,4941,10190100,3,180007,1,0,0,0,0.325
941,4941,10190100,3,220002,1,0,0,0,0.05
942,4942,10190100,3,190000,1,0,0,0,0.15
943,4942,10190100,3,200000,1,0,0,0,0.075
944,4942,10190100,3,210000,1,0,0,0,0.075
945,4942,10190100,3,170007,1,0,0,0,0.325
946,4942,10190100,3,180007,1,0,0,0,0.325
947,4942,10190100,3,220002,1,0,0,0,0.05
948,4943,10190100,3,190000,1,0,0,0,0.15
949,4943,10190100,3,200000,1,0,0,0,0.075
950,4943,10190100,3,210000,1,0,0,0,0.075
951,4943,10190100,3,170007,1,0,0,0,0.325
952,4943,10190100,3,180007,1,0,0,0,0.325
953,4943,10190100,3,220002,1,0,0,0,0.05
954,4944,10190100,3,190000,1,0,0,0,0.15
955,4944,10190100,3,200000,1,0,0,0,0.075
956,4944,10190100,3,210000,1,0,0,0,0.075
957,4944,10190100,3,170007,1,0,0,0,0.325
958,4944,10190100,3,180007,1,0,0,0,0.325
959,4944,10190100,3,220002,1,0,0,0,0.05
960,4945,10190100,3,190000,1,0,0,0,0.15
961,4945,10190100,3,200000,1,0,0,0,0.075
962,4945,10190100,3,210000,1,0,0,0,0.075
963,4945,10190100,3,170007,1,0,0,0,0.325
964,4945,10190100,3,180007,1,0,0,0,0.325
965,4945,10190100,3,220002,1,0,0,0,0.05
