// SoundSeId,RecordId,QueName,CueId,Volume,DecayMin,DecayMax,PriorityIdentifier,SkipTime,IsUsePan,IsLoop
350,"SE_SYS_BTL_CHARA_INTRODUCE","se",813,0.2,1000,2000,1,1,True,False
351,"SE_SYS_BTL_WARN_01","se",860,1,1000,2000,1,1,True,False
352,"SE_SYS_BTL_WARN_02","se",861,1,1000,2000,1,1,True,False
353,"SE_SYS_BTL_WARN_03","se",862,1,1000,2000,1,1,True,False
354,"SE_SYS_BTL_SKILL_SYNC_OCCUR","se",725,1,1000,2000,1,1,True,False
355,"SE_SYS_BTL_SKILL_FRIEND_OCCUR","se",725,1,1000,2000,1,1,True,False
356,"SE_SYS_BTL_GET_TREASURE_BOX_01","se",814,1,1000,2000,1,1,True,False
357,"SE_SYS_BTL_GET_TREASURE_BOX_02","se",815,1,1000,2000,1,1,True,False
358,"SE_SYS_BTL_GET_TREASURE_BOX_03","se",816,1,1000,2000,1,1,True,False
359,"SE_SYS_BTL_COUNTDOWN","se",859,1,1000,2000,1,1,True,False
360,"SE_SYS_BTL_RAREDROP_GET","se_03",15,1,1000,2000,1,1,True,False
361,"SE_SYS_BTL_PLAYERTRACE_GET","se_03",16,1,1000,2000,1,1,True,False
362,"SE_SYS_BTL_ADAPTABLE_DEFEAT","se_201906patch",6,1,1000,2000,1,1,True,False
363,"SE_SYS_BTL_ADAPTABLE_KEY_GET","se_201906patch",12,1,1000,2000,1,1,True,False
364,"SE_SYS_BTL_CHARA_UNSELECTABLE","se_201907patch",39,1,1000,2000,1,1,True,False
365,"SE_SYS_BTL_SPPORTSKILL_BUTTON_PUSH","se_201907patch",40,1,1000,2000,1,1,True,False
366,"SE_SYS_BTL_SUPPORTSKILL_ANOTHER_PLAYER","se_201907patch",41,1,1000,2000,1,1,True,False
367,"SE_SYS_BTL_SPPORTSKILL_BUTTON_PUSH_NG","se_201907patch",39,1,1000,2000,1,1,True,False
368,"SE_SYS_BTL_RECORDMEDAL_MOVE","se_201909patch_early",25,1,1000,2000,1,1,True,False
369,"SE_SYS_BTL_ZENSON_SAFE","se_201909patch_early",34,1,1000,2000,1,1,True,False
370,"SE_SYS_BTL_PUNISHERFIELD_DOWN","se_201906patch",12,1,1000,2000,1,1,True,False
371,"SE_SYS_BTL_PUNISHERFIELD_LOST","se_201912patch",76,1,1000,2000,1,1,True,False
372,"SE_SYS_BTL_GREED_HUNT","se_202005patch",0,1,1000,2000,1,1,True,False
374,"SE_MULTI_MEMBER_IN","se",1053,1,1000,2000,1,1,True,False
375,"SE_MULTI_BOSS_ENCOUNT","se",393,1,1000,2000,1,1,True,False
376,"SE_MULTI_CHAT_CANCEL","se",394,1,1000,2000,1,1,True,False
377,"SE_MULTI_CHAT_TAP","se",395,1,1000,2000,1,1,True,False
378,"SE_MULTI_MISSION_START","se",396,1,1000,2000,1,1,True,False
379,"SE_MULTI_READY_END","se",397,0,1000,2000,1,1,True,False
380,"SE_MULTI_READY_START","se",398,1,1000,2000,1,1,True,False
382,"SE_RESULT_EXTRA_BONUS_GET","se",731,1,1000,2000,1,1,True,False
383,"SE_RESULT_LOG_LEVELUP","se",732,1,1000,2000,0,0.3,True,False
384,"SE_RESULT_NEW_LOG_RELEASE","se",733,1,1000,2000,1,1,True,False
385,"SE_RESULT_NEW_RECORD","se",734,1,1000,2000,1,1,True,False
386,"SE_RESULT_RANKUP_BONUS","se",735,1,1000,2000,0,0.3,True,False
387,"SE_RESULT_WINDOW_DOWN","se",736,1,1000,2000,1,1,True,False
388,"SE_RESULT_WINDOW_UP","se",737,1,1000,2000,1,1,True,False
389,"SE_RESULT_EXP_BAR","se",739,1,1000,2000,1,1,True,False
390,"SE_RESULT_GAME_OVER","se",789,1,1000,2000,1,1,True,False
391,"SE_RESULT_SAFE_RETURN","se_02",0,1,1000,2000,1,1,True,False
392,"SE_RESULT_CHANCE","se",866,1,1000,2000,1,1,True,False
393,"SE_RESULT_CHANGE","se",867,1,1000,2000,1,1,True,False
394,"SE_RESULT_RECORD_BAR","se",868,1,1000,2000,1,1,True,False
395,"SE_RESULT_SORT","se",869,1,1000,2000,1,1,True,False
396,"SE_RESULT_YUICHANCE_NO","se",187,1,1000,2000,1,1,True,False
397,"SE_RESULT_YUICHANCE_START","se",188,1,1000,2000,1,1,True,False
398,"SE_RESULT_YUICHANCE_YES","se",189,1,1000,2000,1,1,True,False
399,"SE_RESULT_EXTRA BOUNUS_SORT","se",180,1,1000,2000,1,1,True,False
400,"SE_RESULT_COUNT_UP","se",871,0.2,1000,2000,1,1,True,True
401,"SE_RESULT_EXP_BAR_MAX","se",872,1,1000,2000,1,1,True,False
402,"SE_RESULT_RANK_UP_01","se",873,1,1000,2000,1,1,True,False
403,"SE_RESULT_RANK_UP_02","se",874,1,1000,2000,1,1,True,False
404,"SE_RESULT_RANK_IN","se",876,1,1000,2000,1,1,True,False
405,"SE_RESULT_WINDOW_SHINE","se",868,1,1000,2000,1,1,True,False
406,"SE_RESULT_CLEAR","se",734,1,1000,2000,1,1,True,False
408,"SE_EVRESULT_MAINTASK_SWITCH","se_03",27,1,1000,2000,1,1,True,False
409,"SE_EVRESULT_RESOURCE_FLASH","se_03",21,1,1000,2000,1,1,True,False
410,"SE_EVRESULT_RESOURCE_POINT_LIGHT","se_03",19,0.7,1000,2000,0,0.3,True,False
411,"SE_EVRESULT_RESOURCE_REALIZE","se_03",20,1,1000,2000,1,1,True,False
412,"SE_EVRESULT_TITLE_FLASH","se_03",21,1,1000,2000,1,1,True,False
413,"SE_EVRESULT_TITLE_POINT_LIGHT","se_03",19,0.7,1000,2000,1,1,True,False
414,"SE_EVRESULT_TITLE_REALIZE","se_03",20,1,1000,2000,0,0.3,True,False
416,"SE_TASK_CLEAR","se_03",22,1,1000,2000,0,1,True,False
417,"SE_TASK_MAIN_CLEAR","se_03",23,1,1000,2000,0,1,True,False
419,"SE_DMRESULT_PANEL_IN","se_201907patch",2,1,1000,2000,1,1,True,False
420,"SE_DMRESULT_MVP_FLASH","se_201907patch",1,1,1000,2000,1,1,True,False
421,"SE_DMRESULT_TRIPLE_PANEL_IN","se_201907patch",11,1,1000,2000,1,1,True,False
422,"SE_DMRESULT_BORDER_PANEL_IN","se_201907patch",2,1,1000,2000,0,0.3,True,False
423,"SE_DMRESULT_BORDER_GAUGE_UP","se_201907patch",4,1,1000,2000,0,0.3,True,False
424,"SE_DMRESULT_BORDER_STAR_LIGHT","se_201907patch",5,1,1000,2000,1,1,True,False
425,"SE_DMRESULT_BORDER_CLEAR","se_201907patch",3,1,1000,2000,1,1,True,False
426,"SE_DMRESULT_LEAGUE_STAR_ABSORB","se_201907patch",0,0.7,1000,2000,1,1,True,False
427,"SE_DMRESULT_LEAGUE_GAUGE_FLASH","se_201907patch",8,1,1000,2000,0,0.3,True,False
428,"SE_DMRESULT_LEAGUE_POINT_UP","se_201907patch",10,0.7,1000,2000,1,1,True,False
429,"SE_DMRESULT_LEAGUE_POINT_DOWN","se_201907patch",9,0.7,1000,2000,1,1,True,False
430,"SE_DMRESULT_LEAGUE_CLASSUP","se_201907patch",7,1,1000,2000,0,0.3,True,False
431,"SE_DMRESULT_LEAGUE_CLASSDOWN","se_201907patch",6,1,1000,2000,1,1,True,False
432,"SE_DMRESULT_MVP_COUNT_UP","se",871,0.2,1000,2000,1,1,True,True
434,"SE_SYS_DM_BODER_CLEAR_01","se_201907patch",21,1,1000,2000,1,1,True,False
435,"SE_SYS_DM_BODER_CLEAR_02","se_201907patch",22,1,1000,2000,1,1,True,False
436,"SE_SYS_DM_EMERGENCY_ESCAPE","se_201907patch",23,1,1000,2000,1,1,True,False
437,"SE_SYS_DM_GREED_APPEAR","se_201907patch",24,1,1000,2000,1,1,True,False
438,"SE_SYS_DM_GREED_DEFEAT","se_201907patch",25,1,1000,2000,0,1,True,False
439,"SE_SYS_DM_INTERMEDIATE_RESULT_01","se_201907patch",26,1,1000,2000,1,1,True,False
440,"SE_SYS_DM_INTERMEDIATE_RESULT_02","se_201907patch",27,1,1000,2000,1,1,True,False
441,"SE_SYS_DM_INTERMEDIATE_RESULT_03","se_201907patch",28,1,1000,2000,1,1,True,False
442,"SE_SYS_DM_INTERMEDIATE_RESULT_04","se_201907patch",29,1,1000,2000,1,1,True,False
443,"SE_SYS_DM_MVP_MOVE","se_201907patch",30,1,1000,2000,1,1,True,False
444,"SE_SYS_DM_RANDOM_BONUS_CLEAR","se_201907patch",31,1,1000,2000,1,1,True,False
445,"SE_SYS_DM_RANDOM_BONUS_DISPLAY_01","se_201907patch",32,1,1000,2000,1,1,True,False
446,"SE_SYS_DM_RANDOM_BONUS_DISPLAY_02","se_201907patch",33,1,1000,2000,1,1,True,False
447,"SE_SYS_DM_SKILL_PORTION_APPEAR","se_201907patch",34,1,1000,2000,1,1,True,False
448,"SE_SYS_DM_SKILL_PORTION_MINUS_ONE","se_201907patch",35,1,1000,2000,1,1,True,False
450,"SE_GIMMICK_AIRFLOW_START","se",364,1,20,25,1,1,True,False
451,"SE_GIMMICK_AIRFLOW_JUMP","se",366,1,20,25,0,1,True,False
452,"SE_GIMMICK_ESCAPE_DEVICE_START_EFFECT","se",367,1,20,25,1,1,True,False
453,"SE_GIMMICK_ESCAPE_DEVICE_START_LOOP","se",368,0.4,20,25,1,1,True,False
454,"SE_GIMMICK_MISSION_DEVICE_START","se",369,1,20,25,1,1,True,False
455,"SE_GIMMICK_MISSION_DEVICE_IDOLING","se",365,1,20,25,1,1,True,False
456,"SE_GIMMICK_SUMMON_DEVICE_IDLING_LOOP","se",370,0,20,25,1,1,True,False
457,"SE_GIMMICK_SUMMON_DEVICE_MONSTER","se",371,1,20,25,1,1,True,False
458,"SE_GIMMICK_FLOWER_OPEN","se",365,1,20,25,1,1,True,False
459,"SE_GIMMICK_FLOWER_HIT","se",111,1,20,25,1,1,True,False
460,"SE_GIMMICK_FLOWER_POISON","se",373,1,20,25,1,1,True,False
461,"SE_GIMMICK_FLOWER_RECOVER","se",374,1,20,25,1,1,True,False
462,"SE_GIMMICK_FLOWER_CRYSTAL","se",372,0,20,25,1,1,True,False
463,"SE_GIMMICK_GGO_CANNON","se",381,1,20,25,1,1,True,False
464,"SE_GIMMICK_GGO_ELECTRICAL_BARRICADE","se",382,0.6,10,25,1,0,True,True
465,"SE_GIMMICK_GGO_GAS_EXPLOSION","se",383,1,20,25,1,1,True,False
466,"SE_GIMMICK_GGO_STEAM_RELEASE","se",384,0.8,10,25,1,0,True,False
467,"SE_GIMMICK_GGO_WALL_BREAK","se",385,1,20,25,1,1,True,False
468,"SE_GIMMICK_ICE_TOWER_BREAK","se",386,1,20,25,1,1,True,False
469,"SE_GIMMICK_HIDDEN_ROAD","se",387,0.5,20,25,1,1,True,False
470,"SE_GIMMICK_ICE_WALL_BREAK","se",388,1,20,25,1,1,True,False
471,"SE_GIMMICK_STATUE_BREATH","se",389,0.6,10,25,1,0,True,False
472,"SE_GIMMICK_DOOR_OPEN","se",390,1,20,25,1,1,True,False
473,"SE_GIMMICK_FLOOR_SWITCH","se",469,1,20,25,1,1,True,False
474,"SE_GIMMICK_ICE_BLOCK_BREAK","se",470,1,20,25,1,1,True,False
475,"SE_GIMMICK_ICE_CAGE_BREAK","se",471,1,20,25,1,1,True,False
476,"SE_GIMMICK_TAIMATSU_OFF","se",472,0.7,20,25,1,1,True,False
477,"SE_GIMMICK_TAIMATSU_ON","se",473,1,20,25,1,1,True,False
478,"SE_GIMMICK_HIDDEN_ITEMS","se",1031,1,20,25,1,1,True,False
479,"SE_GIMMICK_GRASS_SHAKE","se_03",18,0.5,20,25,1,1,True,False
480,"SE_GIMMICK_GRASS_BUFF","se_03",17,0.5,20,25,1,1,True,False
481,"SE_GIMMICK_GRASS_BUFF_SYS","se",30,1,5,5,1,1,True,False
482,"SE_GIMMICK_BARRIERWALL_01","se_201906patch",1,1,20,50,1,1,True,False
483,"SE_GIMMICK_DEVICE_SWITCH","se_201906patch",2,1,20,25,1,1,True,False
484,"SE_GIMMICK_WARP_01","se_201906patch",3,1,20,25,1,1,True,False
485,"SE_GIMMICK_WARP_02","se_201906patch",4,1,20,25,1,1,True,False
486,"SE_GIMMICK_ENM_SWITCH","se_201906patch",24,1,20,25,1,1,True,False
487,"SE_GIMMICK_DEATHGUN_AIM","se_201907patch",43,1,20,25,1,1,True,False
488,"SE_GIMMICK_DEATHGUN_RIFLE","se_201907patch",44,1,20,25,1,1,True,False
489,"SE_GIMMICK_BARREL_EXPLOSION_SEA","se_201909patch_early",0,1,20,25,1,1,True,False
490,"SE_GIMMICK_SHIPWRECK_BREAK_SEA","se_201909patch_early",1,1,20,25,1,1,True,False
491,"SE_GIMMICK_SHIPWRECK_HIT_SEA","se_201909patch_early",2,1,20,25,1,1,True,False
492,"SE_GIMMICK_SUMMON_DEVICE_SEA","se_201909patch_early",3,1,20,25,1,1,True,False
493,"SE_GIMMICK_ICICLE_BREAK","se_201909patch_early",26,0.8,20,25,1,1,True,False
494,"SE_GIMMICK_SAND_SOMOTHING_01","se_201909patch_early",27,0.6,2,30,1,0,True,False
495,"SE_GIMMICK_SAND_SOMOTHING_02","se_201909patch_early",28,1,20,25,1,1,True,False
496,"SE_GIMMICK_ICICLE_NEEDLE_BREAK","se_201910patch",0,1,10,20,1,0.2,True,False
497,"SE_GIMMICK_ICICLE_NEEDLE_FALL","se_201910patch",1,1,10,20,1,1,True,False
498,"SE_GIMMICK_WIND_ROCK_01_WEAK","se_201910patch",2,1,10,20,1,1,True,False
499,"SE_GIMMICK_WIND_ROCK_02_STRONG","se_201910patch",3,1,10,20,1,1,True,False
500,"SE_GIMMICK_WARP_03","se_201912patch",33,1,20,25,1,1,True,False
501,"SE_GIMMICK_WARP_04","se_201912patch",34,1,20,25,1,1,True,False
503,"SE_GIMMICK_LEGEND_SEAL_HIT","se",1043,1,20,50,1,1,True,False
504,"SE_GIMMICK_LEGEND_BARRIER_OFF","se",1041,1,20,50,1,1,True,False
505,"SE_GIMMICK_LEGEND_SEAL_BREAK","se",1042,1,20,50,1,1,True,False
507,"SE_ENV_BLIZZARD_01","se_201909patch_early",33,1,20,50,1,1,True,False
508,"SE_ENV_BLIZZARD_02","se_201909patch_early",32,1,20,50,1,1,True,False
510,"SE_ITEM_DROP_COL","se_03",7,0.4,20,50,1,1,True,False
511,"SE_ITEM_DROP_CRYSTAL","se_03",8,0.6,20,50,1,1,True,False
512,"SE_ITEM_GET_COL","se_03",10,0.7,20,50,1,1,True,False
513,"SE_ITEM_GET_CRYSTAL_LＬ","se_03",11,1,20,50,1,1,True,False
514,"SE_ITEM_GET_CRYSTAL_L","se_03",11,1,20,50,1,1,True,False
515,"SE_ITEM_GET_CRYSTAL_M","se_03",12,1,20,50,1,1,True,False
516,"SE_ITEM_GET_CRYSTAL_S","se_03",13,1,20,50,1,1,True,False
517,"SE_ITEM_DROP_VP","se_03",9,0.7,20,50,1,1,True,False
518,"SE_ITEM_GET_VP","se_03",14,0.8,20,50,1,1,True,False
519,"SE_ITEM_GET_DMMEDA","se_201907patch",13,0.7,20,50,1,1,True,False
520,"SE_ITEM_EFF_DMMEDA","se_201907patch",12,0.4,20,50,1,1,True,False
521,"SE_ITEM_GET_SKILL_POTION","se_201907patch",20,1,20,50,1,1,True,False
522,"SE_ITEM_EFF_SKILL_POTION","se_201907patch",144,1,20,50,1,1,True,False
524,"SE_CMN_ACTION_JUMP","se_03",1,1,20,50,0,1,True,False
525,"SE_CMN_ACTION_LANDING","se_03",5,1,20,50,0,1,True,False
526,"SE_CMN_ACTION_JUMP_UP","se_03",3,1,20,50,0,1,True,False
527,"SE_CMN_ACTION_JUMP_DOWN","se_03",2,1,20,50,0,1,True,False
528,"SE_CMN_ACTION_SKILL_START","se",31,1,20,50,1,0.3,True,False
529,"SE_CMN_ACTION_CHARGE_START","se_03",0,0.8,20,50,1,0.3,True,False
530,"SE_CMN_ACTION_JUSTGUARD","se_03",4,1,20,50,1,0.3,True,False
531,"SE_CMN_ACTION_PARYI","se_03",6,1,20,50,1,0.3,True,False
532,"SE_CMN_ACTION_CHARGE_START_LV2","se_201907patch",120,0.8,20,50,1,0.3,True,False
533,"SE_CMN_ACTION_CHARGE_START_LV3","se_201907patch",121,0.8,20,50,1,0.3,True,False
535,"SE_CMN_FOOT_WATER_L","se_201907patch",18,0.7,20,25,1,1,True,False
536,"SE_CMN_FOOT_WATER_R","se_201907patch",19,0.7,20,25,1,1,True,False
538,"SE_CMN_EFF_DEBUFF","se_201912patch",80,1,20,50,1,1,True,False
539,"SE_CMN_EFF_DEBUFF_ENE","se_201912patch",81,1,20,50,1,1,True,False
540,"SE_CMN_EFF_ICE","se",1054,1,20,50,1,1,True,False
541,"SE_CMN_EFF_DEBUFF_OFF_ENE","se_201912patch",81,1,20,50,1,1,True,False
543,"SE_SUPPORT_POP","se_201907patch",127,1,20,50,1,1,True,False
544,"SE_SUPPORT_BUFF","se_201907patch",128,1,20,25,1,1,True,False
545,"SE_SUPPORT_002_RESUSCITATION","se_201907patch",146,1,20,50,1,1,True,False
546,"SE_SUPPORT_003_FIRE_EFF","se_201907patch",136,0.7,20,50,1,1,True,False
547,"SE_SUPPORT_009_WARP","se_201907patch",145,1,20,50,1,1,True,False
549,"SE_SUPPORT_016_SLASH_01","se_201907patch",142,1,20,50,1,1,True,False
550,"SE_SUPPORT_016_SLASH_02","se_201907patch",143,1,20,50,1,1,True,False
551,"SE_SUPPORT_033_HIDE","se_201907patch",138,0.7,20,50,1,1,True,False
552,"SE_SUPPORT_039_FLOWER","se_201907patch",139,0.7,20,50,1,1,True,False
553,"SE_SUPPORT_044_BALL","se_201907patch",140,1,20,50,1,1,True,False
554,"SE_SUPPORT_054_BULLET","se_201907patch",141,0.5,20,50,1,1,True,False
555,"SE_SUPPORT_059_01_ICE","se_201908patch",1,1,20,50,1,1,True,False
556,"SE_SUPPORT_059_02_WIND","se_201908patch",2,1,20,50,1,1,True,False
557,"SE_SUPPORT_059_MIX","se_201908patch",3,1,20,50,1,1,True,False
558,"SE_SUPPORT_PUMPKIN_BREAK","se_201909patch_early",36,0.3,20,50,1,0.2,True,False
559,"SE_SUPPORT_PUMPKIN_FALL","se_201909patch_early",37,1,20,50,1,0.2,True,False
560,"SE_SUPPORT_PUMPKIN_ROAR","se_201909patch_early",38,1,20,50,1,0.3,True,False
561,"SE_SUPPORT_PUMPKIN_BIG","se_201909patch_early",39,1,20,50,1,1,True,False
562,"SE_SUPPORT_087_STAR_FALL","se_201909patch_late",45,1,20,50,1,0.2,True,False
563,"SE_SUPPORT_087_STAR_BREAK","se_201909patch_late",46,1,20,50,1,0.2,True,False
564,"SE_SUPPORT_088_HEART","se_201909patch_late",47,1,20,50,1,0.3,True,False
565,"SE_SUPPORT_089_CAT","se_201909patch_late",48,1,20,50,1,1,True,False
566,"SE_SUPPORT_090_STAR_SPREAD","se_201909patch_late",49,1,20,50,1,0.2,True,False
567,"SE_SUPPORT_094_LIGHT_PILLAR","se",618,1,20,50,1,0.2,True,False
568,"SE_SUPPORT_BOX_FALL","se_201909patch_late",45,0.5,20,50,1,0.2,True,False
569,"SE_SUPPORT_BOX_DROP","se_201911patch",0,1,20,50,1,0.2,True,False
570,"SE_SUPPORT_SYRINGE_SHOOT","se_201911patch",1,1,20,50,1,0.2,True,False
571,"SE_SUPPORT_MAID_CLEANUP","se_201911patch",2,1,20,50,1,1,True,False
572,"SE_SUPPORT_ARABIAN_BOMB","se_202001patch",2,1,20,50,1,0.2,True,False
573,"SE_SUPPORT_ARABIAN_BUFF","se_202001patch",3,1,20,50,1,0.2,True,False
574,"SE_SUPPORT_IDOL","se_202001patch",4,1,20,50,1,0.2,True,False
575,"SE_SUPPORT_VALENTINE","se_202001patch",5,1,20,50,1,0.2,True,False
576,"SE_SUPPORT_IDOLKIRITO","se_202001patch",6,1,20,50,1,0.2,True,False
577,"SE_SUPPORT_EUG_PERMANENT","se_202002patch",0,0.6,20,50,1,0.2,True,False
578,"SE_SUPPORT_REC_DISBELIEF","se_202002patch",1,0.6,20,50,0,0.2,True,False
579,"SE_SUPPORT_BUFF_SPARKLE_BLUE","se_202002patch",2,0.5,20,50,0,0.2,True,False
580,"SE_SUPPORT_LIS_JK","se_202003patch",0,0.6,20,50,1,0.2,True,False
581,"SE_SUPPORT_GODDESS_LEA_SIN","se_202004patch",13,0.6,20,50,1,0.2,True,False
582,"SE_SUPPORT_2006_REN_CUTTER_LOOP","se_202010patch",1,1,10,40,0,0.2,True,False
583,"SE_SUPPORT_2006_BER_SWORD","se_202007patch",25,1,20,50,0,0.2,True,False
584,"SE_SUPPORT_2006_BER_CLOCK","se_202007patch",24,1,20,50,0,0.2,True,False
585,"SE_SUPPORT_2006_FAN_BEAM_LOOP","se_202007patch",26,1,20,50,0,0.2,True,False
586,"SE_SUPPORT_2006_ASU_BUBBLE_LOOP","se_202010patch",0,1,20,50,0,0.2,True,False
587,"SE_SUPPORT_2006_ASU_BUBBLE_SHOOT","se_202007patch",23,1,20,50,0,0.2,True,False
588,"SE_SUPPORT_2006_DUS_ARROW","se_202007patch",28,0.85,20,50,0,0.2,True,False
589,"SE_SUPPORT_2010_YUU_DARK","se_202010patch",28,0.85,20,50,0,0.2,True,False
590,"SE_SUPPORT_2010_ALI_SHOOT","se_202010patch",25,0.85,20,50,0,0.2,True,False
591,"SE_SUPPORT_2010_BRE_BEAM","se_202010patch",26,0.85,20,50,0,0.2,True,False
592,"SE_SUPPORT_2010_LEA_PUMPKIN","se_202010patch",27,0.85,20,50,0,0.2,True,False
593,"SE_SUPPORT_2011_KIRITO_SMOKEG","se_202011patch",5,1,20,50,0,1,True,False
594,"SE_SUPPORT_2011_SINON_OKE","se_202011patch",6,1,20,50,0,1,True,False
595,"SE_SUPPORT_2011_ASU_MANYPRESENT","se_202011patch",7,1,20,50,0,1,True,False
596,"SE_SUPPORT_2011_ASU_SPRING","se_202011patch",8,0.5,20,50,1,0.2,True,False
597,"SE_SUPPORT_2011_STR_BOX_FALL","se_202011patch",9,0.7,20,50,1,0.2,True,False
599,"SE_AILMENT_POISON","se",1028,1,20,50,1,1,True,False
600,"SE_AILMENT_CONFUSION","se",1026,1,20,50,1,1,True,False
601,"SE_AILMENT_SEALED","se",1029,1,20,50,1,1,True,False
602,"SE_AILMENT_PARALYSIS","se",1027,1,20,50,1,1,True,False
603,"SE_AILMENT_WEAKNESS","se_201909patch_early",35,1,20,50,1,1,True,False
604,"SE_AILMENT_FREEZE","se_201909patch_late",3,1,20,50,1,0.3,True,False
605,"SE_AILMENT_CHARM","se_202001patch",14,1,20,50,1,0.3,True,False
606,"SE_AILMENT_BURN_START","se_201909patch_early",35,1,20,50,1,1,True,False
607,"SE_AILMENT_BURN","se",490,0.6,20,50,1,0.3,True,False
608,"SE_AILMENT_HIDE","se_201907patch",138,0.7,20,50,1,1,True,False
610,"SE_HIT_CHR_BLOW_NOMAL","se",143,1,20,50,1,0.5,True,False
611,"SE_HIT_CHR_BLOW_RESIST","se",144,0.8,20,50,1,0.5,True,False
612,"SE_HIT_CHR_BLOW_WEAK","se",145,1,20,50,1,0.5,True,False
613,"SE_HIT_CHR_SLASH_NOMAL","se",146,1,20,50,1,0.5,True,False
614,"SE_HIT_CHR_SLASH_RESIST","se",147,0.8,20,50,1,0.5,True,False
615,"SE_HIT_CHR_SLASH_WEAK","se",148,1,20,50,1,0.5,True,False
616,"SE_HIT_CHR_THRUST_NOMAL","se",149,1,20,50,1,0.5,True,False
617,"SE_HIT_CHR_THRUST_RESIST","se",150,0.8,20,50,1,0.5,True,False
618,"SE_HIT_CHR_THRUST_WEAK","se",151,1,20,50,1,0.5,True,False
619,"SE_HIT_CHR_ENHANCE_FIRE","se",490,0.3,20,50,1,0.3,True,False
620,"SE_HIT_CHR_ENHANCE_WATER","se",493,0.3,20,50,1,0.3,True,False
621,"SE_HIT_CHR_ENHANCE_EARTH","se",489,0.3,20,50,1,0.3,True,False
622,"SE_HIT_CHR_ENHANCE_WIND","se",494,0.3,20,50,1,0.3,True,False
623,"SE_HIT_CHR_ENHANCE_THUNDER","se",492,0.3,20,50,1,0.3,True,False
624,"SE_HIT_CHR_ENHANCE_LIGHT","se",491,0.3,20,50,1,0.3,True,False
625,"SE_HIT_CHR_ENHANCE_DARK","se",488,0.3,20,50,1,0.3,True,False
626,"SE_HIT_CHR_GUN_NOMAL","se_201908patch",4,0.8,20,50,1,0.5,True,False
627,"SE_HIT_CHR_GUN_RESIST","se_201907patch",118,0.8,20,50,1,0.5,True,False
628,"SE_HIT_CHR_GUN_WEAK","se_201908patch",5,0.8,20,50,1,0.5,True,False
629,"SE_HIT_CHR_GUN_SKILL_NOMAL","se_201907patch",132,1,20,50,0,0.5,True,False
630,"SE_HIT_CHR_GUN_SKILL_RESIST","se_201907patch",118,1,20,50,0,0.5,True,False
631,"SE_HIT_CHR_GUN_SKILL_WEAK","se_201907patch",133,1,20,50,0,0.5,True,False
632,"SE_HIT_CHR_GUN_SKILL_PHANTOM","se_201908patch",0,1,20,50,0,1,True,False
633,"SE_HIT_CHR_BELL_NOMAL","se_201911patch",8,1,20,50,1,0.5,True,False
634,"SE_HIT_CHR_BELL_RESIST","se_201911patch",9,1,20,50,1,0.5,True,False
635,"SE_HIT_CHR_BELL_WEAK","se_201911patch",10,1,20,50,1,0.5,True,False
636,"SE_HIT_CHR_BARRIER_RESIST","se_201912patch",75,1,20,50,1,0.5,True,False
637,"SE_HIT_CHR_VALENTINE_HEART","se",143,0.45,20,50,1,0.5,True,False
638,"SE_HIT_CHR_LS_NOMAL","se_202010patch",4,1,20,50,1,0.5,True,False
639,"SE_HIT_CHR_LS_RESIST","se_202010patch",5,1,20,50,1,0.5,True,False
640,"SE_HIT_CHR_LS_WEAK","se_202010patch",3,1,20,50,1,0.5,True,False
642,"SE_HIT_GIM_BLOW_NOMAL","se",143,0.7,15,35,1,0.5,True,False
643,"SE_HIT_GIM_BLOW_RESIST","se",144,0.7,15,35,1,0.5,True,False
644,"SE_HIT_GIM_BLOW_WEAK","se",145,0.7,15,35,1,0.5,True,False
645,"SE_HIT_GIM_SLASH_NOMAL","se",146,0.7,15,35,1,0.5,True,False
646,"SE_HIT_GIM_SLASH_RESIST","se",147,0.7,15,35,1,0.5,True,False
647,"SE_HIT_GIM_SLASH_WEAK","se",148,0.7,15,35,1,0.5,True,False
648,"SE_HIT_GIM_THRUST_NOMAL","se",149,0.7,15,35,1,0.5,True,False
649,"SE_HIT_GIM_THRUST_RESIST","se",150,0.7,15,35,1,0.5,True,False
650,"SE_HIT_GIM_THRUST_WEAK","se",151,0.7,15,35,1,0.5,True,False
651,"SE_HIT_GIM_ENHANCE_FIRE","se",490,0.3,15,35,1,0.3,True,False
652,"SE_HIT_GIM_ENHANCE_WATER","se",493,0.3,15,35,1,0.3,True,False
653,"SE_HIT_GIM_ENHANCE_EARTH","se",489,0.3,15,35,1,0.3,True,False
654,"SE_HIT_GIM_ENHANCE_WIND","se",494,0.3,15,35,1,0.3,True,False
655,"SE_HIT_GIM_ENHANCE_THUNDER","se",492,0.3,15,35,1,0.3,True,False
656,"SE_HIT_GIM_ENHANCE_LIGHT","se",491,0.3,15,35,1,0.3,True,False
657,"SE_HIT_GIM_ENHANCE_DARK","se",488,0.3,15,35,1,0.3,True,False
658,"SE_HIT_GIM_GUN_NOMAL","se_201907patch",117,0.7,20,50,1,0.5,True,False
659,"SE_HIT_GIM_GUN_RESIST","se_201907patch",118,0.7,20,50,1,0.5,True,False
660,"SE_HIT_GIM_GUN_WEAK","se_201907patch",119,0.7,20,50,1,0.5,True,False
662,"SE_BTL_MAGIC_DARK_CAST_01","se",608,1,20,50,1,0.5,True,False
