// UnitPowerId,UnitId,Lv,ParamHp,ParamStr,ParamVit,ParamInt,Exp
696,10120101,99,23328,4147,486,2880,108
697,10120101,999,217728,38707,4536,26880,1008
698,10120102,1,648,260,27,267,10
699,10120102,10,2052,608,86,507,19
700,10120102,99,23328,4147,486,2880,108
701,10120102,999,217728,38707,4536,26880,1008
702,10120200,1,648,260,27,267,10
703,10120200,10,2052,608,86,507,19
704,10120200,99,23328,4147,486,2880,108
705,10120200,999,217728,38707,4536,26880,1008
706,10120201,1,648,260,27,267,10
707,10120201,10,2052,608,86,507,19
708,10120201,99,23328,4147,486,2880,108
709,10120201,999,217728,38707,4536,26880,1008
710,10120202,1,648,260,27,267,10
711,10120202,10,2052,608,86,507,19
712,10120202,99,23328,4147,486,2880,108
713,10120202,999,217728,38707,4536,26880,1008
714,10130000,1,1620,217,6,267,10
715,10130000,10,5130,507,19,507,19
716,10130000,99,58320,3456,108,2880,108
717,10130000,999,544320,32256,1008,26880,1008
718,10130001,1,1620,217,6,267,10
719,10130001,10,5130,507,19,507,19
720,10130001,99,58320,3456,108,2880,108
721,10130001,999,544320,32256,1008,26880,1008
722,10130002,1,1620,217,6,267,10
723,10130002,10,5130,507,19,507,19
724,10130002,99,58320,3456,108,2880,108
725,10130002,999,544320,32256,1008,26880,1008
726,10130100,1,1620,217,6,267,10
727,10130100,10,5130,507,19,507,19
728,10130100,99,58320,3456,108,2880,108
729,10130100,999,544320,32256,1008,26880,1008
730,10130101,1,1620,217,6,267,10
731,10130101,10,5130,507,19,507,19
732,10130101,99,58320,3456,108,2880,108
733,10130101,999,544320,32256,1008,26880,1008
734,10130102,1,1620,217,6,267,10
735,10130102,10,5130,507,19,507,19
736,10130102,99,58320,3456,108,2880,108
737,10130102,999,544320,32256,1008,26880,1008
738,10130200,1,1620,217,6,267,10
739,10130200,10,5130,507,19,507,19
740,10130200,99,58320,3456,108,2880,108
741,10130200,999,544320,32256,1008,26880,1008
742,10130201,1,1620,217,6,267,10
743,10130201,10,5130,507,19,507,19
744,10130201,99,58320,3456,108,2880,108
745,10130201,999,544320,32256,1008,26880,1008
746,10130202,1,1620,217,6,267,10
747,10130202,10,5130,507,19,507,19
748,10130202,99,58320,3456,108,2880,108
749,10130202,999,544320,32256,1008,26880,1008
750,10130300,1,1620,217,6,267,10
751,10130300,10,5130,507,19,507,19
752,10130300,99,58320,3456,108,2880,108
753,10130300,999,544320,32256,1008,26880,1008
754,10130301,1,1620,217,6,267,10
755,10130301,10,5130,507,19,507,19
756,10130301,99,58320,3456,108,2880,108
757,10130301,999,544320,32256,1008,26880,1008
758,10130302,1,1620,217,6,267,10
759,10130302,10,5130,507,19,507,19
760,10130302,99,58320,3456,108,2880,108
761,10130302,999,544320,32256,1008,26880,1008
762,10140000,1,648,217,6,267,10
763,10140000,10,2052,507,19,507,19
764,10140000,99,23328,3456,108,2880,108
765,10140000,999,217728,32256,1008,26880,1008
766,10140001,1,756,238,6,293,10
767,10140001,10,2394,557,19,557,19
768,10140001,99,27216,3802,108,3168,108
769,10140001,999,254016,35482,1008,29568,1008
770,10140002,1,648,217,6,267,10
771,10140002,10,2052,507,19,507,19
772,10140002,99,23328,3456,108,2880,108
773,10140002,999,217728,32256,1008,26880,1008
774,10140100,1,648,217,6,267,10
775,10140100,10,2052,507,19,507,19
776,10140100,99,23328,3456,108,2880,108
777,10140100,999,217728,32256,1008,26880,1008
778,10140101,1,756,238,6,293,10
779,10140101,10,2394,557,19,557,19
780,10140101,99,27216,3802,108,3168,108
781,10140101,999,254016,35482,1008,29568,1008
782,10140102,1,648,217,6,267,10
783,10140102,10,2052,507,19,507,19
784,10140102,99,23328,3456,108,2880,108
785,10140102,999,217728,32256,1008,26880,1008
786,10140200,1,648,217,6,267,10
787,10140200,10,2052,507,19,507,19
788,10140200,99,23328,3456,108,2880,108
789,10140200,999,217728,32256,1008,26880,1008
790,10140201,1,756,238,6,293,10
791,10140201,10,2394,557,19,557,19
792,10140201,99,27216,3802,108,3168,108
793,10140201,999,254016,35482,1008,29568,1008
794,10140202,1,648,217,6,267,10
795,10140202,10,2052,507,19,507,19
796,10140202,99,23328,3456,108,2880,108
797,10140202,999,217728,32256,1008,26880,1008
798,10140300,1,648,217,6,267,10
799,10140300,10,2052,507,19,507,19
800,10140300,99,23328,3456,108,2880,108
801,10140300,999,217728,32256,1008,26880,1008
802,10140301,1,756,238,6,293,10
803,10140301,10,2394,557,19,557,19
804,10140301,99,27216,3802,108,3168,108
805,10140301,999,254016,35482,1008,29568,1008
806,10140302,1,648,217,6,267,10
807,10140302,10,2052,507,19,507,19
808,10140302,99,23328,3456,108,2880,108
809,10140302,999,217728,32256,1008,26880,1008
810,10140400,1,648,217,6,267,10
811,10140400,10,2052,507,19,507,19
812,10140400,99,23328,3456,108,2880,108
813,10140400,999,217728,32256,1008,26880,1008
814,10140401,1,756,238,6,293,10
815,10140401,10,2394,557,19,557,19
816,10140401,99,27216,3802,108,3168,108
817,10140401,999,254016,35482,1008,29568,1008
818,10140402,1,648,217,6,267,10
819,10140402,10,2052,507,19,507,19
820,10140402,99,23328,3456,108,2880,108
821,10140402,999,217728,32256,1008,26880,1008
822,10150000,1,1620,325,60,267,10
823,10150000,10,5130,760,190,507,19
824,10150000,99,58320,5184,1080,2880,108
825,10150000,999,544320,48384,10080,26880,1008
826,10150001,1,1620,325,60,267,10
827,10150001,10,5130,760,190,507,19
828,10150001,99,58320,5184,1080,2880,108
829,10150001,999,544320,48384,10080,26880,1008
830,10150002,1,1620,325,60,267,10
831,10150002,10,5130,760,190,507,19
832,10150002,99,58320,5184,1080,2880,108
833,10150002,999,544320,48384,10080,26880,1008
834,10150100,1,1620,325,60,267,10
835,10150100,10,5130,760,190,507,19
836,10150100,99,58320,5184,1080,2880,108
837,10150100,999,544320,48384,10080,26880,1008
838,10150101,1,1620,325,60,267,10
839,10150101,10,5130,760,190,507,19
840,10150101,99,58320,5184,1080,2880,108
841,10150101,999,544320,48384,10080,26880,1008
842,10150102,1,1620,325,60,267,10
843,10150102,10,5130,760,190,507,19
844,10150102,99,58320,5184,1080,2880,108
845,10150102,999,544320,48384,10080,26880,1008
846,10150200,1,1620,347,60,267,10
847,10150200,10,5130,811,190,507,19
848,10150200,99,58320,5530,1080,2880,108
849,10150200,999,544320,51610,10080,26880,1008
850,10150201,1,1620,347,60,267,10
851,10150201,10,5130,811,190,507,19
852,10150201,99,58320,5530,1080,2880,108
853,10150201,999,544320,51610,10080,26880,1008
854,10150202,1,1620,347,60,267,10
855,10150202,10,5130,811,190,507,19
856,10150202,99,58320,5530,1080,2880,108
857,10150202,999,544320,51610,10080,26880,1008
858,10150300,1,1620,325,60,267,10
859,10150300,10,5130,760,190,507,19
860,10150300,99,58320,5184,1080,2880,108
861,10150300,999,544320,48384,10080,26880,1008
862,10150301,1,1620,325,60,267,10
863,10150301,10,5130,760,190,507,19
864,10150301,99,58320,5184,1080,2880,108
865,10150301,999,544320,48384,10080,26880,1008
866,10150302,1,1620,325,60,267,10
867,10150302,10,5130,760,190,507,19
868,10150302,99,58320,5184,1080,2880,108
869,10150302,999,544320,48384,10080,26880,1008
870,10150400,1,1620,325,60,267,10
871,10150400,10,5130,760,190,507,19
872,10150400,99,58320,5184,1080,2880,108
873,10150400,999,544320,48384,10080,26880,1008
874,10150401,1,1620,325,60,267,10
875,10150401,10,5130,760,190,507,19
876,10150401,99,58320,5184,1080,2880,108
877,10150401,999,544320,48384,10080,26880,1008
878,10150402,1,1620,325,60,267,10
879,10150402,10,5130,760,190,507,19
880,10150402,99,58320,5184,1080,2880,108
881,10150402,999,544320,48384,10080,26880,1008
882,10160000,1,1080,325,45,267,10
883,10160000,10,3420,760,143,507,19
884,10160000,99,38880,5184,810,2880,108
885,10160000,999,362880,48384,7560,26880,1008
886,10160001,1,1080,325,45,267,10
887,10160001,10,3420,760,143,507,19
888,10160001,99,38880,5184,810,2880,108
889,10160001,999,362880,48384,7560,26880,1008
890,10160002,1,1080,325,45,267,10
891,10160002,10,3420,760,143,507,19
892,10160002,99,38880,5184,810,2880,108
893,10160002,999,362880,48384,7560,26880,1008
894,10160100,1,1080,325,45,267,10
895,10160100,10,3420,760,143,507,19
896,10160100,99,38880,5184,810,2880,108
897,10160100,999,362880,48384,7560,26880,1008
898,10160101,1,1080,325,45,267,10
899,10160101,10,3420,760,143,507,19
900,10160101,99,38880,5184,810,2880,108
901,10160101,999,362880,48384,7560,26880,1008
902,10160102,1,1080,325,45,267,10
903,10160102,10,3420,760,143,507,19
904,10160102,99,38880,5184,810,2880,108
905,10160102,999,362880,48384,7560,26880,1008
906,10160200,1,1080,325,45,267,10
907,10160200,10,3420,760,143,507,19
908,10160200,99,38880,5184,810,2880,108
909,10160200,999,362880,48384,7560,26880,1008
910,10160201,1,1080,325,45,267,10
911,10160201,10,3420,760,143,507,19
912,10160201,99,38880,5184,810,2880,108
913,10160201,999,362880,48384,7560,26880,1008
914,10160202,1,1080,325,45,267,10
915,10160202,10,3420,760,143,507,19
916,10160202,99,38880,5184,810,2880,108
917,10160202,999,362880,48384,7560,26880,1008
918,10180000,1,432,108,3,267,10
919,10180000,10,1368,253,10,507,19
920,10180000,99,15552,1728,54,2880,108
921,10180000,999,145152,16128,504,26880,1008
922,10180001,1,432,108,3,267,10
923,10180001,10,1368,253,10,507,19
924,10180001,99,15552,1728,54,2880,108
925,10180001,999,145152,16128,504,26880,1008
926,10180002,1,432,108,3,267,10
927,10180002,10,1368,253,10,507,19
928,10180002,99,15552,1728,54,2880,108
929,10180002,999,145152,16128,504,26880,1008
930,10180100,1,432,108,3,267,10
931,10180100,10,1368,253,10,507,19
932,10180100,99,15552,1728,54,2880,108
933,10180100,999,145152,16128,504,26880,1008
934,10180101,1,432,108,3,267,10
935,10180101,10,1368,253,10,507,19
936,10180101,99,15552,1728,54,2880,108
937,10180101,999,145152,16128,504,26880,1008
938,10180102,1,432,108,3,267,10
939,10180102,10,1368,253,10,507,19
940,10180102,99,15552,1728,54,2880,108
941,10180102,999,145152,16128,504,26880,1008
942,10180200,1,5400,108,3,267,30
943,10180200,10,17100,253,10,507,57
944,10180200,99,194400,1728,54,2880,324
945,10180200,999,1814400,16128,504,26880,3024
946,10180201,1,5400,108,3,267,30
947,10180201,10,17100,253,10,507,57
948,10180201,99,194400,1728,54,2880,324
949,10180201,999,1814400,16128,504,26880,3024
950,10180202,1,5400,108,3,267,30
951,10180202,10,17100,253,10,507,57
952,10180202,99,194400,1728,54,2880,324
953,10180202,999,1814400,16128,504,26880,3024
954,10180300,1,432,108,3,267,10
955,10180300,10,1368,253,10,507,19
956,10180300,99,15552,1728,54,2880,108
957,10180300,999,145152,16128,504,26880,1008
958,10180301,1,432,108,3,267,10
959,10180301,10,1368,253,10,507,19
960,10180301,99,15552,1728,54,2880,108
961,10180301,999,145152,16128,504,26880,1008
962,10180302,1,432,108,3,267,10
963,10180302,10,1368,253,10,507,19
964,10180302,99,15552,1728,54,2880,108
965,10180302,999,145152,16128,504,26880,1008
966,10190000,1,1080,650,30,533,10
967,10190000,10,3420,1520,95,1013,19
968,10190000,99,38880,10368,540,5760,108
969,10190000,999,362880,96768,5040,53760,1008
970,10190100,1,5400,217,30,267,10
971,10190100,10,17100,507,95,507,19
972,10190100,99,194400,3456,540,2880,108
973,10190100,999,1814400,32256,5040,26880,1008
974,10230000,1,648,217,45,267,10
975,10230000,10,2052,507,143,507,19
976,10230000,99,23328,3456,810,2880,108
977,10230000,999,217728,32256,7560,26880,1008
978,10230001,1,648,217,45,267,10
979,10230001,10,2052,507,143,507,19
980,10230001,99,23328,3456,810,2880,108
981,10230001,999,217728,32256,7560,26880,1008
982,10230002,1,648,217,45,267,10
983,10230002,10,2052,507,143,507,19
984,10230002,99,23328,3456,810,2880,108
985,10230002,999,217728,32256,7560,26880,1008
986,10230100,1,648,217,45,267,10
987,10230100,10,2052,507,143,507,19
988,10230100,99,23328,3456,810,2880,108
989,10230100,999,217728,32256,7560,26880,1008
990,10230101,1,648,217,45,267,10
991,10230101,10,2052,507,143,507,19
992,10230101,99,23328,3456,810,2880,108
993,10230101,999,217728,32256,7560,26880,1008
994,10230102,1,648,217,45,267,10
995,10230102,10,2052,507,143,507,19
996,10230102,99,23328,3456,810,2880,108
997,10230102,999,217728,32256,7560,26880,1008
998,10240000,1,2700,217,30,267,30
999,10240000,10,8550,507,95,507,57
1000,10240000,99,97200,3456,540,2880,324
1001,10240000,999,907200,32256,5040,26880,3024
1002,10240001,1,2700,217,30,267,30
1003,10240001,10,8550,507,95,507,57
1004,10240001,99,97200,3456,540,2880,324
1005,10240001,999,907200,32256,5040,26880,3024
1006,10240002,1,2700,217,30,267,30
1007,10240002,10,8550,507,95,507,57
1008,10240002,99,97200,3456,540,2880,324
1009,10240002,999,907200,32256,5040,26880,3024
1010,10240100,1,2700,325,30,400,30
1011,10240100,10,8550,760,95,760,57
1012,10240100,99,97200,5184,540,4320,324
1013,10240100,999,907200,48384,5040,40320,3024
1014,10240101,1,2700,325,30,400,30
1015,10240101,10,8550,760,95,760,57
1016,10240101,99,97200,5184,540,4320,324
1017,10240101,999,907200,48384,5040,40320,3024
1018,10240102,1,2700,325,30,400,30
1019,10240102,10,8550,760,95,760,57
1020,10240102,99,97200,5184,540,4320,324
1021,10240102,999,907200,48384,5040,40320,3024
1022,10240103,1,2700,325,30,400,10
1023,10240103,10,8550,760,95,760,19
1024,10240103,99,97200,5184,540,4320,108
1025,10240103,999,907200,48384,5040,40320,1008
1026,10250000,1,2160,260,6,320,10
1027,10250000,10,6840,608,19,608,19
1028,10250000,99,77760,4147,108,3456,108
1029,10250000,999,725760,38707,1008,32256,1008
1030,10250001,1,2160,260,6,320,10
1031,10250001,10,6840,608,19,608,19
1032,10250001,99,77760,4147,108,3456,108
1033,10250001,999,725760,38707,1008,32256,1008
1034,10250002,1,2160,260,6,320,10
1035,10250002,10,6840,608,19,608,19
1036,10250002,99,77760,4147,108,3456,108
1037,10250002,999,725760,38707,1008,32256,1008
1038,10250003,1,4320,260,6,320,10
1039,10250003,10,13680,608,19,608,19
1040,10250003,99,155520,4147,108,3456,108
1041,10250003,999,1451520,38707,1008,32256,1008
1042,10250100,1,2160,433,6,320,10
1043,10250100,10,6840,1013,19,608,19
1044,10250100,99,77760,6912,108,3456,108
1045,10250100,999,725760,64512,1008,32256,1008
1046,10250101,1,2160,433,6,320,10
1047,10250101,10,6840,1013,19,608,19
1048,10250101,99,77760,6912,108,3456,108
1049,10250101,999,725760,64512,1008,32256,1008
1050,10250102,1,2160,433,6,320,10
1051,10250102,10,6840,1013,19,608,19
1052,10250102,99,77760,6912,108,3456,108
1053,10250102,999,725760,64512,1008,32256,1008
1054,10250103,1,4320,433,6,320,10
1055,10250103,10,13680,1013,19,608,19
1056,10250103,99,155520,6912,108,3456,108
1057,10250103,999,1451520,64512,1008,32256,1008
1058,10260000,1,2700,325,6,267,10
1059,10260000,10,8550,760,19,507,19
1060,10260000,99,97200,5184,108,2880,108
1061,10260000,999,907200,48384,1008,26880,1008
1062,10260001,1,2700,325,6,267,10
1063,10260001,10,8550,760,19,507,19
1064,10260001,99,97200,5184,108,2880,108
1065,10260001,999,907200,48384,1008,26880,1008
1066,10260002,1,2700,325,6,267,10
1067,10260002,10,8550,760,19,507,19
1068,10260002,99,97200,5184,108,2880,108
1069,10260002,999,907200,48384,1008,26880,1008
1070,10260100,1,3240,433,6,267,10
1071,10260100,10,10260,1013,19,507,19
1072,10260100,99,116640,6912,108,2880,108
1073,10260100,999,1088640,64512,1008,26880,1008
1074,10260101,1,3240,433,6,267,10
1075,10260101,10,10260,1013,19,507,19
1076,10260101,99,116640,6912,108,2880,108
1077,10260101,999,1088640,64512,1008,26880,1008
1078,10260102,1,3240,433,6,267,10
1079,10260102,10,10260,1013,19,507,19
1080,10260102,99,116640,6912,108,2880,108
1081,10260102,999,1088640,64512,1008,26880,1008
1082,10260200,1,2700,325,6,267,10
1083,10260200,10,8550,760,19,507,19
1084,10260200,99,97200,5184,108,2880,108
1085,10260200,999,907200,48384,1008,26880,1008
1086,10260201,1,2700,325,6,267,10
1087,10260201,10,8550,760,19,507,19
1088,10260201,99,97200,5184,108,2880,108
1089,10260201,999,907200,48384,1008,26880,1008
1090,10260202,1,2700,325,6,267,10
1091,10260202,10,8550,760,19,507,19
1092,10260202,99,97200,5184,108,2880,108
1093,10260202,999,907200,48384,1008,26880,1008
1094,10260300,1,2700,325,6,267,10
1095,10260300,10,8550,760,19,507,19
1096,10260300,99,97200,5184,108,2880,108
1097,10260300,999,907200,48384,1008,26880,1008
1098,10260301,1,2700,325,6,267,10
1099,10260301,10,8550,760,19,507,19
1100,10260301,99,97200,5184,108,2880,108
1101,10260301,999,907200,48384,1008,26880,1008
1102,10260302,1,2700,325,6,267,10
1103,10260302,10,8550,760,19,507,19
1104,10260302,99,97200,5184,108,2880,108
1105,10260302,999,907200,48384,1008,26880,1008
1106,10270000,1,378,152,3,267,10
1107,10270000,10,1197,355,10,507,19
1108,10270000,99,13608,2419,54,2880,108
1109,10270000,999,127008,22579,504,26880,1008
1110,10270001,1,378,152,3,267,10
1111,10270001,10,1197,355,10,507,19
1112,10270001,99,13608,2419,54,2880,108
1113,10270001,999,127008,22579,504,26880,1008
1114,10270002,1,378,152,3,267,10
1115,10270002,10,1197,355,10,507,19
1116,10270002,99,13608,2419,54,2880,108
1117,10270002,999,127008,22579,504,26880,1008
1118,10270100,1,378,152,3,267,10
1119,10270100,10,1197,355,10,507,19
1120,10270100,99,13608,2419,54,2880,108
1121,10270100,999,127008,22579,504,26880,1008
1122,10270101,1,378,152,3,267,10
1123,10270101,10,1197,355,10,507,19
1124,10270101,99,13608,2419,54,2880,108
1125,10270101,999,127008,22579,504,26880,1008
1126,10270102,1,378,152,3,267,10
1127,10270102,10,1197,355,10,507,19
1128,10270102,99,13608,2419,54,2880,108
1129,10270102,999,127008,22579,504,26880,1008
1130,10280000,1,432,173,15,267,10
1131,10280000,10,1368,405,48,507,19
1132,10280000,99,15552,2765,270,2880,108
1133,10280000,999,145152,25805,2520,26880,1008
1134,10280001,1,432,173,15,267,10
1135,10280001,10,1368,405,48,507,19
1136,10280001,99,15552,2765,270,2880,108
1137,10280001,999,145152,25805,2520,26880,1008
1138,10280002,1,432,173,15,267,10
1139,10280002,10,1368,405,48,507,19
1140,10280002,99,15552,2765,270,2880,108
1141,10280002,999,145152,25805,2520,26880,1008
1142,10280003,1,432,173,15,267,10
1143,10280003,10,1368,405,48,507,19
1144,10280003,99,15552,2765,270,2880,108
1145,10280003,999,145152,25805,2520,26880,1008
1146,10280100,1,432,173,15,267,10
1147,10280100,10,1368,405,48,507,19
1148,10280100,99,15552,2765,270,2880,108
1149,10280100,999,145152,25805,2520,26880,1008
1150,10280101,1,432,173,15,267,10
1151,10280101,10,1368,405,48,507,19
1152,10280101,99,15552,2765,270,2880,108
1153,10280101,999,145152,25805,2520,26880,1008
1154,10280102,1,432,173,15,267,10
1155,10280102,10,1368,405,48,507,19
1156,10280102,99,15552,2765,270,2880,108
1157,10280102,999,145152,25805,2520,26880,1008
1158,10280103,1,432,173,15,267,10
1159,10280103,10,1368,405,48,507,19
1160,10280103,99,15552,2765,270,2880,108
1161,10280103,999,145152,25805,2520,26880,1008
1162,10500000,1,540,217,3,267,10
1163,10500000,10,1710,507,10,507,19
1164,10500000,99,19440,3456,54,2880,108
1165,10500000,999,181440,32256,504,26880,1008
1166,10500001,1,540,217,3,267,10
1167,10500001,10,1710,507,10,507,19
1168,10500001,99,19440,3456,54,2880,108
1169,10500001,999,181440,32256,504,26880,1008
1170,10500002,1,320,217,3,267,10
1171,10500002,10,1710,507,10,507,19
1172,10500002,99,19440,3456,54,2880,108
1173,10500002,999,181440,32256,504,26880,1008
1174,10500100,1,540,282,3,267,10
1175,10500100,10,1710,659,10,507,19
1176,10500100,99,19440,4493,54,2880,108
1177,10500100,999,181440,41933,504,26880,1008
1178,10500101,1,2160,347,3,267,10
1179,10500101,10,6840,811,10,507,19
1180,10500101,99,77760,5530,54,2880,108
1181,10500101,999,725760,51610,504,26880,1008
1182,10500102,1,540,282,3,267,10
1183,10500102,10,1710,659,10,507,19
1184,10500102,99,19440,4493,54,2880,108
1185,10500102,999,181440,41933,504,26880,1008
1186,10500200,1,540,282,3,267,10
1187,10500200,10,1710,659,10,507,19
1188,10500200,99,19440,4493,54,2880,108
1189,10500200,999,181440,41933,504,26880,1008
1190,10500201,1,2160,347,3,267,10
1191,10500201,10,6840,811,10,507,19
1192,10500201,99,77760,5530,54,2880,108
1193,10500201,999,725760,51610,504,26880,1008
1194,10500202,1,540,282,3,267,10
1195,10500202,10,1710,659,10,507,19
1196,10500202,99,19440,4493,54,2880,108
1197,10500202,999,181440,41933,504,26880,1008
1198,10500300,1,540,282,3,267,10
1199,10500300,10,1710,659,10,507,19
1200,10500300,99,19440,4493,54,2880,108
1201,10500300,999,181440,41933,504,26880,1008
1202,10500301,1,2160,347,3,267,10
1203,10500301,10,6840,811,10,507,19
1204,10500301,99,77760,5530,54,2880,108
1205,10500301,999,725760,51610,504,26880,1008
1206,10500302,1,540,282,3,267,10
1207,10500302,10,1710,659,10,507,19
1208,10500302,99,19440,4493,54,2880,108
1209,10500302,999,181440,41933,504,26880,1008
1210,10510000,1,810,195,6,267,10
1211,10510000,10,2565,456,19,507,19
1212,10510000,99,29160,3110,108,2880,108
1213,10510000,999,272160,29030,1008,26880,1008
1214,10510001,1,810,195,6,267,10
1215,10510001,10,2565,456,19,507,19
1216,10510001,99,29160,3110,108,2880,108
1217,10510001,999,272160,29030,1008,26880,1008
1218,10510002,1,810,195,6,267,10
1219,10510002,10,2565,456,19,507,19
1220,10510002,99,29160,3110,108,2880,108
1221,10510002,999,272160,29030,1008,26880,1008
1222,10510100,1,810,195,6,267,10
1223,10510100,10,2565,456,19,507,19
1224,10510100,99,29160,3110,108,2880,108
1225,10510100,999,272160,29030,1008,26880,1008
1226,10510101,1,810,195,6,267,10
1227,10510101,10,2565,456,19,507,19
1228,10510101,99,29160,3110,108,2880,108
1229,10510101,999,272160,29030,1008,26880,1008
1230,10510102,1,810,195,6,267,10
1231,10510102,10,2565,456,19,507,19
1232,10510102,99,29160,3110,108,2880,108
1233,10510102,999,272160,29030,1008,26880,1008
1238,10530000,1,540,173,3,267,10
1239,10530000,10,1710,405,10,507,19
1240,10530000,99,19440,2765,54,2880,108
1241,10530000,999,181440,25805,504,26880,1008
1242,10530001,1,540,173,3,267,10
1243,10530001,10,1710,405,10,507,19
1244,10530001,99,19440,2765,54,2880,108
1245,10530001,999,181440,25805,504,26880,1008
1246,10530002,1,540,173,3,267,10
1247,10530002,10,1710,405,10,507,19
1248,10530002,99,19440,2765,54,2880,108
1249,10530002,999,181440,25805,504,26880,1008
1250,10530100,1,540,173,3,267,10
1251,10530100,10,1710,405,10,507,19
1252,10530100,99,19440,2765,54,2880,108
1253,10530100,999,181440,25805,504,26880,1008
1254,10530101,1,540,173,3,267,10
1255,10530101,10,1710,405,10,507,19
1256,10530101,99,19440,2765,54,2880,108
1257,10530101,999,181440,25805,504,26880,1008
1258,10530102,1,540,173,3,267,10
1259,10530102,10,1710,405,10,507,19
1260,10530102,99,19440,2765,54,2880,108
1261,10530102,999,181440,25805,504,26880,1008
1262,10530200,1,540,173,3,267,10
1263,10530200,10,1710,405,10,507,19
1264,10530200,99,19440,2765,54,2880,108
1265,10530200,999,181440,25805,504,26880,1008
1266,10530201,1,540,173,3,267,10
1267,10530201,10,1710,405,10,507,19
1268,10530201,99,19440,2765,54,2880,108
1269,10530201,999,181440,25805,504,26880,1008
1270,10530202,1,540,173,3,267,10
1271,10530202,10,1710,405,10,507,19
1272,10530202,99,19440,2765,54,2880,108
1273,10530202,999,181440,25805,504,26880,1008
1274,10540000,1,270,152,90,267,10
1275,10540000,10,855,355,285,507,19
1276,10540000,99,9720,2419,1620,2880,108
1277,10540000,999,90720,22579,15120,26880,1008
1278,10540001,1,270,152,90,267,10
1279,10540001,10,855,355,285,507,19
1280,10540001,99,9720,2419,1620,2880,108
1281,10540001,999,90720,22579,15120,26880,1008
1282,10540002,1,270,152,90,267,10
1283,10540002,10,855,355,285,507,19
1284,10540002,99,9720,2419,1620,2880,108
1285,10540002,999,90720,22579,15120,26880,1008
1286,10540100,1,270,152,90,267,10
1287,10540100,10,855,355,285,507,19
1288,10540100,99,9720,2419,1620,2880,108
1289,10540100,999,90720,22579,15120,26880,1008
1290,10540101,1,270,152,90,267,10
1291,10540101,10,855,355,285,507,19
1292,10540101,99,9720,2419,1620,2880,108
1293,10540101,999,90720,22579,15120,26880,1008
1294,10540102,1,270,152,90,267,10
1295,10540102,10,855,355,285,507,19
1296,10540102,99,9720,2419,1620,2880,108
1297,10540102,999,90720,22579,15120,26880,1008
1298,10540200,1,270,152,90,267,10
1299,10540200,10,855,355,285,507,19
1300,10540200,99,9720,2419,1620,2880,108
1301,10540200,999,90720,22579,15120,26880,1008
1302,10540201,1,270,152,90,267,10
1303,10540201,10,855,355,285,507,19
1304,10540201,99,9720,2419,1620,2880,108
1305,10540201,999,90720,22579,15120,26880,1008
1306,10540202,1,270,152,90,267,10
1307,10540202,10,855,355,285,507,19
1308,10540202,99,9720,2419,1620,2880,108
1309,10540202,999,90720,22579,15120,26880,1008
1310,10540300,1,270,152,90,267,10
1311,10540300,10,855,355,285,507,19
1312,10540300,99,9720,2419,1620,2880,108
1313,10540300,999,90720,22579,15120,26880,1008
1314,10540301,1,270,152,90,267,10
1315,10540301,10,855,355,285,507,19
1316,10540301,99,9720,2419,1620,2880,108
1317,10540301,999,90720,22579,15120,26880,1008
1318,10540302,1,270,152,90,267,10
1319,10540302,10,855,355,285,507,19
1320,10540302,99,9720,2419,1620,2880,108
1321,10540302,999,90720,22579,15120,26880,1008
1322,10550000,1,324,130,45,267,10
1323,10550000,10,1026,304,143,507,19
1324,10550000,99,11664,2074,810,2880,108
1325,10550000,999,108864,19354,7560,26880,1008
1326,10550001,1,324,130,45,267,10
1327,10550001,10,1026,304,143,507,19
1328,10550001,99,11664,2074,810,2880,108
1329,10550001,999,108864,19354,7560,26880,1008
1330,10550002,1,324,130,45,267,10
1331,10550002,10,1026,304,143,507,19
1332,10550002,99,11664,2074,810,2880,108
1333,10550002,999,108864,19354,7560,26880,1008
1334,10560100,1,432,238,45,267,10
1335,10560100,10,1368,557,143,507,19
1336,10560100,99,15552,3802,810,2880,108
1337,10560100,999,145152,35482,7560,26880,1008
1338,10560101,1,432,238,45,267,10
1339,10560101,10,1368,557,143,507,19
1340,10560101,99,15552,3802,810,2880,108
1341,10560101,999,145152,35482,7560,26880,1008
1342,10560102,1,432,238,45,267,10
1343,10560102,10,1368,557,143,507,19
1344,10560102,99,15552,3802,810,2880,108
1345,10560102,999,145152,35482,7560,26880,1008
1346,10560103,1,54,238,45,267,10
1347,10560103,10,171,557,143,507,19
1348,10560103,99,1944,3802,810,2880,108
1349,10560103,999,18144,35482,7560,26880,1008
1350,10560104,1,54,238,45,267,10
1351,10560104,10,171,557,143,507,19
1352,10560104,99,1944,3802,810,2880,108
1353,10560104,999,18144,35482,7560,26880,1008
1354,10000010,1,2700,347,33,267,50
1355,10000010,10,8550,811,105,507,95
1356,10000010,99,97200,5530,594,2880,540
1357,10000010,999,907200,51610,5544,26880,5040
1358,10000110,1,2970,368,36,267,50
1359,10000110,10,9405,861,114,507,95
1360,10000110,99,106920,5875,648,2880,540
1361,10000110,999,997920,54835,6048,26880,5040
1362,10000210,1,2700,303,33,267,50
1363,10000210,10,8550,709,105,507,95
1364,10000210,99,97200,4838,594,2880,540
1365,10000210,999,907200,45158,5544,26880,5040
1366,10000211,1,2700,303,33,267,50
