// ExBonusTableId,ExBonusTableSubId,ExBonusConditionId,ConditionValue1,ConditionValue2,CommonRewardType,CommonRewardId,CommonRewardNum,Strength,Property1PropertyId,Property1Value1,Property1Value2,Property2PropertyId,Property2Value1,Property2Value2,Property3PropertyId,Property3Value1,Property3Value2,Property4PropertyId,Property4Value1,Property4Value2
304,3065,2,15520000,1,1,109000140,1,0,1,0,0,1,0,0,2,0,0,2,0,0
305,3065,1,240,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
306,3065,6,4,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
307,3066,1,210,0,3,120990,1,0,1,0,0,1,0,0,1,0,0,1,0,0
308,3066,10,40,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
309,3066,7,4,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
310,3067,1,200,0,3,110670,1,0,1,0,0,1,0,0,1,0,0,1,0,0
311,3067,8,0,0,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
312,3067,10,50,0,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
313,3068,2,15180000,1,3,110620,1,0,1,0,0,1,0,0,1,0,0,1,0,0
314,3068,1,230,0,3,130044,1,0,1,0,0,1,0,0,1,0,0,1,0,0
315,3068,8,0,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
316,3069,1,240,0,2,107000004,1,69,205600,0,0,1,0,0,2,0,0,2,0,0
317,3069,4,2,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
318,3069,6,4,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
319,3070,1,260,0,3,121020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
320,3070,6,5,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
321,3070,9,9,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
322,1028,1,240,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
323,1028,4,2,0,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
324,1028,6,4,0,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
325,1029,1,230,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
326,1029,3,40,0,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
327,1029,7,4,0,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
328,1030,1,250,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
329,1030,8,0,0,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
330,1030,10,30,0,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
331,1031,1,260,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
332,1031,4,2,0,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
333,1031,6,5,0,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
334,1032,1,270,0,2,115000002,1,32,1,0,0,1,0,0,2,0,0,99999,0,0
335,1032,8,0,0,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
336,1032,9,5,0,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
337,91001,2,15301000,1,1,102000120,1,0,102100,20,0,100400,40,0,1,0,0,1,0,0
338,91001,2,15301000,1,1,105000070,1,0,106600,0,0,100400,40,0,1,0,0,99999,0,0
339,91001,2,15301000,1,2,102000002,1,20,210100,20,0,1,0,0,1,0,0,99999,0,0
340,91002,2,15430000,1,2,101000008,1,20,200300,90,0,200400,40,0,1,0,0,1,0,0
341,91002,2,15430000,1,2,109000002,1,20,210000,20,0,1,0,0,1,0,0,99999,0,0
342,91002,2,15430000,1,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
343,91003,2,15040300,1,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
344,91003,2,15040300,1,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
345,91003,2,15040300,1,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
346,3071,1,210,0,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
347,3071,4,2,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
348,3071,3,50,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
349,3072,1,200,0,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
350,3072,10,40,0,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
351,3072,6,6,0,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
352,3073,1,200,0,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
353,3073,8,0,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
354,3073,3,50,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
355,3074,1,220,0,2,115000004,1,60,1,0,0,1,0,0,2,0,0,2,0,0
356,3074,4,2,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
357,3074,6,6,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
358,3075,2,15440000,1,1,106000150,1,0,1,0,0,1,0,0,2,0,0,2,0,0
359,3075,1,230,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
360,3075,8,0,0,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
361,3076,1,200,0,3,130180,1,0,1,0,0,1,0,0,1,0,0,1,0,0
362,3076,10,40,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
363,3076,6,5,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
364,3077,1,240,0,3,120271,1,0,1,0,0,1,0,0,1,0,0,1,0,0
365,3077,8,0,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
366,3077,3,50,0,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
367,3078,1,200,1,3,120251,1,0,1,0,0,1,0,0,1,0,0,1,0,0
368,3078,4,2,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
369,3078,6,5,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
370,3079,1,200,0,3,120241,1,0,1,0,0,1,0,0,1,0,0,1,0,0
371,3079,10,40,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
372,3079,3,50,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
373,3080,1,260,0,3,120261,1,0,1,0,0,1,0,0,1,0,0,1,0,0
374,3080,8,0,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
375,3080,6,6,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
376,2011,1,250,0,3,170003,1,0,1,0,0,1,0,0,1,0,0,1,0,0
377,2011,7,5,0,3,170003,1,0,1,0,0,1,0,0,1,0,0,1,0,0
378,2011,11,11,0,1,111000070,1,0,1,0,0,1,0,0,2,0,0,2,0,0
379,2012,1,260,0,3,170003,1,0,1,0,0,1,0,0,1,0,0,1,0,0
380,2012,8,0,0,3,170003,1,0,1,0,0,1,0,0,1,0,0,1,0,0
381,2012,11,12,0,1,112000070,1,0,1,0,0,1,0,0,2,0,0,2,0,0
382,3081,1,280,0,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
383,3081,4,2,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
384,3081,6,6,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
385,3082,1,260,0,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
386,3082,10,40,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
387,3082,3,50,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
388,3083,1,260,0,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
389,3083,8,0,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
390,3083,6,5,0,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
391,3084,1,260,0,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
392,3084,4,2,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
393,3084,3,50,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
394,3085,2,15530000,1,1,108000130,1,0,1,0,0,1,0,0,2,0,0,2,0,0
395,3085,1,280,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
396,3085,8,0,0,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
397,3086,1,240,0,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
398,3086,10,40,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
399,3086,3,50,0,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
400,3087,1,260,0,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
401,3087,8,0,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
402,3087,6,6,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
403,3088,1,280,1,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
404,3088,4,2,0,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
405,3088,3,50,0,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
406,3089,1,240,0,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
407,3089,10,40,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
408,3089,6,5,0,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
409,3090,1,300,0,1,103000170,1,0,1,0,0,1,0,0,2,0,0,2,0,0
410,3090,8,0,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
411,3090,10,40,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
412,3091,1,240,0,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
413,3091,4,2,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
414,3091,3,50,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
415,3092,1,260,0,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
416,3092,10,40,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
417,3092,6,6,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
418,3093,1,260,0,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
419,3093,8,0,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
420,3093,3,50,0,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
421,3094,1,240,0,3,190000,1,60,1,0,0,1,0,0,1,0,0,1,0,0
422,3094,4,2,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
423,3094,6,6,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
424,3095,2,15550000,1,1,107000130,1,0,1,0,0,1,0,0,2,0,0,2,0,0
425,3095,1,260,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
426,3095,8,0,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
427,3096,1,240,0,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
428,3096,10,40,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
429,3096,6,5,0,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
430,3097,1,240,0,3,120271,1,0,1,0,0,1,0,0,1,0,0,1,0,0
431,3097,8,0,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
432,3097,3,50,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
433,3098,1,260,1,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
434,3098,4,2,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
435,3098,6,5,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
436,3099,1,240,0,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
437,3099,10,40,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
438,3099,3,50,0,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
439,3100,1,400,0,1,101000210,1,0,107000,0,0,1,0,0,2,0,0,2,0,0
440,3100,8,0,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
441,3100,6,6,0,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
442,4011,1,260,0,3,120310,1,0,1,0,0,1,0,0,1,0,0,1,0,0
443,4011,8,0,0,3,110240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
444,4011,6,4,0,3,130090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
445,4012,1,260,0,1,110000160,1,0,1,0,0,1,0,0,2,0,0,2,0,0
446,4012,8,0,0,3,110054,1,0,1,0,0,1,0,0,1,0,0,1,0,0
447,4012,3,50,0,3,110044,1,0,1,0,0,1,0,0,1,0,0,1,0,0
448,4013,1,280,1,3,121020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
449,4013,4,2,0,3,110034,1,0,1,0,0,1,0,0,1,0,0,1,0,0
450,4013,6,5,0,3,110024,1,0,1,0,0,1,0,0,1,0,0,1,0,0
451,4014,1,300,0,3,120261,1,0,1,0,0,1,0,0,1,0,0,1,0,0
452,4014,10,40,0,3,110690,1,0,1,0,0,1,0,0,1,0,0,1,0,0
453,4014,3,50,0,3,110620,1,0,1,0,0,1,0,0,1,0,0,1,0,0
454,2013,1,240,0,3,170003,1,0,1,0,0,1,0,0,1,0,0,1,0,0
455,2013,8,0,0,3,170003,1,0,1,0,0,1,0,0,1,0,0,1,0,0
456,2013,11,18,0,1,118000080,1,0,1,0,0,1,0,0,2,0,0,2,0,0
457,4021,1,260,0,3,120390,1,0,1,0,0,1,0,0,1,0,0,1,0,0
458,4021,10,40,0,3,110260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
459,4021,3,40,0,3,110150,1,0,1,0,0,1,0,0,1,0,0,1,0,0
460,4022,1,280,0,1,103000240,1,0,1,0,0,1,0,0,2,0,0,2,0,0
461,4022,8,0,0,3,110054,1,0,1,0,0,1,0,0,1,0,0,1,0,0
462,4022,6,6,0,3,110044,1,0,1,0,0,1,0,0,1,0,0,1,0,0
463,4023,1,280,0,3,120570,1,0,1,0,0,1,0,0,1,0,0,1,0,0
464,4023,4,2,0,3,110034,1,0,1,0,0,1,0,0,1,0,0,1,0,0
465,4023,3,40,0,3,110024,1,0,1,0,0,1,0,0,1,0,0,1,0,0
466,4024,1,300,0,3,120241,1,0,1,0,0,1,0,0,1,0,0,1,0,0
467,4024,8,0,0,3,110690,1,0,1,0,0,1,0,0,1,0,0,1,0,0
468,4024,6,7,0,3,130530,1,0,1,0,0,1,0,0,1,0,0,1,0,0
469,4031,1,260,0,3,120710,1,0,1,0,0,1,0,0,1,0,0,1,0,0
470,4031,8,0,0,3,120330,1,0,1,0,0,1,0,0,1,0,0,1,0,0
471,4031,6,4,0,3,110100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
472,4032,1,260,0,1,111000190,1,0,1,0,0,1,0,0,2,0,0,2,0,0
473,4032,8,0,0,3,110054,1,0,1,0,0,1,0,0,1,0,0,1,0,0
474,4032,3,50,0,3,110044,1,0,1,0,0,1,0,0,1,0,0,1,0,0
475,4033,1,280,1,3,120740,1,0,1,0,0,1,0,0,1,0,0,1,0,0
476,4033,4,2,0,3,110034,1,0,1,0,0,1,0,0,1,0,0,1,0,0
477,4033,6,5,0,3,110024,1,0,1,0,0,1,0,0,1,0,0,1,0,0
478,4034,1,300,0,3,120730,1,0,1,0,0,1,0,0,1,0,0,1,0,0
479,4034,10,40,0,3,120300,1,0,1,0,0,1,0,0,1,0,0,1,0,0
480,4034,3,50,0,3,130100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
481,4041,2,15220000,1,2,101000019,1,0,204400,0,0,204900,0,0,2,0,0,2,0,0
482,4041,1,260,0,2,109000004,1,0,210000,50,0,1,0,0,2,0,0,2,0,0
483,4041,6,4,0,3,110170,1,0,1,0,0,1,0,0,1,0,0,1,0,0
484,4042,1,260,0,1,101000290,1,0,1,0,0,1,0,0,2,0,0,2,0,0
485,4042,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
486,4042,3,50,0,3,130130,1,0,1,0,0,1,0,0,1,0,0,1,0,0
487,4043,1,280,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
488,4043,8,0,0,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
489,4043,6,5,0,3,110160,1,0,1,0,0,1,0,0,1,0,0,1,0,0
490,4044,1,300,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
491,4044,8,0,0,3,130800,1,0,1,0,0,1,0,0,1,0,0,1,0,0
492,4044,10,40,0,3,130100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
493,4051,1,220,1,3,130790,1,0,1,0,0,1,0,0,1,0,0,1,0,0
494,4051,8,0,0,3,130680,1,0,1,0,0,1,0,0,1,0,0,1,0,0
495,4051,6,4,0,3,130090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
496,4052,1,240,0,1,107000170,1,0,1,0,0,1,0,0,2,0,0,2,0,0
497,4052,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
498,4052,3,50,0,3,130110,1,0,1,0,0,1,0,0,1,0,0,1,0,0
499,4053,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
500,4053,8,0,0,3,120251,1,0,1,0,0,1,0,0,1,0,0,1,0,0
501,4053,6,5,0,3,120320,1,0,1,0,0,1,0,0,1,0,0,1,0,0
502,4054,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
503,4054,8,0,0,3,130720,1,0,1,0,0,1,0,0,1,0,0,1,0,0
504,4054,10,40,0,3,120271,1,0,1,0,0,1,0,0,1,0,0,1,0,0
505,4061,1,220,1,3,121100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
506,4061,8,0,0,3,130680,1,0,1,0,0,1,0,0,1,0,0,1,0,0
507,4061,6,4,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
508,4062,1,240,0,1,110000210,1,0,1,0,0,1,0,0,2,0,0,2,0,0
509,4062,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
510,4062,3,50,0,3,130790,1,0,1,0,0,1,0,0,1,0,0,1,0,0
511,4063,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
512,4063,8,0,0,3,130800,1,0,1,0,0,1,0,0,1,0,0,1,0,0
513,4063,6,5,0,3,130720,1,0,1,0,0,1,0,0,1,0,0,1,0,0
514,4064,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
515,4064,8,0,0,3,120710,1,0,1,0,0,1,0,0,1,0,0,1,0,0
516,4064,10,40,0,3,120310,1,0,1,0,0,1,0,0,1,0,0,1,0,0
517,4071,1,240,1,3,120241,1,0,1,0,0,1,0,0,1,0,0,1,0,0
518,4071,8,0,0,3,120251,1,0,1,0,0,1,0,0,1,0,0,1,0,0
519,4071,6,4,0,3,120340,1,0,1,0,0,1,0,0,1,0,0,1,0,0
520,4072,1,240,0,1,105000310,1,0,1,0,0,1,0,0,2,0,0,2,0,0
521,4072,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
522,4072,3,50,0,3,110170,1,0,1,0,0,1,0,0,1,0,0,1,0,0
523,4073,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
524,4073,8,0,0,3,130720,1,0,1,0,0,1,0,0,1,0,0,1,0,0
525,4073,6,5,0,3,110140,1,0,1,0,0,1,0,0,1,0,0,1,0,0
526,4074,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
527,4074,8,0,0,3,130700,1,0,1,0,0,1,0,0,1,0,0,1,0,0
528,4074,10,40,0,3,130170,1,0,1,0,0,1,0,0,1,0,0,1,0,0
529,4081,1,240,1,3,120261,1,0,1,0,0,1,0,0,1,0,0,1,0,0
530,4081,8,0,0,3,130790,1,0,1,0,0,1,0,0,1,0,0,1,0,0
531,4081,6,4,0,3,120310,1,0,1,0,0,1,0,0,1,0,0,1,0,0
532,4082,1,240,0,1,112000180,1,0,1,0,0,1,0,0,2,0,0,2,0,0
533,4082,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
534,4082,3,50,0,3,130090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
535,4083,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
536,4083,8,0,0,3,130660,1,0,1,0,0,1,0,0,1,0,0,1,0,0
537,4083,6,5,0,3,130720,1,0,1,0,0,1,0,0,1,0,0,1,0,0
538,4084,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
539,4084,8,0,0,3,120740,1,0,1,0,0,1,0,0,1,0,0,1,0,0
540,4084,10,40,0,3,130700,1,0,1,0,0,1,0,0,1,0,0,1,0,0
541,4091,1,240,1,3,120730,1,0,1,0,0,1,0,0,1,0,0,1,0,0
542,4091,8,0,0,3,130680,1,0,1,0,0,1,0,0,1,0,0,1,0,0
543,4091,6,4,0,3,120330,1,0,1,0,0,1,0,0,1,0,0,1,0,0
544,4092,1,240,0,1,106000350,1,0,1,0,0,1,0,0,2,0,0,2,0,0
545,4092,8,0,0,3,210001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
546,4092,3,50,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
547,4093,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
548,4093,8,0,0,3,130700,1,0,1,0,0,1,0,0,1,0,0,1,0,0
549,4093,6,5,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
550,4094,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
551,4094,8,0,0,3,120710,1,0,1,0,0,1,0,0,1,0,0,1,0,0
552,4094,10,40,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
553,4101,1,240,1,3,120251,1,0,1,0,0,1,0,0,1,0,0,1,0,0
554,4101,8,0,0,3,131130,1,0,1,0,0,1,0,0,1,0,0,1,0,0
555,4101,6,4,0,3,120300,1,0,1,0,0,1,0,0,1,0,0,1,0,0
556,4102,1,240,0,1,105000360,1,0,1,0,0,1,0,0,2,0,0,2,0,0
557,4102,8,0,0,3,130100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
558,4102,3,50,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
559,4103,1,240,1,3,200001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
560,4103,8,0,0,3,130540,1,0,1,0,0,1,0,0,1,0,0,1,0,0
561,4103,6,5,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
562,4104,1,240,0,3,190001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
563,4104,8,0,0,3,130800,1,0,1,0,0,1,0,0,1,0,0,1,0,0
564,4104,10,40,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
565,93001,1,300,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
566,93001,6,2,0,2,101000002,1,30,200300,100,0,202600,70,0,2,0,0,99999,0,0
567,93001,3,40,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
568,93005,2,15500000,1,1,103000090,1,0,100500,100,0,1,0,0,2,0,0,2,0,0
569,93005,1,240,0,2,120000002,1,30,300300,100,0,300200,100,0,301700,0,0,99999,0,0
570,93005,6,3,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
571,93010,1,240,0,1,102000110,1,0,100300,100,0,100300,100,0,2,0,0,2,0,0
572,93010,2,10080100,10,2,120000002,1,30,302000,15,0,301900,30,0,2,0,0,99999,0,0
573,93010,4,1,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
574,93015,2,15510000,1,2,120000005,1,30,301600,0,0,301700,0,0,2,0,0,2,0,0
575,93015,1,240,0,2,109000002,1,30,210000,20,0,1,0,0,2,0,0,99999,0,0
576,93015,6,5,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
577,93020,1,240,0,1,104000100,1,0,100300,100,0,100300,100,0,2,0,0,2,0,0
578,93020,2,10050100,15,2,111000003,1,35,200300,100,0,202600,70,0,2,0,0,2,0,0
579,93020,5,3,0,3,110033,1,0,1,0,0,1,0,0,1,0,0,1,0,0
580,93025,2,15220000,1,1,103000110,1,0,100500,100,0,1,0,0,2,0,0,2,0,0
581,93025,1,240,0,2,101000008,1,40,200500,100,0,200500,100,0,2,0,0,2,0,0
582,93025,6,3,0,3,110053,1,0,1,0,0,1,0,0,1,0,0,1,0,0
583,93030,1,240,0,3,120730,1,0,1,0,0,1,0,0,1,0,0,1,0,0
584,93030,5,3,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
585,93030,9,10,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
586,93035,2,15212000,1,1,102000130,1,0,102600,30,0,1,0,0,2,0,0,2,0,0
587,93035,1,240,0,2,102000003,1,50,203700,10,0,202600,70,0,2,0,0,2,0,0
588,93035,6,5,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
589,93040,1,240,0,1,105000120,1,0,100500,100,0,1,0,0,2,0,0,2,0,0
590,93040,2,10230100,9,2,112000003,1,50,305000,100,0,305200,0,0,2,0,0,2,0,0
591,93040,9,9,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
592,93045,2,15311000,1,1,101000130,1,0,102600,30,0,1,0,0,2,0,0,2,0,0
593,93045,1,240,0,2,101000004,1,50,200400,90,0,200400,85,0,2,0,0,2,0,0
594,93045,6,4,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
595,93050,1,400,0,1,104000120,1,0,102600,30,0,1,0,0,2,0,0,2,0,0
596,93050,10,50,0,3,130530,1,0,1,0,0,1,0,0,1,0,0,1,0,0
597,93050,9,9,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
598,93055,1,200,0,1,106000140,1,0,100500,100,0,1,0,0,2,0,0,2,0,0
599,93055,6,4,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
600,93055,3,40,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
601,93060,1,240,0,1,110000140,1,0,100500,100,0,1,0,0,2,0,0,2,0,0
602,93060,8,0,0,2,107000003,1,60,209900,25,0,1,0,0,2,0,0,2,0,0
603,93060,10,40,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
604,93065,2,15520000,1,1,109000140,1,0,100500,100,0,1,0,0,2,0,0,2,0,0
605,93065,1,240,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
606,93065,6,4,0,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
607,93070,1,260,0,3,121020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
608,93070,6,5,0,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
609,93070,9,9,0,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
610,93075,2,15440000,1,1,106000150,1,0,106900,10,0,1,0,0,2,0,0,2,0,0
611,93075,1,230,0,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
612,93075,8,0,0,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
613,93080,1,260,0,3,120261,1,0,1,0,0,1,0,0,1,0,0,1,0,0
