// SkillCutinId,SkillId,LevelLimit,SkillName4,SkillName3,Prefab,SubScene,CutInMode,PrefabMulti,SubSceneMulti,CutInModeMulti,SeName,Weapon
82,1041,5,"マザーズ・〇〇〇〇ロザリオ","マザーズ・〇〇〇〇ロザリオ","Prefabs/UI/Cutin/skill/skill_5_oha_02_mor","skill_5_oha_02_mor_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",1
83,3020,5,"フラッシング・〇ペネトレイター","フラッシング・〇ペネトレイター","Prefabs/UI/Cutin/skill/skill_5_rap_01_flb","skill_5_rap_01_flb_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",3
84,10018,5,"アダマン・〇〇〇〇ブレイカー","アダマン・〇〇〇ブレイカー","Prefabs/UI/Cutin/skill/skill_5_mac_01_adm","skill_5_mac_01_adm_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",10
85,6017,3,"月裂","月裂","Prefabs/UI/Cutin/skill/skill_3_1line_mojix2","wazacutin_skill_3_ForSubscene","un_1line_mojix2","Prefabs/UI/Cutin/skill/skill_3_1line_mojix2","wazacutin_skill_3_ForSubscene","un_1line_mojix2","SEUI_BTL_CUTIN_LV03",6
86,6018,3,"蓮華通","蓮華通","Prefabs/UI/Cutin/skill/skill_3_1line_mojix3","wazacutin_skill_3_ForSubscene","un_1line_mojix3","Prefabs/UI/Cutin/skill/skill_3_1line_mojix3","wazacutin_skill_3_ForSubscene","un_1line_mojix3","SEUI_BTL_CUTIN_LV03",6
87,12013,3,"スコールド・〇〇〇エグジット","スコールド・〇〇〇エグジット","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",11
88,2019,5,"フラッシング・〇ペネトレイター","フラッシング・〇ペネトレイター","Prefabs/UI/Cutin/skill/skill_5_rap_01_flb","skill_5_rap_01_flb_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",2
89,2020,3,"ペネトレイト","ペネトレイト","Prefabs/UI/Cutin/skill/skill_3_1line_mojix6","wazacutin_skill_3_ForSubscene","un_1line_mojix6","Prefabs/UI/Cutin/skill/skill_3_1line_mojix6","wazacutin_skill_3_ForSubscene","un_1line_mojix6","SEUI_BTL_CUTIN_LV03",2
90,8015,3,"フィスト・〇〇〇ブレイズ","フィスト・〇〇〇ブレイズ","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",8
91,8016,3,"バージ・〇〇〇〇エイサー","バージ・〇〇〇〇エイサー","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",8
92,30332,3,"反射凝集〇〇〇〇光線術","反射凝集〇〇〇〇光線術","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
93,2024,3,"アサルト・〇〇〇スライス","アサルト・〇〇〇スライス","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",2
94,3021,3,"スキップ・〇〇〇クリーブ","スキップ・〇〇〇クリーブ","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",3
95,3025,3,"ピアース・〇〇〇スパッター","ピアース・〇〇〇スパッター","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",3
96,2023,5,"サウザンド・〇〇レイン","サウザンド・〇〇レイン","Prefabs/UI/Cutin/skill/skill_5_xxx_01_zzc","skill_5_xxx_01_zzc_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",2
97,2025,3,"ペルト・〇〇〇〇ライト","ペルト・〇〇〇〇ライト","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",2
98,30335,3,"スタグネイト・〇タイフーン","スタグネイト・〇タイフーン","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
99,30336,3,"コール・〇〇〇〇メテオライト","コール・〇〇〇〇メテオライト","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
100,30408,3,"エアーパフ・〇〇シュート","エアーパフ・〇〇シュート","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
101,30507,3,"ドラゴニック・〇チャージ藻盟友藪","ドラゴニック・〇チャージ藻盟友藪","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
102,30508,3,"エアーパフ・〇〇シュート藻盟友藪","エアーパフ・〇〇シュート藻盟友藪","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
103,1043,5,"グリーム〇〇〇〇・グングニル","グリーム〇〇〇〇・グングニル","Prefabs/UI/Cutin/skill/skill_5_oha_01_nva","skill_5_oha_01_nva_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",1
104,2026,3,"ヴォーパル・〇〇ストライク","ヴォーパル・〇〇ストライク","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",2
105,2027,4,"アブゾーブ・〇〇〇ソルスグレイス","アブゾーブ・〇〇〇ソルスグレイス","Prefabs/UI/Cutin/skill/skill_4_oha_06_yz1","skill_4_oha_06_yz1_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",2
106,3026,5,"ラース・オブ〇〇〇・ゴッド","ラース・オブ〇〇〇・ゴッド","Prefabs/UI/Cutin/skill/skill_4_axe_01_gri","skill_4_axe_01_gri_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",3
107,12018,4,"マインド・〇〇〇バレット","マインド・〇〇〇バレット","Prefabs/UI/Cutin/skill/skill_4_rif_01_qif","skill_4_rif_01_qif_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",11
108,12019,5,"マインド・〇〇〇ペネトレイト","マインド・〇〇〇〇ペネトレイト","Prefabs/UI/Cutin/skill/skill_5_rif_01_prp","skill_5_rif_01_prp_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",11
109,30338,3,"クリーピング・〇シャドウ","クリーピング・〇シャドウ","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
110,30334,3,"ワールプール・〇スプラッシュ","ワールプール・〇スプラッシュ","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
111,6021,3,"甚三紅","甚三紅","Prefabs/UI/Cutin/skill/skill_3_1line_mojix3","wazacutin_skill_3_ForSubscene","un_1line_mojix3","Prefabs/UI/Cutin/skill/skill_3_1line_mojix3","wazacutin_skill_3_ForSubscene","un_1line_mojix3","SEUI_BTL_CUTIN_LV03",6
112,12020,3,"ライトニング・〇〇チェイサー","ライトニング・〇〇チェイサー","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",11
113,14014,3,"グレネード・〇〇マルチプル","グレネード・〇〇マルチプル","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
114,29012,4,"ビッグウェーブ・ロアーズ","ビッグウェーブ・ロアーズ","Prefabs/UI/Cutin/skill/skill_4_oha_03_wbo","skill_4_oha_03_wbo_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",0
115,1044,5,"散花流転","散花流転","Prefabs/UI/Cutin/skill/skill_5_oha_03_km5","skill_5_oha_03_km5_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix4","wazacutin_skill_3_ForSubscene","un_1line_mojix4","SEUI_BTL_CUTIN_LV05",1
116,4019,5,"ライトニング・〇〇〇リッパー","ライトニング・〇〇リッパー","Prefabs/UI/Cutin/skill/skill_5_dag_01_lir","skill_5_dag_01_lir_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",4
117,10019,5,"アダマン・〇〇〇〇ブレイカー","アダマン・〇〇〇ブレイカー","Prefabs/UI/Cutin/skill/skill_5_mac_01_adm","skill_5_mac_01_adm_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",10
118,6020,5,"羅生門","羅生門","Prefabs/UI/Cutin/skill/skill_5_kat_01_rsm","skill_5_kat_01_rsm_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix3","wazacutin_skill_3_ForSubscene","un_1line_mojix3","SEUI_BTL_CUTIN_LV05",6
119,3030,5,"フラッシング・〇ペネトレイター","フラッシング・〇ペネトレイター","Prefabs/UI/Cutin/skill/skill_5_rap_01_flb","skill_5_rap_01_flb_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",3
120,4020,4,"アクセル・レイド","アクセル・〇〇〇レイド","Prefabs/UI/Cutin/skill/skill_4_dag_01_acr","skill_4_dag_01_acr_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",4
121,1045,3,"リップル・〇〇〇〇スラッシュ","リップル・〇〇〇〇スラッシュ","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",1
122,1046,3,"サラウンド・〇〇〇スレイヤー","サラウンド・〇〇〇スレイヤー","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",1
123,1047,3,"リペル・〇〇〇〇〇シュート","リペル・〇〇〇〇〇シュート","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",1
124,1048,3,"スライス・〇〇〇〇ディスタンス","スライス・〇〇〇〇ディスタンス","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",1
125,4021,3,"ビーナンド・〇〇〇ミンス","ビーナンド・〇〇〇ミンス","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",4
126,8021,3,"ポイズン・〇〇〇〇ストライク","ポイズン・〇〇〇〇ストライク","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",8
127,10020,3,"ピボット・〇〇〇〇フォワード","ピボット・〇〇〇〇フォワード","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",10
128,10021,3,"グラウンド・〇〇〇クラッカー","グラウンド・〇〇〇クラッカー","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",10
129,1049,5,"ノヴァ・〇〇〇〇アセンション","ノヴァ・〇〇〇〇アセンション","Prefabs/UI/Cutin/skill/skill_5_oha_01_nva","skill_5_oha_01_nva_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",1
130,1050,5,"散花流転","散花流転","Prefabs/UI/Cutin/skill/skill_5_oha_03_km5","skill_5_oha_03_km5_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix4","wazacutin_skill_3_ForSubscene","un_1line_mojix4","SEUI_BTL_CUTIN_LV05",1
131,14017,5,"プローン・〇〇〇ペネトレイト","プローン・〇〇〇〇ペネトレイト","Prefabs/UI/Cutin/skill/skill_5_rif_01_prp","skill_5_rif_01_prp_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",14
132,29015,3,"ファイアギフト・マルチプル","ファイアギフト・マルチプル","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
133,30337,3,"シャイニング・〇ルーター","シャイニング・〇ルーター","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
134,30340,3,"バーストエレメント藻アクア藪","バーストエレメント藻アクア藪","Prefabs/UI/Cutin/skill/skill_3_2line_moji96","wazacutin_skill_3_ForSubscene","un_2line_moji96","Prefabs/UI/Cutin/skill/skill_3_2line_moji96","wazacutin_skill_3_ForSubscene","un_2line_moji96","SEUI_BTL_CUTIN_LV03",0
135,30341,3,"バーストエレメント藻エアロ藪","バーストエレメント藻エアロ藪","Prefabs/UI/Cutin/skill/skill_3_2line_moji96","wazacutin_skill_3_ForSubscene","un_2line_moji96","Prefabs/UI/Cutin/skill/skill_3_2line_moji96","wazacutin_skill_3_ForSubscene","un_2line_moji96","SEUI_BTL_CUTIN_LV03",0
136,1051,3,"グレイシエイト・ドロップ","グレイシエイト・ドロップ","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",1
137,2029,5,"ブルーム・〇〇〇リストレイント","ブルーム・〇〇〇リストレイント","Prefabs/UI/Cutin/skill/skill_5_oha_04_br5","skill_5_oha_04_br5_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",2
138,2030,3,"デッドリー・〇〇〇シンズ","デッドリー・〇〇〇シンズ","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",2
139,2031,4,"スターバースト・ストリーム","スターバースト・ストリーム","Develop/UI_cutinb/Prefabs/skill/skill_4_nit_01_sbs","skill_4_nit_01_sbs_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",2
140,3033,5,"フラッシング・〇ペネトレイター","フラッシング・〇ペネトレイター","Prefabs/UI/Cutin/skill/skill_5_rap_01_flb","skill_5_rap_01_flb_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",3
141,30345,3,"オールエレメント・トラスト","オールエレメント・トラスト","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
142,1053,5,"ノヴァ・〇〇〇〇アセンション","ノヴァ・〇〇〇〇アセンション","Prefabs/UI/Cutin/skill/skill_5_oha_01_nva","skill_5_oha_01_nva_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",1
143,2032,5,"サウザンド・〇〇レイン","サウザンド・〇〇レイン","Prefabs/UI/Cutin/skill/skill_5_xxx_01_zzc","skill_5_xxx_01_zzc_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",2
144,3034,5,"フラッシング・〇ペネトレイター","フラッシング・〇ペネトレイター","Prefabs/UI/Cutin/skill/skill_5_rap_01_flb","skill_5_rap_01_flb_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",3
145,1054,5,"マザーズ・〇〇〇〇ロザリオ","マザーズ・〇〇〇〇ロザリオ","Prefabs/UI/Cutin/skill/skill_5_oha_02_mor","skill_5_oha_02_mor_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",1
146,3035,3,"コンバージョン・カウンター","コンバージョン・カウンター","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",3
147,6022,3,"逆貫","逆貫","Prefabs/UI/Cutin/skill/skill_3_1line_mojix2","wazacutin_skill_3_ForSubscene","un_1line_mojix2","Prefabs/UI/Cutin/skill/skill_3_1line_mojix2","wazacutin_skill_3_ForSubscene","un_1line_mojix2","SEUI_BTL_CUTIN_LV03",6
148,29016,3,"バレット・〇〇〇チャージャー","バレット・〇〇〇チャージャー","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
149,29017,3,"チャージ・〇〇〇プッシュ","チャージ・〇〇〇プッシュ","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
150,29018,3,"八柳","八柳","Prefabs/UI/Cutin/skill/skill_3_1line_mojix2","wazacutin_skill_3_ForSubscene","un_1line_mojix2","Prefabs/UI/Cutin/skill/skill_3_1line_mojix2","wazacutin_skill_3_ForSubscene","un_1line_mojix2","SEUI_BTL_CUTIN_LV03",0
151,30346,3,"シンプル・〇〇〇ボール","シンプル・〇〇〇ボール","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",0
152,1055,3,"ヴォーパル・〇〇ストライク","ヴォーパル・〇〇ストライク","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",1
153,1056,3,"ヴォーパル・〇〇ストライク","ヴォーパル・〇〇ストライク","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",1
154,1057,3,"ヴォーパル・〇〇ストライク","ヴォーパル・〇〇ストライク","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",1
155,1058,3,"ヴォーパル・〇〇ストライク","ヴォーパル・〇〇ストライク","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV03",1
156,1059,4,"ハウリング・〇〇〇オクターブ","ハウリング・〇〇〇オクターブ","Prefabs/UI/Cutin/skill/skill_4_oha_01_hoc","skill_4_oha_01_hoc_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",1
157,1060,5,"マザーズ・〇〇〇〇ロザリオ","マザーズ・〇〇〇〇ロザリオ","Prefabs/UI/Cutin/skill/skill_5_oha_02_mor","skill_5_oha_02_mor_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",1
158,1061,4,"嵐花裂天","嵐花裂天","Prefabs/UI/Cutin/skill/skill_4_oha_04_km4","skill_4_oha_04_km4_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix4","wazacutin_skill_3_ForSubscene","un_1line_mojix4","SEUI_BTL_CUTIN_LV04",1
159,1062,5,"散花流転","散花流転","Prefabs/UI/Cutin/skill/skill_5_oha_03_km5","skill_5_oha_03_km5_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_1line_mojix4","wazacutin_skill_3_ForSubscene","un_1line_mojix4","SEUI_BTL_CUTIN_LV05",1
160,3036,4,"スター・〇〇〇〇スプラッシュ","スター・〇〇〇〇スプラッシュ","Prefabs/UI/Cutin/skill/skill_4_rap_01_ssp","skill_4_rap_01_ssp_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV04",3
161,3037,5,"フラッシング・〇ペネトレイター","フラッシング・〇ペネトレイター","Prefabs/UI/Cutin/skill/skill_5_rap_01_flb","skill_5_rap_01_flb_ForSubscene","Wait","Prefabs/UI/Cutin/skill/skill_3_2line_moji86","wazacutin_skill_3_ForSubscene","un_2line_moji86","SEUI_BTL_CUTIN_LV05",3
162,6025,3,"絶三門","絶三門","Prefabs/UI/Cutin/skill/skill_3_1line_mojix3","wazacutin_skill_3_ForSubscene","un_1line_mojix3","Prefabs/UI/Cutin/skill/skill_3_1line_mojix3","wazacutin_skill_3_ForSubscene","un_1line_mojix3","SEUI_BTL_CUTIN_LV03",6
