// EnemyKindId,EnemyCategoryId,Name,IconFilepath,WeakPhysicsAttr,WeakMagicAttr,WeakText,ResistText,FlavorText,CollectionDisplayStartDate,CollectionEmptyFrameDisplayFlag
10090500,6,"キャノンドール","MONS_10090500",2,0,"打・水","斬・突・火","機械部品によって強化を施された<br>≪ゴーレム≫。腕の大砲による砲<br>撃は大変危険度が高いため、迅速<br>な排除を強く推奨する。","2019/01/01",True
10091000,6,"ショコラ・ドール","MONS_10091000",2,0,"打・火","斬・突","チョコレートで作られた特別な<br>《ゴーレム》。恋する誰かの強い<br>想いで出来ており、討伐すると想<br>いが具現化されるとの噂がある。","2019/01/01",False
10100000,4,"スコーピオ","MONS_10100000",2,0,"打・水・土","突・火・風","蠍に酷似した巨大生物。毒を<br>持った尾部には注意が必要だが、<br>側面への反応が鈍い。","2019/01/01",True
10100100,4,"ブライトスティンガー","MONS_10100100",2,0,"打・火・土","突・風","≪スコーピオ≫変種。基本能力の<br>向上以上に尾部の攻撃に注意が必<br>要。毒のみならず封印、混乱効果<br>もあるため被弾は極力避けたい。","2019/01/01",True
10100200,4,"デス・ストーカー","MONS_10100200",2,0,"打・火・土","突・風","非常に危険な個体。基本能力も大<br>変高く、また他の種と異なり側面<br>への反応が素早いため、警戒を怠<br>らぬよう注意すべし。","2019/01/01",True
10100300,4,"ポイズンシューター","MONS_10100300",2,0,"打・水・土","突・火・風","≪スコーピオ≫を模した機械。遠<br>距離より銃撃を行う。接近時は尾<br>部の毒による攻撃に注意。","2019/01/01",True
10120000,3,"レッサーデーモン","MONS_10120000",3,0,"突・風・聖","土","悪魔を模したような姿の系統種。<br>知性が高く、接近と離脱を使い分<br>けた行動を行う。","2019/01/01",True
10120100,3,"デーモン","MONS_10120100",3,0,"突・風・聖","土","遠距離攻撃を行う個体。≪レッサ<br>ーデーモン≫よりも各能力も高い<br>ため、危険性が高い。","2019/01/01",True
10120200,3,"アークデーモン","MONS_10120200",3,0,"突・風・聖","土","≪デーモン≫系希少種。遠距離攻<br>撃はないが攻撃力が高く、封印効<br>果を持つため注意すること。","2019/01/01",True
10130000,5,"グリフォン","MONS_10130000",3,0,"突・風","土","複数の動物の特徴を有する獣。身<br>体が大きく耐久力が高いため、持<br>久戦になりやすい。","2019/01/01",True
10130100,5,"デュオグリフォン","MONS_10130100",3,0,"突・風","土","≪グリフォン≫が狂暴化したも<br>の。突進攻撃に対象への混乱効果<br>があるため、注意すること。","2019/01/01",True
10130200,5,"ダブルブラッド","MONS_10130200",3,0,"突・火・風","水・土","周囲に対して防御力のバフを行う<br>個体。可能な限り早く処理するこ<br>とを推奨する。","2019/01/01",True
10130300,5,"ブライトグリフォン","MONS_10130300",0,6,"突・闇","土","周囲に対して回復を行う個体。長<br>期戦回避のため、率先して処理す<br>ることを強く推奨する。","2019/01/01",True
10140000,3,"ハーピー","MONS_10140000",3,0,"突・火・風・闇","土","風属性の遠距離攻撃を行う、人と<br>鳥の間のような姿をした個体。","2019/01/01",True
10140100,3,"バイオレットフェザー","MONS_10140100",3,0,"突・風・聖","土","闇属性の遠距離攻撃を行う≪ハー<br>ピー≫上級種。攻撃には封印の状<br>態異常効果があるため注意。","2019/01/01",True
10140200,3,"ブレイズクイーン","MONS_10140200",3,0,"突・水・風","火・土","火属性の遠距離攻撃を行う個体。<br>大変狂暴かつ強力なため、火属性<br>に耐性のない編成で会敵すること<br>は極力避けることを推奨する。","2019/01/01",True
10140300,3,"サイレーン","MONS_10140300",3,0,"突・火・風","水・土","水属性の遠距離攻撃を行う個体。<br>外見的特徴では氷だが、<br>≪UNKNOWN≫内では水属性の<br>扱いとなる。","2019/01/01",True
10140400,3,"ザ・セイクリッドフェザー","MONS_10140400",0,6,"突・闇","土","聖属性の遠距離攻撃を行う個体。<br>また周囲に対して回復を行うた<br>め、率先して処理することを強く<br>推奨する。","2019/01/01",True
10150000,8,"ワイバーン","MONS_10150000",3,0,"突・風","土","飛竜と呼ばれる存在に酷似した系<br>統種。風属性のブレスを行う。突<br>然繰り出される突進にも注意が必<br>要。","2019/01/01",True
10150100,8,"ワイバーングロウル","MONS_10150100",3,0,"突・水・風","火","火属性のブレスを行う≪ワイバー<br>ン≫上級種。他系統種よりも遠距<br>離攻撃への偏りが確認されてい<br>る。","2019/01/01",True
10150200,8,"デモリッシュドレイク","MONS_10150200",3,0,"突・風・聖","土","闇属性のブレスを行う個体。他系<br>統種よりも交戦的で、攻撃が激し<br>いことが確認されている。","2019/01/01",True
10150300,8,"フロストドレイク","MONS_10150300",3,0,"突・火・風","水・土","水属性のブレスを行う個体。自身<br>への防御力バフを行うため、長期<br>戦への備えが必要と考えられる。","2019/01/01",True
10150400,8,"ワイバーン・ルナライト","MONS_10150400",0,6,"突・闇","土","聖属性のブレスを行う≪ワイバー<br>ン≫最上級種。同ブレスには強力<br>な混乱効果があるため極力避ける<br>ことを強く推奨する。","2019/01/01",True
10160000,4,"フライングサイズ","MONS_10160000",3,0,"突・火・風","土","昆虫類と爬虫類の特徴を併せ持っ<br>た外観を持つ系統種。この個体は<br>火属性ブレスを放つが自身も火属<br>性に弱いという特徴を持つ。","2019/01/01",True
10160100,4,"ブラッディサイズ","MONS_10160100",3,0,"突・水・風","火・土","≪フライングサイズ≫上級種。こ<br>ちらの個体は水属性に弱いため、<br>編成時の顧慮を推奨する。","2019/01/01",True
10160200,4,"デスサイズ","MONS_10160200",3,0,"突・火・風","水・土","≪フライングサイズ≫上級種。基<br>本能力が非常に高く、自身への防<br>御力バフも行う。またこの個体の<br>ブレスのみ水属性である。","2019/01/01",True
10180000,7,"ブルースライム","MONS_10180000",1,0,"斬・土","打・水・風","最序盤から会敵することになる≪<br>スライム≫系統種で最も脅威の小<br>さい個体。この系統種に属するも<br>のは打属性攻撃への耐性が高い。","2019/01/01",True
10180100,7,"ブラッドスライム","MONS_10180100",1,0,"斬・土","打・水・風","赤い≪スライム≫系統種。脅威は<br>変わらず小さいが、まれに毒効果<br>が表れるため注意が必要。","2019/01/01",True
10180200,7,"ハニースライム","MONS_10180200",1,0,"斬・土・闇","打・水・風","攻撃は行わないが非常に素早い個<br>体。得られるスキル経験値が大き<br>いため、確実に倒しておきたい個<br>体。","2019/01/01",True
10180300,7,"デモンブロブ","MONS_10180300",1,0,"斬・土","打・水・風","≪スライム≫変種。毒属性の遠距<br>離攻撃を行うため、離れていても<br>警戒を解かぬことを推奨する。","2019/01/01",True
10190000,4,"ミミック","MONS_10190000",0,4,"火・土","斬・打・突・風","宝箱に擬態し、近寄ってきた獲物<br>を襲う。毒、封印、混乱の状態異<br>常攻撃をもつため、宝箱を探ると<br>きも油断は禁物。","2019/01/01",True
10190100,4,"グリード","MONS_10190100",0,4,"水・土","斬・打・突・風","倒すと大量のフラグメントをドロ<br>ップする非常に貴重な個体。時間<br>経過で逃亡するため、最優先での<br>処理を強く推奨する。","2019/01/01",True
10190300,4,"ブラックボックス","MONS_10190300",0,4,"水・土","斬・打・突・風","圧縮データがカーディナルにより<br>モンスター化してしまったもの。<br>討伐すると本来のデータをドロッ<br>プするため、要回収。","2020/07/14 7:00:00",False
10230000,1,"ルーンナイト","MONS_10230000",2,0,"打・水・聖","突","人間に酷似した個体。対峙距離に<br>応じ行動を変化させる点から、高<br>い知性を持つものと推測される。","2019/01/01",True
10230100,1,"ホムンクルス","MONS_10230100",2,0,"打・水・闇","突","≪ルーンナイト≫上級種。強く警<br>戒すべき対象のひとつ。使用する<br>魔法が強化されている。","2019/01/01",True
10230200,1,"パイロナイト","MONS_10230200",2,0,"打・水・闇","突・火","≪ルーンナイト≫希少種。炎を撒<br>き散らして周囲を火の海に変える<br>危険な個体。頻繁に自身の防御力<br>にバフを行うため、守りも堅い。","2021/07/13 7:00:00",True
10240000,4,"スカイクリーパー","MONS_10240000",3,0,"突・火・風","土","巨大な昆虫。大変高い耐久力をも<br>つが、危険は少ない。","2019/01/01",True
10240100,4,"エア・ドレイク","MONS_10240100",3,0,"突・水・風","火・土","≪スカイクリーパー≫が狂暴化し<br>た個体。同系統種と比して激しい<br>攻撃と火属性の遠距離攻撃を行う<br>ため、非常に危険な存在。","2019/01/01",True
10250000,7,"ファントム","MONS_10250000",0,5,"火・聖","斬・打・突","亡霊に酷似した外見をした個体。<br>主に火属性の遠距離攻撃を行い、<br>接近時は鎌で切りつけを行う。","2019/01/01",True
10250100,7,"ワイト","MONS_10250100",0,5,"火・聖","斬・打・突","希少種。攻撃方法は近接のみとな<br>るが、毒、封印、混乱の効果を持<br>つ危険な存在。混戦時は特に優先<br>して処理することを推奨する。","2019/01/01",True
10250300,7,"ゴースト","MONS_10250300",0,1,"火","斬・打・突","≪ファントム≫の亜種。常時身体<br>が透けており、こちらの攻撃を<br>すり抜ける。攻撃時に実体化する<br>ため、そこを狙うことを推奨。","2021/05/11 7:00:00",True
10260000,5,"ホーンビースト","MONS_10260000",0,2,"水・土","火・風","角の生えた獅子のような外観の系<br>統種。攻撃力、耐久力共に高く危<br>険な存在。多彩な攻撃に注意。","2019/01/01",True
10260100,5,"モノケロス","MONS_10260100",0,2,"水・土","火・風","希少種。≪ホーンビースト≫を凌<br>駕する能力を持つため非常に危<br>険。細心の注意をもって対応にあ<br>たることを強く推奨する。","2019/01/01",True
10260200,5,"アクアロア","MONS_10260200",0,1,"火・土","水・風","氷を用いた攻撃を行う≪ホーンビ<br>ースト≫亜種。弱点である火属性<br>の攻撃を用い、迅速な処理を行う<br>ことを推奨する。","2019/01/01",True
10260300,5,"ホーリービースト","MONS_10260300",0,6,"闇","風","聖属性による攻撃を行う≪ホーン<br>ビースト≫亜種。自己回復を行う<br>ため他に比して耐久力が高い。闇<br>属性攻撃での対応を推奨する。","2019/01/01",True
10270000,10,"フーア","MONS_10270000",1,0,"斬・突・土","打・水","序盤に会敵することになる個体の<br>一種。斬、突属性に非常に弱いた<br>め危険性はほぼ皆無と推定。","2019/01/01",True
10270100,10,"ピアレイ","MONS_10270100",1,0,"斬・突・土","打・水","希少種。≪フーア≫同様危険性は<br>ほぼ皆無とされるが、水属性の遠<br>距離攻撃を行うことが確認され<br>る。","2019/01/01",True
10280000,1,"ブッカブー","MONS_10280000",0,5,"聖",,"小人のような系統種。個別の能力<br>は低いがこちらにデバフを行うた<br>め、混戦時には注意が必要。","2019/01/01",True
10280100,1,"ブッカドゥー","MONS_10280100",0,6,"闇",,"他モンスターの群れに紛れて現れ<br>周囲へ回復を行う煩わしい個体。<br>優先しての処理を推奨する。","2019/01/01",True
10280200,1,"レッドフード","MONS_10280200",0,5,"聖",,"赤い頭巾が特徴的な個体。周囲の<br>モンスターの攻撃力を大幅に上げ<br>るバフを行う。放置すると非常に<br>危険なので注意されたし。","2021/09/21 7:00:00",True
10500000,5,"フレンジー・ボア","MONS_10500000",0,4,"土","風","猪に酷似した個体。危険性は小さ<br>いが、突進攻撃には注意。土属性<br>攻撃での処理を推奨する。","2019/01/01",True
10500100,5,"フューリー・ボア","MONS_10500100",0,2,"水・土","火・風","≪ボア≫系の亜種と同定。砂漠地<br>域に出現する頻度が高く、火に対<br>する耐性を持つ。水属性や土属性<br>での攻撃を推奨。","2019/01/01",True
10500200,5,"ポーラー・ボア","MONS_10500200",0,1,"火・土","水・風","寒冷地に出現する。寒冷地に適し<br>た種としては小さいが、高い耐久<br>力を持つ。","2019/01/01",True
10500300,5,"セイクリッド・ボア","MONS_10500300",0,6,"闇","風","神聖な土地から受けた気を纏う<br>≪ボア≫系亜種。突進中はこちら<br>の攻撃を受けても怯まないため、<br>対処には注意が必要。","2019/01/01",True
10510000,9,"ガリッシュ・ガーベラ","MONS_10510000",1,0,"斬・火","突","人面に似た異容をもつ巨大な植<br>物。見た目ほどの危険性はない。<br>斬撃もしくは火属性攻撃が有効。","2019/01/01",True
10510100,9,"ヴェノム・プラント","MONS_10510100",1,0,"斬・火","突","邪悪な力で強化され、毒を纏った<br>個体。攻撃が毒効果を持つため注<br>意が必要。","2019/01/01",True
10530000,9,"マッシュピープル","MONS_10530000",1,0,"斬・火","打","菌糸類に手足が生えた系統種。混<br>乱効果のある胞子を散布すること<br>があるため注意が必要。","2019/01/01",True
10530100,9,"バッドトリップ","MONS_10530100",1,0,"斬・火","打","毒と混乱効果のある胞子を散布す<br>る煩わしい個体。戦況の悪化を招<br>く恐れがあるため、早めの対処を<br>推奨。","2019/01/01",True
10530200,9,"メディックマッシュルーム","MONS_10530200",1,0,"斬・火","打","胞子を散布し、周囲へ回復を行う<br>煩わしい個体。優先しての処理を<br>推奨する。","2019/01/01",True
10540000,4,"シザース","MONS_10540000",2,0,"打・土","突・水・風","蟹に酷似した姿をもつ個体。個々<br>の危険性は低いが耐久性が高く長<br>期戦になる恐れあり。この系統種<br>には打属性での攻撃を推奨する。","2019/01/01",True
10540100,4,"スパウター・シザース","MONS_10540100",2,0,"打・土","突・水・風","水属性の遠距離攻撃を行う個体。<br>接近しての打撃または土属性魔法<br>を推奨する。","2019/01/01",True
10540200,4,"ランドクローラー","MONS_10540200",2,0,"打・水・土","突・火・風","砂漠地域に出現する頻度の高い個<br>体。水属性の攻撃を推奨する。","2019/01/01",True
10540300,4,"バッファークラブ","MONS_10540300",2,0,"打・火・土","突・水・風","自身の防御力へのバフを行う個<br>体。弱点である打、火、土属性で<br>の攻撃を強く推奨する。","2019/01/01",True
10550000,4,"ダイノアント","MONS_10550000",2,0,"打・火・土","突・風","≪UNKNOWN≫任務遂行の予行に<br>適した、極めて危険性の低い個<br>体。群れを成していることが多<br>く、囲まれないよう注意が必要。","2019/01/01",True
10560100,4,"ソルジャーダイノアント","MONS_10560100",2,0,"打・火・土","突・風","≪ダイノアント≫上級種だが、危<br>険性は同様に低い。打撃や火属<br>性、土属性攻撃など弱点が多い。","2019/01/01",True
32900,10,"宝箱","MONS_32900",0,0,,,"未設定","2030/01/01",False
