// PropertyTableId,PropertyTableSubId,PropertyId,Value1Min,Value1Max,Value2Min,Value2Max,Rate
821,10073,102700,20,40,0,0,50
822,10073,102900,51,80,0,0,400
824,10074,1,0,0,0,0,3000
825,10074,100200,71,100,0,0,750
826,10074,100300,71,100,0,0,750
827,10074,100400,71,100,0,0,750
828,10074,100500,71,100,0,0,750
829,10074,100600,1,20,0,0,50
830,10074,100700,1,20,0,0,50
831,10074,100800,1,20,0,0,50
832,10074,100900,20,50,0,0,50
833,10074,101000,40,50,0,0,800
834,10074,101100,20,50,0,0,50
835,10074,101200,20,50,0,0,50
836,10074,101300,20,50,0,0,50
837,10074,101400,20,50,0,0,50
838,10074,101500,0,0,0,0,50
839,10074,101600,0,0,0,0,50
840,10074,101700,0,0,0,0,50
841,10074,101800,0,0,0,0,800
842,10074,101900,10,50,0,0,50
843,10074,102000,5,25,0,0,50
844,10074,102100,2,20,0,0,50
845,10074,102200,5,5,0,0,50
846,10074,102300,20,40,0,0,50
847,10074,102400,10,30,0,0,50
848,10074,102500,10,30,0,0,50
849,10074,102600,10,30,0,0,50
850,10074,102700,20,40,0,0,50
851,10074,102900,71,100,0,0,400
853,10080,1,0,0,0,0,3000
854,10080,100200,1,20,0,0,750
855,10080,100300,1,20,0,0,750
856,10080,100400,1,20,0,0,750
857,10080,100500,1,20,0,0,750
858,10080,100600,1,20,0,0,50
859,10080,100700,1,20,0,0,50
860,10080,100800,1,20,0,0,50
861,10080,100900,20,50,0,0,50
862,10080,101000,20,50,0,0,50
863,10080,101100,40,50,0,0,800
864,10080,101200,20,50,0,0,50
865,10080,101300,20,50,0,0,50
866,10080,101400,20,50,0,0,50
867,10080,101500,0,0,0,0,50
868,10080,101600,0,0,0,0,50
869,10080,101700,0,0,0,0,50
870,10080,101800,0,0,0,0,800
871,10080,101900,10,50,0,0,50
872,10080,102000,5,25,0,0,50
873,10080,102100,2,20,0,0,50
874,10080,102200,5,5,0,0,50
875,10080,102300,20,40,0,0,50
876,10080,102400,10,30,0,0,50
877,10080,102500,10,30,0,0,50
878,10080,102600,10,30,0,0,50
879,10080,102700,20,40,0,0,50
880,10080,102900,1,20,0,0,400
882,10081,1,0,0,0,0,3000
883,10081,100200,11,40,0,0,750
884,10081,100300,11,40,0,0,750
885,10081,100400,11,40,0,0,750
886,10081,100500,11,40,0,0,750
887,10081,100600,1,20,0,0,50
888,10081,100700,1,20,0,0,50
889,10081,100800,1,20,0,0,50
890,10081,100900,20,50,0,0,50
891,10081,101000,20,50,0,0,50
892,10081,101100,40,50,0,0,800
893,10081,101200,20,50,0,0,50
894,10081,101300,20,50,0,0,50
895,10081,101400,20,50,0,0,50
896,10081,101500,0,0,0,0,50
897,10081,101600,0,0,0,0,50
898,10081,101700,0,0,0,0,50
899,10081,101800,0,0,0,0,800
900,10081,101900,10,50,0,0,50
901,10081,102000,5,25,0,0,50
902,10081,102100,2,20,0,0,50
903,10081,102200,5,5,0,0,50
904,10081,102300,20,40,0,0,50
905,10081,102400,10,30,0,0,50
906,10081,102500,10,30,0,0,50
907,10081,102600,10,30,0,0,50
908,10081,102700,20,40,0,0,50
909,10081,102900,11,40,0,0,400
911,10082,1,0,0,0,0,3000
912,10082,100200,31,60,0,0,750
913,10082,100300,31,60,0,0,750
914,10082,100400,31,60,0,0,750
915,10082,100500,31,60,0,0,750
916,10082,100600,1,20,0,0,50
917,10082,100700,1,20,0,0,50
918,10082,100800,1,20,0,0,50
919,10082,100900,20,50,0,0,50
920,10082,101000,20,50,0,0,50
921,10082,101100,40,50,0,0,800
922,10082,101200,20,50,0,0,50
923,10082,101300,20,50,0,0,50
924,10082,101400,20,50,0,0,50
925,10082,101500,0,0,0,0,50
926,10082,101600,0,0,0,0,50
927,10082,101700,0,0,0,0,50
928,10082,101800,0,0,0,0,800
929,10082,101900,10,50,0,0,50
930,10082,102000,5,25,0,0,50
931,10082,102100,2,20,0,0,50
932,10082,102200,5,5,0,0,50
933,10082,102300,20,40,0,0,50
934,10082,102400,10,30,0,0,50
935,10082,102500,10,30,0,0,50
936,10082,102600,10,30,0,0,50
937,10082,102700,20,40,0,0,50
938,10082,102900,31,60,0,0,400
940,10083,1,0,0,0,0,3000
941,10083,100200,51,80,0,0,750
942,10083,100300,51,80,0,0,750
943,10083,100400,51,80,0,0,750
944,10083,100500,51,80,0,0,750
945,10083,100600,1,20,0,0,50
946,10083,100700,1,20,0,0,50
947,10083,100800,1,20,0,0,50
948,10083,100900,20,50,0,0,50
949,10083,101000,20,50,0,0,50
950,10083,101100,40,50,0,0,800
951,10083,101200,20,50,0,0,50
952,10083,101300,20,50,0,0,50
953,10083,101400,20,50,0,0,50
954,10083,101500,0,0,0,0,50
955,10083,101600,0,0,0,0,50
956,10083,101700,0,0,0,0,50
957,10083,101800,0,0,0,0,800
958,10083,101900,10,50,0,0,50
959,10083,102000,5,25,0,0,50
960,10083,102100,2,20,0,0,50
961,10083,102200,5,5,0,0,50
962,10083,102300,20,40,0,0,50
963,10083,102400,10,30,0,0,50
964,10083,102500,10,30,0,0,50
965,10083,102600,10,30,0,0,50
966,10083,102700,20,40,0,0,50
967,10083,102900,51,80,0,0,400
969,10084,1,0,0,0,0,3000
970,10084,100200,71,100,0,0,750
971,10084,100300,71,100,0,0,750
972,10084,100400,71,100,0,0,750
973,10084,100500,71,100,0,0,750
974,10084,100600,1,20,0,0,50
975,10084,100700,1,20,0,0,50
976,10084,100800,1,20,0,0,50
977,10084,100900,20,50,0,0,50
978,10084,101000,20,50,0,0,50
979,10084,101100,40,50,0,0,800
980,10084,101200,20,50,0,0,50
981,10084,101300,20,50,0,0,50
982,10084,101400,20,50,0,0,50
983,10084,101500,0,0,0,0,50
984,10084,101600,0,0,0,0,50
985,10084,101700,0,0,0,0,50
986,10084,101800,0,0,0,0,800
987,10084,101900,10,50,0,0,50
988,10084,102000,5,25,0,0,50
989,10084,102100,2,20,0,0,50
990,10084,102200,5,5,0,0,50
991,10084,102300,20,40,0,0,50
992,10084,102400,10,30,0,0,50
993,10084,102500,10,30,0,0,50
994,10084,102600,10,30,0,0,50
995,10084,102700,20,40,0,0,50
996,10084,102900,71,100,0,0,400
998,10090,1,0,0,0,0,3000
999,10090,100200,1,20,0,0,650
1000,10090,100300,1,20,0,0,650
1001,10090,100400,1,20,0,0,650
1002,10090,100500,1,20,0,0,650
1003,10090,100600,1,20,0,0,50
1004,10090,100700,1,20,0,0,50
1005,10090,100800,1,20,0,0,50
1006,10090,100900,20,50,0,0,50
1007,10090,101000,20,50,0,0,50
1008,10090,101100,20,50,0,0,50
1009,10090,101200,20,50,0,0,50
1010,10090,101300,20,50,0,0,50
1011,10090,101400,20,50,0,0,50
1012,10090,101500,0,0,0,0,50
1013,10090,101600,0,0,0,0,50
1014,10090,101700,0,0,0,0,50
1015,10090,101800,0,0,0,0,800
1016,10090,101900,10,50,0,0,700
1017,10090,102000,5,25,0,0,700
1018,10090,102100,2,20,0,0,50
1019,10090,102200,5,5,0,0,50
1020,10090,102300,20,40,0,0,50
1021,10090,102400,10,30,0,0,50
1022,10090,102500,10,30,0,0,50
1023,10090,102600,10,30,0,0,50
1024,10090,102700,20,40,0,0,50
1025,10090,102900,1,20,0,0,400
1027,10091,1,0,0,0,0,3000
1028,10091,100200,11,40,0,0,650
1029,10091,100300,11,40,0,0,650
1030,10091,100400,11,40,0,0,650
1031,10091,100500,11,40,0,0,650
1032,10091,100600,1,20,0,0,50
1033,10091,100700,1,20,0,0,50
1034,10091,100800,1,20,0,0,50
1035,10091,100900,20,50,0,0,50
1036,10091,101000,20,50,0,0,50
1037,10091,101100,20,50,0,0,50
1038,10091,101200,20,50,0,0,50
1039,10091,101300,20,50,0,0,50
1040,10091,101400,20,50,0,0,50
1041,10091,101500,0,0,0,0,50
1042,10091,101600,0,0,0,0,50
1043,10091,101700,0,0,0,0,50
1044,10091,101800,0,0,0,0,800
1045,10091,101900,10,50,0,0,700
1046,10091,102000,5,25,0,0,700
1047,10091,102100,2,20,0,0,50
1048,10091,102200,5,5,0,0,50
1049,10091,102300,20,40,0,0,50
1050,10091,102400,10,30,0,0,50
1051,10091,102500,10,30,0,0,50
1052,10091,102600,10,30,0,0,50
1053,10091,102700,20,40,0,0,50
1054,10091,102900,11,40,0,0,400
1056,10092,1,0,0,0,0,3000
1057,10092,100200,31,60,0,0,650
1058,10092,100300,31,60,0,0,650
1059,10092,100400,31,60,0,0,650
1060,10092,100500,31,60,0,0,650
1061,10092,100600,1,20,0,0,50
1062,10092,100700,1,20,0,0,50
1063,10092,100800,1,20,0,0,50
1064,10092,100900,20,50,0,0,50
1065,10092,101000,20,50,0,0,50
1066,10092,101100,20,50,0,0,50
1067,10092,101200,20,50,0,0,50
1068,10092,101300,20,50,0,0,50
1069,10092,101400,20,50,0,0,50
1070,10092,101500,0,0,0,0,50
1071,10092,101600,0,0,0,0,50
1072,10092,101700,0,0,0,0,50
1073,10092,101800,0,0,0,0,800
1074,10092,101900,10,50,0,0,700
1075,10092,102000,5,25,0,0,700
1076,10092,102100,2,20,0,0,50
1077,10092,102200,5,5,0,0,50
1078,10092,102300,20,40,0,0,50
1079,10092,102400,10,30,0,0,50
1080,10092,102500,10,30,0,0,50
1081,10092,102600,10,30,0,0,50
1082,10092,102700,20,40,0,0,50
1083,10092,102900,31,60,0,0,400
1085,10093,1,0,0,0,0,3000
1086,10093,100200,51,80,0,0,650
1087,10093,100300,51,80,0,0,650
1088,10093,100400,51,80,0,0,650
1089,10093,100500,51,80,0,0,650
1090,10093,100600,1,20,0,0,50
1091,10093,100700,1,20,0,0,50
1092,10093,100800,1,20,0,0,50
1093,10093,100900,20,50,0,0,50
1094,10093,101000,20,50,0,0,50
1095,10093,101100,20,50,0,0,50
1096,10093,101200,20,50,0,0,50
1097,10093,101300,20,50,0,0,50
1098,10093,101400,20,50,0,0,50
1099,10093,101500,0,0,0,0,50
1100,10093,101600,0,0,0,0,50
1101,10093,101700,0,0,0,0,50
1102,10093,101800,0,0,0,0,800
1103,10093,101900,10,50,0,0,700
1104,10093,102000,5,25,0,0,700
1105,10093,102100,2,20,0,0,50
1106,10093,102200,5,5,0,0,50
1107,10093,102300,20,40,0,0,50
1108,10093,102400,10,30,0,0,50
1109,10093,102500,10,30,0,0,50
1110,10093,102600,10,30,0,0,50
1111,10093,102700,20,40,0,0,50
1112,10093,102900,51,80,0,0,400
1114,10094,1,0,0,0,0,3000
1115,10094,100200,71,100,0,0,650
1116,10094,100300,71,100,0,0,650
1117,10094,100400,71,100,0,0,650
1118,10094,100500,71,100,0,0,650
1119,10094,100600,1,20,0,0,50
1120,10094,100700,1,20,0,0,50
1121,10094,100800,1,20,0,0,50
1122,10094,100900,20,50,0,0,50
1123,10094,101000,20,50,0,0,50
1124,10094,101100,20,50,0,0,50
1125,10094,101200,20,50,0,0,50
1126,10094,101300,20,50,0,0,50
1127,10094,101400,20,50,0,0,50
1128,10094,101500,0,0,0,0,50
1129,10094,101600,0,0,0,0,50
1130,10094,101700,0,0,0,0,50
1131,10094,101800,0,0,0,0,800
1132,10094,101900,10,50,0,0,700
1133,10094,102000,5,25,0,0,700
1134,10094,102100,2,20,0,0,50
1135,10094,102200,5,5,0,0,50
1136,10094,102300,20,40,0,0,50
1137,10094,102400,10,30,0,0,50
1138,10094,102500,10,30,0,0,50
1139,10094,102600,10,30,0,0,50
1140,10094,102700,20,40,0,0,50
1141,10094,102900,71,100,0,0,400
1143,10100,1,0,0,0,0,3000
1144,10100,100200,1,20,0,0,750
1145,10100,100300,1,20,0,0,750
1146,10100,100400,1,20,0,0,750
1147,10100,100500,1,20,0,0,750
1148,10100,100600,1,20,0,0,50
1149,10100,100700,1,20,0,0,50
1150,10100,100800,1,20,0,0,50
1151,10100,100900,40,50,0,0,800
1152,10100,101000,20,50,0,0,50
1153,10100,101100,20,50,0,0,50
1154,10100,101200,20,50,0,0,50
1155,10100,101300,20,50,0,0,50
1156,10100,101400,20,50,0,0,50
1157,10100,101500,0,0,0,0,50
1158,10100,101600,0,0,0,0,50
1159,10100,101700,0,0,0,0,50
1160,10100,101800,0,0,0,0,800
1161,10100,101900,10,50,0,0,50
1162,10100,102000,5,25,0,0,50
1163,10100,102100,2,20,0,0,50
1164,10100,102200,5,5,0,0,50
1165,10100,102300,20,40,0,0,50
1166,10100,102400,10,30,0,0,50
1167,10100,102500,10,30,0,0,50
1168,10100,102600,10,30,0,0,50
1169,10100,102700,20,40,0,0,50
1170,10100,102800,1,20,0,0,350
1171,10100,102900,1,20,0,0,50
1173,10101,1,0,0,0,0,3000
1174,10101,100200,11,40,0,0,750
1175,10101,100300,11,40,0,0,750
1176,10101,100400,11,40,0,0,750
1177,10101,100500,11,40,0,0,750
1178,10101,100600,1,20,0,0,50
1179,10101,100700,1,20,0,0,50
1180,10101,100800,1,20,0,0,50
1181,10101,100900,40,50,0,0,800
1182,10101,101000,20,50,0,0,50
1183,10101,101100,20,50,0,0,50
1184,10101,101200,20,50,0,0,50
1185,10101,101300,20,50,0,0,50
1186,10101,101400,20,50,0,0,50
1187,10101,101500,0,0,0,0,50
1188,10101,101600,0,0,0,0,50
1189,10101,101700,0,0,0,0,50
1190,10101,101800,0,0,0,0,800
1191,10101,101900,10,50,0,0,50
1192,10101,102000,5,25,0,0,50
1193,10101,102100,2,20,0,0,50
1194,10101,102200,5,5,0,0,50
1195,10101,102300,20,40,0,0,50
1196,10101,102400,10,30,0,0,50
1197,10101,102500,10,30,0,0,50
1198,10101,102600,10,30,0,0,50
1199,10101,102700,20,40,0,0,50
1200,10101,102800,11,40,0,0,350
1201,10101,102900,11,40,0,0,50
1203,10102,1,0,0,0,0,3000
1204,10102,100200,31,60,0,0,750
1205,10102,100300,31,60,0,0,750
1206,10102,100400,31,60,0,0,750
1207,10102,100500,31,60,0,0,750
1208,10102,100600,1,20,0,0,50
1209,10102,100700,1,20,0,0,50
1210,10102,100800,1,20,0,0,50
1211,10102,100900,40,50,0,0,800
1212,10102,101000,20,50,0,0,50
1213,10102,101100,20,50,0,0,50
1214,10102,101200,20,50,0,0,50
1215,10102,101300,20,50,0,0,50
1216,10102,101400,20,50,0,0,50
1217,10102,101500,0,0,0,0,50
1218,10102,101600,0,0,0,0,50
1219,10102,101700,0,0,0,0,50
1220,10102,101800,0,0,0,0,800
1221,10102,101900,10,50,0,0,50
1222,10102,102000,5,25,0,0,50
1223,10102,102100,2,20,0,0,50
1224,10102,102200,5,5,0,0,50
1225,10102,102300,20,40,0,0,50
1226,10102,102400,10,30,0,0,50
1227,10102,102500,10,30,0,0,50
1228,10102,102600,10,30,0,0,50
1229,10102,102700,20,40,0,0,50
1230,10102,102800,31,60,0,0,350
1231,10102,102900,31,60,0,0,50
1233,10103,1,0,0,0,0,3000
1234,10103,100200,51,80,0,0,750
1235,10103,100300,51,80,0,0,750
1236,10103,100400,51,80,0,0,750
1237,10103,100500,51,80,0,0,750
1238,10103,100600,1,20,0,0,50
1239,10103,100700,1,20,0,0,50
1240,10103,100800,1,20,0,0,50
1241,10103,100900,40,50,0,0,800
1242,10103,101000,20,50,0,0,50
1243,10103,101100,20,50,0,0,50
1244,10103,101200,20,50,0,0,50
1245,10103,101300,20,50,0,0,50
1246,10103,101400,20,50,0,0,50
1247,10103,101500,0,0,0,0,50
1248,10103,101600,0,0,0,0,50
1249,10103,101700,0,0,0,0,50
1250,10103,101800,0,0,0,0,800
1251,10103,101900,10,50,0,0,50
1252,10103,102000,5,25,0,0,50
1253,10103,102100,2,20,0,0,50
1254,10103,102200,5,5,0,0,50
1255,10103,102300,20,40,0,0,50
1256,10103,102400,10,30,0,0,50
1257,10103,102500,10,30,0,0,50
1258,10103,102600,10,30,0,0,50
1259,10103,102700,20,40,0,0,50
1260,10103,102800,51,80,0,0,350
1261,10103,102900,51,80,0,0,50
1263,10104,1,0,0,0,0,3000
1264,10104,100200,71,100,0,0,750
1265,10104,100300,71,100,0,0,750
1266,10104,100400,71,100,0,0,750
1267,10104,100500,71,100,0,0,750
1268,10104,100600,1,20,0,0,50
1269,10104,100700,1,20,0,0,50
1270,10104,100800,1,20,0,0,50
1271,10104,100900,40,50,0,0,800
1272,10104,101000,20,50,0,0,50
1273,10104,101100,20,50,0,0,50
1274,10104,101200,20,50,0,0,50
1275,10104,101300,20,50,0,0,50
1276,10104,101400,20,50,0,0,50
1277,10104,101500,0,0,0,0,50
1278,10104,101600,0,0,0,0,50
1279,10104,101700,0,0,0,0,50
1280,10104,101800,0,0,0,0,800
1281,10104,101900,10,50,0,0,50
1282,10104,102000,5,25,0,0,50
1283,10104,102100,2,20,0,0,50
1284,10104,102200,5,5,0,0,50
1285,10104,102300,20,40,0,0,50
1286,10104,102400,10,30,0,0,50
1287,10104,102500,10,30,0,0,50
1288,10104,102600,10,30,0,0,50
1289,10104,102700,20,40,0,0,50
1290,10104,102800,71,100,0,0,350
1291,10104,102900,71,100,0,0,50
1293,10110,1,0,0,0,0,3000
1294,10110,100200,1,20,0,0,650
1295,10110,100300,1,20,0,0,600
1296,10110,100400,1,20,0,0,600
1297,10110,100500,1,20,0,0,600
1298,10110,100600,1,20,0,0,50
1299,10110,100700,1,20,0,0,50
1300,10110,100800,1,20,0,0,50
1301,10110,100900,20,50,0,0,50
1302,10110,101000,20,50,0,0,50
1303,10110,101100,20,50,0,0,50
1304,10110,101200,40,50,0,0,800
1305,10110,101300,20,50,0,0,50
1306,10110,101400,20,50,0,0,50
1307,10110,101500,0,0,0,0,50
1308,10110,101600,0,0,0,0,50
1309,10110,101700,0,0,0,0,50
1310,10110,101800,0,0,0,0,800
1311,10110,101900,10,50,0,0,750
1312,10110,102000,5,25,0,0,300
1313,10110,102100,2,20,0,0,50
1314,10110,102200,5,5,0,0,50
1315,10110,102300,20,40,0,0,50
1316,10110,102400,10,30,0,0,50
1317,10110,102500,10,30,0,0,50
1318,10110,102600,10,30,0,0,50
1319,10110,102700,20,40,0,0,50
1321,10111,1,0,0,0,0,3000
1322,10111,100200,11,40,0,0,650
1323,10111,100300,11,40,0,0,600
1324,10111,100400,11,40,0,0,600
1325,10111,100500,11,40,0,0,600
1326,10111,100600,1,20,0,0,50
1327,10111,100700,1,20,0,0,50
1328,10111,100800,1,20,0,0,50
1329,10111,100900,20,50,0,0,50
1330,10111,101000,20,50,0,0,50
1331,10111,101100,20,50,0,0,50
1332,10111,101200,40,50,0,0,800
1333,10111,101300,20,50,0,0,50
1334,10111,101400,20,50,0,0,50
1335,10111,101500,0,0,0,0,50
1336,10111,101600,0,0,0,0,50
1337,10111,101700,0,0,0,0,50
1338,10111,101800,0,0,0,0,800
1339,10111,101900,10,50,0,0,750
1340,10111,102000,5,25,0,0,300
1341,10111,102100,2,20,0,0,50
1342,10111,102200,5,5,0,0,50
1343,10111,102300,20,40,0,0,50
1344,10111,102400,10,30,0,0,50
1345,10111,102500,10,30,0,0,50
1346,10111,102600,10,30,0,0,50
1347,10111,102700,20,40,0,0,50
1349,10112,1,0,0,0,0,3000
1350,10112,100200,31,60,0,0,650
1351,10112,100300,31,60,0,0,600
1352,10112,100400,31,60,0,0,600
1353,10112,100500,31,60,0,0,600
1354,10112,100600,1,20,0,0,50
1355,10112,100700,1,20,0,0,50
1356,10112,100800,1,20,0,0,50
1357,10112,100900,20,50,0,0,50
1358,10112,101000,20,50,0,0,50
1359,10112,101100,20,50,0,0,50
1360,10112,101200,40,50,0,0,800
1361,10112,101300,20,50,0,0,50
1362,10112,101400,20,50,0,0,50
1363,10112,101500,0,0,0,0,50
1364,10112,101600,0,0,0,0,50
1365,10112,101700,0,0,0,0,50
1366,10112,101800,0,0,0,0,800
1367,10112,101900,10,50,0,0,750
1368,10112,102000,5,25,0,0,300
1369,10112,102100,2,20,0,0,50
1370,10112,102200,5,5,0,0,50
1371,10112,102300,20,40,0,0,50
1372,10112,102400,10,30,0,0,50
1373,10112,102500,10,30,0,0,50
1374,10112,102600,10,30,0,0,50
1375,10112,102700,20,40,0,0,50
1377,10113,1,0,0,0,0,3000
1378,10113,100200,51,80,0,0,650
1379,10113,100300,51,80,0,0,600
1380,10113,100400,51,80,0,0,600
1381,10113,100500,51,80,0,0,600
1382,10113,100600,1,20,0,0,50
1383,10113,100700,1,20,0,0,50
1384,10113,100800,1,20,0,0,50
1385,10113,100900,20,50,0,0,50
1386,10113,101000,20,50,0,0,50
1387,10113,101100,20,50,0,0,50
1388,10113,101200,40,50,0,0,800
1389,10113,101300,20,50,0,0,50
1390,10113,101400,20,50,0,0,50
1391,10113,101500,0,0,0,0,50
1392,10113,101600,0,0,0,0,50
1393,10113,101700,0,0,0,0,50
1394,10113,101800,0,0,0,0,800
1395,10113,101900,10,50,0,0,750
1396,10113,102000,5,25,0,0,300
1397,10113,102100,2,20,0,0,50
1398,10113,102200,5,5,0,0,50
1399,10113,102300,20,40,0,0,50
1400,10113,102400,10,30,0,0,50
1401,10113,102500,10,30,0,0,50
1402,10113,102600,10,30,0,0,50
1403,10113,102700,20,40,0,0,50
1405,10114,1,0,0,0,0,3000
1406,10114,100200,71,100,0,0,650
1407,10114,100300,71,100,0,0,600
1408,10114,100400,71,100,0,0,600
1409,10114,100500,71,100,0,0,600
1410,10114,100600,1,20,0,0,50
1411,10114,100700,1,20,0,0,50
1412,10114,100800,1,20,0,0,50
1413,10114,100900,20,50,0,0,50
1414,10114,101000,20,50,0,0,50
1415,10114,101100,20,50,0,0,50
1416,10114,101200,40,50,0,0,800
1417,10114,101300,20,50,0,0,50
1418,10114,101400,20,50,0,0,50
1419,10114,101500,0,0,0,0,50
1420,10114,101600,0,0,0,0,50
1421,10114,101700,0,0,0,0,50
1422,10114,101800,0,0,0,0,800
1423,10114,101900,10,50,0,0,750
1424,10114,102000,5,25,0,0,300
1425,10114,102100,2,20,0,0,50
1426,10114,102200,5,5,0,0,50
1427,10114,102300,20,40,0,0,50
1428,10114,102400,10,30,0,0,50
1429,10114,102500,10,30,0,0,50
1430,10114,102600,10,30,0,0,50
1431,10114,102700,20,40,0,0,50
1433,10120,1,0,0,0,0,3000
1434,10120,100200,1,20,0,0,800
1435,10120,100300,1,20,0,0,800
1436,10120,100400,1,20,0,0,800
1437,10120,100500,1,20,0,0,800
1438,10120,100600,1,20,0,0,50
1439,10120,100700,1,20,0,0,50
1440,10120,100800,1,20,0,0,50
1441,10120,100900,20,50,0,0,100
1442,10120,101000,20,50,0,0,100
1443,10120,101100,20,50,0,0,100
1444,10120,101200,20,50,0,0,100
1445,10120,101300,20,50,0,0,100
1446,10120,101400,20,50,0,0,100
1447,10120,101500,0,0,0,0,50
1448,10120,101600,0,0,0,0,50
1449,10120,101700,0,0,0,0,50
1450,10120,101800,0,0,0,0,800
1451,10120,101900,10,50,0,0,50
1452,10120,102000,5,25,0,0,50
1453,10120,102100,2,20,0,0,300
1454,10120,102200,5,5,0,0,50
1455,10120,102300,20,40,0,0,50
1456,10120,102400,10,30,0,0,50
1457,10120,102500,10,30,0,0,50
1458,10120,102600,10,30,0,0,50
1459,10120,102700,20,40,0,0,50
1460,10120,102900,1,20,0,0,400
1462,10121,1,0,0,0,0,3000
1463,10121,100200,11,40,0,0,800
1464,10121,100300,11,40,0,0,800
1465,10121,100400,11,40,0,0,800
1466,10121,100500,11,40,0,0,800
1467,10121,100600,1,20,0,0,50
1468,10121,100700,1,20,0,0,50
1469,10121,100800,1,20,0,0,50
1470,10121,100900,20,50,0,0,100
1471,10121,101000,20,50,0,0,100
1472,10121,101100,20,50,0,0,100
1473,10121,101200,20,50,0,0,100
1474,10121,101300,20,50,0,0,100
1475,10121,101400,20,50,0,0,100
1476,10121,101500,0,0,0,0,50
1477,10121,101600,0,0,0,0,50
1478,10121,101700,0,0,0,0,50
1479,10121,101800,0,0,0,0,800
1480,10121,101900,10,50,0,0,50
1481,10121,102000,5,25,0,0,50
1482,10121,102100,2,20,0,0,300
1483,10121,102200,5,5,0,0,50
1484,10121,102300,20,40,0,0,50
1485,10121,102400,10,30,0,0,50
1486,10121,102500,10,30,0,0,50
1487,10121,102600,10,30,0,0,50
1488,10121,102700,20,40,0,0,50
1489,10121,102900,11,40,0,0,400
1491,10122,1,0,0,0,0,3000
1492,10122,100200,31,60,0,0,800
1493,10122,100300,31,60,0,0,800
1494,10122,100400,31,60,0,0,800
1495,10122,100500,31,60,0,0,800
1496,10122,100600,1,20,0,0,50
1497,10122,100700,1,20,0,0,50
1498,10122,100800,1,20,0,0,50
1499,10122,100900,20,50,0,0,100
1500,10122,101000,20,50,0,0,100
1501,10122,101100,20,50,0,0,100
1502,10122,101200,20,50,0,0,100
1503,10122,101300,20,50,0,0,100
1504,10122,101400,20,50,0,0,100
1505,10122,101500,0,0,0,0,50
1506,10122,101600,0,0,0,0,50
1507,10122,101700,0,0,0,0,50
1508,10122,101800,0,0,0,0,800
1509,10122,101900,10,50,0,0,50
1510,10122,102000,5,25,0,0,50
1511,10122,102100,2,20,0,0,300
1512,10122,102200,5,5,0,0,50
1513,10122,102300,20,40,0,0,50
1514,10122,102400,10,30,0,0,50
1515,10122,102500,10,30,0,0,50
1516,10122,102600,10,30,0,0,50
1517,10122,102700,20,40,0,0,50
1518,10122,102900,31,60,0,0,400
1520,10123,1,0,0,0,0,3000
1521,10123,100200,51,80,0,0,800
1522,10123,100300,51,80,0,0,800
1523,10123,100400,51,80,0,0,800
1524,10123,100500,51,80,0,0,800
1525,10123,100600,1,20,0,0,50
1526,10123,100700,1,20,0,0,50
1527,10123,100800,1,20,0,0,50
1528,10123,100900,20,50,0,0,100
1529,10123,101000,20,50,0,0,100
1530,10123,101100,20,50,0,0,100
1531,10123,101200,20,50,0,0,100
1532,10123,101300,20,50,0,0,100
1533,10123,101400,20,50,0,0,100
1534,10123,101500,0,0,0,0,50
1535,10123,101600,0,0,0,0,50
1536,10123,101700,0,0,0,0,50
1537,10123,101800,0,0,0,0,800
1538,10123,101900,10,50,0,0,50
1539,10123,102000,5,25,0,0,50
1540,10123,102100,2,20,0,0,300
1541,10123,102200,5,5,0,0,50
1542,10123,102300,20,40,0,0,50
1543,10123,102400,10,30,0,0,50
1544,10123,102500,10,30,0,0,50
1545,10123,102600,10,30,0,0,50
1546,10123,102700,20,40,0,0,50
1547,10123,102900,51,80,0,0,400
1549,10124,1,0,0,0,0,3000
1550,10124,100200,71,100,0,0,800
1551,10124,100300,71,100,0,0,800
1552,10124,100400,71,100,0,0,800
1553,10124,100500,71,100,0,0,800
1554,10124,100600,1,20,0,0,50
1555,10124,100700,1,20,0,0,50
1556,10124,100800,1,20,0,0,50
1557,10124,100900,20,50,0,0,100
1558,10124,101000,20,50,0,0,100
1559,10124,101100,20,50,0,0,100
1560,10124,101200,20,50,0,0,100
1561,10124,101300,20,50,0,0,100
1562,10124,101400,20,50,0,0,100
1563,10124,101500,0,0,0,0,50
1564,10124,101600,0,0,0,0,50
1565,10124,101700,0,0,0,0,50
1566,10124,101800,0,0,0,0,800
1567,10124,101900,10,50,0,0,50
1568,10124,102000,5,25,0,0,50
1569,10124,102100,2,20,0,0,300
1570,10124,102200,5,5,0,0,50
1571,10124,102300,20,40,0,0,50
1572,10124,102400,10,30,0,0,50
1573,10124,102500,10,30,0,0,50
1574,10124,102600,10,30,0,0,50
1575,10124,102700,20,40,0,0,50
1576,10124,102900,71,100,0,0,400
1578,20000,1,0,0,0,0,10000
1580,20001,1,0,0,0,0,5000
1581,20001,200200,1,50,0,0,1250
1582,20001,200300,1,50,0,0,1250
1583,20001,200400,1,50,0,0,1250
1584,20001,200500,1,50,0,0,1250
1586,20010,1,0,0,0,0,2500
1587,20010,200200,1,20,0,0,475
1588,20010,200300,1,20,0,0,475
1589,20010,200400,1,20,0,0,475
1590,20010,200500,1,20,0,0,475
1591,20010,202400,10,30,0,0,10
